source_joint,target_joint,count,source_visible,target_visible,source_quotient,target_quotient,visible_moved,quotient_moved
0,1,1,0,1,0,5,1,1
0,2,1,0,2,0,1,1,1
0,3,2,0,1,0,5,1,1
0,4,2,0,2,0,1,1,1
0,5,1,0,2,0,1,1,1
0,6,1,0,2,0,1,1,1
0,7,2,0,2,0,1,1,1
0,8,1,0,1,0,5,1,1
0,9,1,0,2,0,1,1,1
0,10,1,0,2,0,1,1,1
0,11,1,0,2,0,1,1,1
0,12,1,0,2,0,1,1,1
0,13,1,0,2,0,1,1,1
14,15,2,3,4,2,3,1,1
14,16,2,3,2,2,1,1,1
14,17,1,3,5,2,4,1,1
14,18,1,3,6,2,18,1,1
14,19,1,3,2,2,1,1,1
14,20,1,3,1,2,5,1,1
14,21,1,3,4,2,3,1,1
14,22,2,3,2,2,1,1,1
14,23,1,3,2,2,1,1,1
14,24,1,3,2,2,1,1,1
14,25,1,3,1,2,5,1,1
14,26,1,3,1,2,5,1,1
14,27,1,3,2,2,1,1,1
28,29,1,7,8,6,7,1,1
28,30,6,7,9,6,8,1,1
28,31,1,7,4,6,3,1,1
28,32,1,7,10,6,17,1,1
28,33,1,7,8,6,7,1,1
28,34,1,7,9,6,8,1,1
28,35,1,7,11,6,9,1,1
28,36,1,7,9,6,8,1,1
28,37,1,7,12,6,10,1,1
28,38,1,7,8,6,7,1,1
28,39,1,7,12,6,10,1,1
40,29,1,13,8,11,7,1,1
40,30,1,13,9,11,8,1,1
40,32,1,13,10,11,17,1,1
40,34,1,13,9,11,8,1,1
40,37,1,13,12,11,10,1,1
40,38,1,13,8,11,7,1,1
40,41,2,13,9,11,8,1,1
40,42,1,13,4,11,3,1,1
40,43,1,13,9,11,8,1,1
40,44,1,13,8,11,7,1,1
40,45,1,13,6,11,18,1,1
40,46,1,13,9,11,8,1,1
40,47,1,13,9,11,8,1,1
40,48,1,13,9,11,8,1,1
40,49,1,13,12,11,10,1,1
50,29,1,14,8,12,7,1,1
50,51,2,14,2,12,1,1,1
50,52,1,14,5,12,13,1,1
50,53,1,14,10,12,17,1,1
50,54,1,14,2,12,1,1,1
50,55,1,14,2,12,1,1,1
50,56,1,14,8,12,7,1,1
50,57,2,14,2,12,1,1,1
50,58,1,14,2,12,1,1,1
50,59,1,14,2,12,1,1,1
50,60,1,14,2,12,1,1,1
50,61,1,14,1,12,5,1,1
50,62,1,14,2,12,1,1,1
50,63,1,14,8,12,7,1,1
64,1,1,12,1,14,5,1,1
64,65,1,12,3,14,20,1,1
64,66,1,12,10,14,17,1,1
64,67,1,12,5,14,15,1,1
64,68,1,12,8,14,7,1,1
64,69,1,12,8,14,7,1,1
64,70,1,12,1,14,5,1,1
64,71,2,12,3,14,20,1,1
64,72,1,12,8,14,7,1,1
64,73,1,12,3,14,20,1,1
64,74,1,12,8,14,7,1,1
64,75,1,12,8,14,7,1,1
64,76,1,12,8,14,7,1,1
64,77,1,12,1,14,5,1,1
64,78,1,12,3,14,20,1,1
79,80,1,15,10,16,17,1,1
79,81,1,15,16,16,28,1,1
79,82,1,15,6,16,18,1,1
79,83,1,15,10,16,17,1,1
79,84,1,15,16,16,28,1,1
79,85,1,15,17,16,26,1,1
79,86,1,15,10,16,17,1,1
79,87,1,15,16,16,28,1,1
79,88,1,15,9,16,8,1,1
79,89,1,15,10,16,17,1,1
79,90,1,15,9,16,8,1,1
79,91,1,15,16,16,28,1,1
79,92,1,15,9,16,8,1,1
79,93,1,15,6,16,18,1,1
79,94,1,15,10,16,17,1,1
79,95,1,15,12,16,10,1,1
96,69,1,12,8,19,7,1,1
96,75,2,12,8,19,7,1,1
96,97,2,12,6,19,18,1,1
96,98,1,12,3,19,20,1,1
96,99,1,12,10,19,17,1,1
96,100,1,12,4,19,3,1,1
96,101,1,12,8,19,7,1,1
96,102,1,12,6,19,18,1,1
96,103,2,12,3,19,20,1,1
96,104,1,12,8,19,7,1,1
96,105,1,12,3,19,20,1,1
96,106,1,12,8,19,7,1,1
96,107,1,12,3,19,20,1,1
108,26,1,6,1,21,5,1,1
108,109,1,6,1,21,5,1,1
108,110,1,6,6,21,18,0,1
108,111,1,6,6,21,18,0,1
108,112,2,6,6,21,18,0,1
108,113,2,6,6,21,18,0,1
108,114,1,6,1,21,5,1,1
108,115,2,6,6,21,18,0,1
108,116,2,6,6,21,18,0,1
108,117,1,6,6,21,18,0,1
108,118,1,6,6,21,18,0,1
108,119,1,6,1,21,5,1,1
120,75,1,17,8,22,7,1,1
120,97,2,17,6,22,18,1,1
120,99,1,17,10,22,17,1,1
120,121,2,17,8,22,7,1,1
120,122,1,17,4,22,3,1,1
120,123,1,17,8,22,7,1,1
120,124,1,17,18,22,23,1,1
120,125,1,17,12,22,10,1,1
120,126,2,17,3,22,20,1,1
120,127,1,17,8,22,7,1,1
120,128,1,17,3,22,20,1,1
120,129,1,17,18,22,23,1,1
120,130,1,17,8,22,7,1,1
131,15,1,12,4,24,3,1,1
131,75,1,12,8,24,7,1,1
131,82,2,12,6,24,18,1,1
131,132,3,12,6,24,18,1,1
131,133,1,12,10,24,17,1,1
131,134,1,12,6,24,18,1,1
131,135,1,12,8,24,7,1,1
131,136,1,12,6,24,18,1,1
131,137,1,12,6,24,18,1,1
131,138,1,12,6,24,18,1,1
131,139,1,12,6,24,18,1,1
131,140,1,12,8,24,7,1,1
131,141,1,12,6,24,18,1,1
142,48,1,19,9,25,8,1,1
142,143,1,19,6,25,18,1,1
142,144,1,19,17,25,26,1,1
142,145,1,19,6,25,18,1,1
142,146,1,19,6,25,18,1,1
142,147,2,19,17,25,26,1,1
142,148,1,19,6,25,18,1,1
142,149,1,19,9,25,8,1,1
142,150,1,19,9,25,8,1,1
142,151,1,19,6,25,18,1,1
142,152,1,19,9,25,8,1,1
142,153,1,19,17,25,26,1,1
142,154,1,19,6,25,18,1,1
142,155,1,19,6,25,18,1,1
142,156,1,19,6,25,18,1,1
157,80,1,20,10,27,17,1,1
157,92,1,20,9,27,8,1,1
157,158,1,20,6,27,18,1,1
157,159,2,20,9,27,8,1,1
157,160,1,20,12,27,10,1,1
157,161,2,20,16,27,28,1,1
157,162,1,20,12,27,10,1,1
157,163,1,20,16,27,28,1,1
157,164,1,20,6,27,18,1,1
157,165,1,20,9,27,8,1,1
157,166,1,20,9,27,8,1,1
157,167,1,20,10,27,17,1,1
157,168,1,20,6,27,18,1,1
157,169,1,20,12,27,10,1,1
170,124,1,21,18,29,23,1,1
170,128,1,21,3,29,20,1,1
170,130,1,21,8,29,7,1,1
170,171,2,21,10,29,17,1,1
170,172,1,21,4,29,3,1,1
170,173,1,21,18,29,23,1,1
170,174,1,21,4,29,3,1,1
170,175,1,21,10,29,17,1,1
170,176,2,21,22,29,57,1,1
170,177,1,21,8,29,7,1,1
170,178,1,21,4,29,3,1,1
170,179,1,21,8,29,7,1,1
170,180,1,21,10,29,17,1,1
170,181,1,21,4,29,3,1,1
182,183,1,6,10,30,17,1,1
182,184,1,6,6,30,18,0,1
182,185,1,6,10,30,17,1,1
182,186,2,6,10,30,17,1,1
182,187,2,6,6,30,18,0,1
182,188,1,6,10,30,17,1,1
182,189,1,6,6,30,18,0,1
182,190,2,6,11,30,31,1,1
182,191,1,6,6,30,18,0,1
182,192,1,6,6,30,18,0,1
182,193,1,6,10,30,17,1,1
182,194,1,6,10,30,17,1,1
182,195,1,6,10,30,17,1,1
196,30,1,23,9,32,8,1,1
196,82,1,23,6,32,18,1,1
196,87,1,23,16,32,28,1,1
196,90,1,23,9,32,8,1,1
196,146,1,23,6,32,18,1,1
196,147,1,23,17,32,26,1,1
196,154,1,23,6,32,18,1,1
196,197,2,23,6,32,18,1,1
196,198,2,23,16,32,28,1,1
196,199,1,23,6,32,18,1,1
196,200,1,23,9,32,8,1,1
196,201,1,23,12,32,10,1,1
196,202,1,23,16,32,28,1,1
196,203,1,23,12,32,10,1,1
204,125,2,9,12,33,10,1,1
204,205,2,9,6,33,18,1,1
204,206,2,9,12,33,10,1,1
204,207,2,9,6,33,18,1,1
204,208,2,9,12,33,10,1,1
204,209,2,9,6,33,18,1,1
204,210,1,9,6,33,18,1,1
204,211,1,9,6,33,18,1,1
204,212,1,9,12,33,10,1,1
204,213,1,9,12,33,10,1,1
214,80,5,24,10,34,17,1,1
214,215,4,24,12,34,10,1,1
214,216,1,24,6,34,18,1,1
214,217,1,24,10,34,17,1,1
214,218,1,24,11,34,35,1,1
214,219,1,24,10,34,17,1,1
214,220,1,24,6,34,18,1,1
214,221,2,24,10,34,17,1,1
222,1,1,2,1,36,5,1,1
222,155,1,2,6,36,18,1,1
222,197,1,2,6,36,18,1,1
222,216,1,2,6,36,18,1,1
222,223,1,2,1,36,5,1,1
222,224,1,2,6,36,18,1,1
222,225,1,2,6,36,18,1,1
222,226,1,2,1,36,5,1,1
222,227,2,2,6,36,18,1,1
222,228,1,2,6,36,18,1,1
222,229,1,2,6,36,18,1,1
222,230,1,2,6,36,18,1,1
222,231,1,2,6,36,18,1,1
222,232,1,2,1,36,5,1,1
222,233,1,2,6,36,18,1,1
234,23,1,10,2,37,1,1,1
234,235,1,10,8,37,7,1,1
234,236,2,10,2,37,1,1,1
234,237,1,10,5,37,38,1,1
234,238,1,10,10,37,17,0,1
234,239,1,10,2,37,1,1,1
234,240,1,10,1,37,5,1,1
234,241,1,10,8,37,7,1,1
234,242,1,10,2,37,1,1,1
234,243,1,10,2,37,1,1,1
234,244,1,10,2,37,1,1,1
234,245,1,10,1,37,5,1,1
234,246,1,10,1,37,5,1,1
234,247,1,10,1,37,5,1,1
234,248,1,10,8,37,7,1,1
249,1,1,25,1,39,5,1,1
249,4,1,25,2,39,1,1,1
249,6,1,25,2,39,1,1,1
249,12,1,25,2,39,1,1,1
249,92,2,25,9,39,8,1,1
249,166,1,25,9,39,8,1,1
249,250,2,25,9,39,8,1,1
249,251,1,25,6,39,18,1,1
249,252,1,25,9,39,8,1,1
249,253,1,25,10,39,17,1,1
249,254,1,25,9,39,8,1,1
249,255,1,25,9,39,8,1,1
249,256,1,25,12,39,10,1,1
249,257,1,25,12,39,10,1,1
258,97,2,17,6,40,18,1,1
258,122,1,17,4,40,3,1,1
258,125,1,17,12,40,10,1,1
258,259,1,17,8,40,7,1,1
258,260,1,17,6,40,18,1,1
258,261,1,17,8,40,7,1,1
258,262,1,17,4,40,3,1,1
258,263,1,17,3,40,20,1,1
258,264,1,17,4,40,3,1,1
258,265,1,17,22,40,57,1,1
258,266,1,17,3,40,20,1,1
258,267,1,17,18,40,23,1,1
258,268,1,17,4,40,3,1,1
258,269,1,17,4,40,3,1,1
258,270,1,17,8,40,7,1,1
271,30,1,26,9,41,8,1,1
271,82,1,26,6,41,18,1,1
271,92,1,26,9,41,8,1,1
271,102,1,26,6,41,18,1,1
271,146,1,26,6,41,18,1,1
271,147,2,26,17,41,26,1,1
271,272,2,26,6,41,18,1,1
271,273,1,26,17,41,26,1,1
271,274,1,26,9,41,8,1,1
271,275,1,26,6,41,18,1,1
271,276,1,26,9,41,8,1,1
271,277,1,26,17,41,26,1,1
271,278,1,26,6,41,18,1,1
271,279,1,26,6,41,18,1,1
280,20,1,22,1,42,5,1,1
280,102,1,22,6,42,18,1,1
280,281,1,22,6,42,18,1,1
280,282,1,22,2,42,1,1,1
280,283,1,22,1,42,5,1,1
280,284,1,22,1,42,5,1,1
280,285,1,22,12,42,10,1,1
280,286,1,22,2,42,1,1,1
280,287,1,22,1,42,5,1,1
280,288,1,22,2,42,1,1,1
280,289,1,22,2,42,1,1,1
280,290,1,22,1,42,5,1,1
280,291,1,22,1,42,5,1,1
280,292,1,22,2,42,1,1,1
280,293,1,22,12,42,10,1,1
280,294,1,22,2,42,1,1,1
295,26,1,6,1,43,5,1,1
295,235,1,6,8,43,7,1,1
295,296,3,6,1,43,5,1,1
295,297,1,6,5,43,44,1,1
295,298,1,6,10,43,17,1,1
295,299,1,6,1,43,5,1,1
295,300,1,6,8,43,7,1,1
295,301,1,6,1,43,5,1,1
295,302,1,6,1,43,5,1,1
295,303,1,6,1,43,5,1,1
295,304,1,6,1,43,5,1,1
295,305,1,6,1,43,5,1,1
295,306,1,6,8,43,7,1,1
295,307,1,6,1,43,5,1,1
308,29,1,1,8,45,7,1,1
308,309,1,1,6,45,18,1,1
308,310,1,1,4,45,3,1,1
308,311,1,1,10,45,17,1,1
308,312,1,1,6,45,18,1,1
308,313,1,1,6,45,18,1,1
308,314,1,1,8,45,7,1,1
308,315,2,1,6,45,18,1,1
308,316,1,1,6,45,18,1,1
308,317,1,1,6,45,18,1,1
308,318,1,1,6,45,18,1,1
308,319,1,1,6,45,18,1,1
308,320,1,1,6,45,18,1,1
308,321,1,1,8,45,7,1,1
308,322,1,1,6,45,18,1,1
311,29,3,10,8,17,7,1,1
311,63,3,10,8,17,7,1,1
311,337,5,10,8,17,7,1,1
311,2927,5,10,8,17,7,1,1
323,29,1,4,8,46,7,1,1
323,68,2,4,8,46,7,1,1
323,69,3,4,8,46,7,1,1
323,235,4,4,8,46,7,1,1
323,324,1,4,8,46,7,1,1
323,325,2,4,8,46,7,1,1
323,326,1,4,8,46,7,1,1
323,327,1,4,8,46,7,1,1
323,328,1,4,8,46,7,1,1
329,29,2,2,8,47,7,1,1
329,63,1,2,8,47,7,1,1
329,75,2,2,8,47,7,1,1
329,140,1,2,8,47,7,1,1
329,330,1,2,22,47,57,1,1
329,331,1,2,4,47,3,1,1
329,332,1,2,8,47,7,1,1
329,333,2,2,22,47,57,1,1
329,334,1,2,8,47,7,1,1
329,335,1,2,3,47,20,1,1
329,336,1,2,4,47,3,1,1
329,337,1,2,8,47,7,1,1
329,338,1,2,22,47,57,1,1
339,132,2,6,6,48,18,0,1
339,197,2,6,6,48,18,0,1
339,272,1,6,6,48,18,0,1
339,313,1,6,6,48,18,0,1
339,340,1,6,6,48,18,0,1
339,341,2,6,6,48,18,0,1
339,342,1,6,6,48,18,0,1
339,343,1,6,6,48,18,0,1
339,344,1,6,6,48,18,0,1
339,345,1,6,6,48,18,0,1
339,346,1,6,6,48,18,0,1
339,347,1,6,6,48,18,0,1
339,348,1,6,6,48,18,0,1
349,75,1,27,8,49,7,1,1
349,87,1,27,16,49,28,1,1
349,235,3,27,8,49,7,1,1
349,350,1,27,16,49,28,1,1
349,351,1,27,10,49,17,1,1
349,352,2,27,16,49,28,1,1
349,353,1,27,28,49,50,1,1
349,354,1,27,16,49,28,1,1
349,355,1,27,12,49,10,1,1
349,356,1,27,29,49,51,1,1
349,357,1,27,16,49,28,1,1
349,358,1,27,10,49,17,1,1
349,359,1,27,12,49,10,1,1
360,171,1,1,10,52,17,1,1
360,235,1,1,8,52,7,1,1
360,281,2,1,6,52,18,1,1
360,337,1,1,8,52,7,1,1
360,361,1,1,22,52,57,1,1
360,362,1,1,4,52,3,1,1
360,363,1,1,4,52,3,1,1
360,364,1,1,6,52,18,1,1
360,365,2,1,22,52,57,1,1
360,366,1,1,8,52,7,1,1
360,367,1,1,3,52,20,1,1
360,368,1,1,4,52,3,1,1
360,369,1,1,8,52,7,1,1
360,370,1,1,22,52,57,1,1
371,67,1,4,5,53,15,1,1
371,69,1,4,8,53,7,1,1
371,101,3,4,8,53,7,1,1
371,179,1,4,8,53,7,1,1
371,235,1,4,8,53,7,1,1
371,372,1,4,1,53,5,1,1
371,373,1,4,10,53,17,1,1
371,374,1,4,2,53,1,1,1
371,375,2,4,8,53,7,1,1
371,376,1,4,8,53,7,1,1
371,377,1,4,8,53,7,1,1
371,378,1,4,8,53,7,1,1
371,379,1,4,2,53,1,1,1
380,75,2,24,8,54,7,1,1
380,80,2,24,10,54,17,1,1
380,217,1,24,10,54,17,1,1
380,221,1,24,10,54,17,1,1
380,331,2,24,4,54,3,1,1
380,334,1,24,8,54,7,1,1
380,381,3,24,4,54,3,1,1
380,382,2,24,8,54,7,1,1
380,383,1,24,8,54,7,1,1
380,384,1,24,4,54,3,1,1
385,18,1,11,6,55,18,1,1
385,19,1,11,2,55,1,1,1
385,20,1,11,1,55,5,1,1
385,23,1,11,2,55,1,1,1
385,386,1,11,4,55,3,1,1
385,387,2,11,2,55,1,1,1
385,388,1,11,5,55,56,1,1
385,389,1,11,22,55,57,1,1
385,390,2,11,2,55,1,1,1
385,391,1,11,2,55,1,1,1
385,392,1,11,1,55,5,1,1
385,393,1,11,1,55,5,1,1
385,394,1,11,1,55,5,1,1
385,395,1,11,22,55,57,1,1
396,86,1,12,10,58,17,1,1
396,99,2,12,10,58,17,1,1
396,397,2,12,1,58,5,1,1
396,398,1,12,1,58,5,1,1
396,399,1,12,10,58,17,1,1
396,400,1,12,1,58,5,1,1
396,401,2,12,1,58,5,1,1
396,402,1,12,1,58,5,1,1
396,403,1,12,1,58,5,1,1
396,404,1,12,1,58,5,1,1
396,405,1,12,1,58,5,1,1
396,406,1,12,1,58,5,1,1
396,407,1,12,1,58,5,1,1
408,44,1,14,8,59,7,1,1
408,124,2,14,18,59,23,1,1
408,130,1,14,8,59,7,1,1
408,185,1,14,10,59,17,1,1
408,409,1,14,6,59,18,1,1
408,410,1,14,4,59,3,1,1
408,411,1,14,12,59,10,1,1
408,412,1,14,8,59,7,1,1
408,413,1,14,8,59,7,1,1
408,414,1,14,8,59,7,1,1
408,415,1,14,8,59,7,1,1
408,416,1,14,18,59,23,1,1
408,417,1,14,8,59,7,1,1
408,418,1,14,6,59,18,1,1
408,419,1,14,8,59,7,1,1
420,69,1,5,8,60,7,1,1
420,75,1,5,8,60,7,1,1
420,80,2,5,10,60,17,1,1
420,104,1,5,8,60,7,1,1
420,221,1,5,10,60,17,1,1
420,377,1,5,8,60,7,1,1
420,381,2,5,4,60,3,1,1
420,384,1,5,4,60,3,1,1
420,421,1,5,4,60,3,1,1
420,422,1,5,8,60,7,1,1
420,423,2,5,4,60,3,1,1
420,424,1,5,10,60,17,1,1
420,425,1,5,8,60,7,1,1
426,30,2,30,9,61,8,1,1
426,87,3,30,16,61,28,1,1
426,90,1,30,9,61,8,1,1
426,116,1,30,6,61,18,1,1
426,302,2,30,1,61,5,1,1
426,427,1,30,2,61,1,1,1
426,428,1,30,2,61,1,1,1
426,429,1,30,9,61,8,1,1
426,430,1,30,10,61,17,1,1
426,431,1,30,16,61,28,1,1
426,432,1,30,12,61,10,1,1
426,433,1,30,12,61,10,1,1
434,48,1,26,9,62,8,1,1
434,112,1,26,6,62,18,1,1
434,386,1,26,4,62,3,1,1
434,435,1,26,14,62,63,1,1
434,436,1,26,4,62,3,1,1
434,437,1,26,6,62,18,1,1
434,438,1,26,14,62,63,1,1
434,439,1,26,17,62,26,1,1
434,440,1,26,22,62,57,1,1
434,441,1,26,16,62,28,1,1
434,442,1,26,9,62,8,1,1
434,443,1,26,6,62,18,1,1
434,444,1,26,9,62,8,1,1
434,445,1,26,16,62,28,1,1
434,446,1,26,6,62,18,1,1
434,447,1,26,22,62,57,1,1
448,75,1,12,8,64,7,1,1
448,179,2,12,8,64,7,1,1
448,226,1,12,1,64,5,1,1
448,334,1,12,8,64,7,1,1
448,335,1,12,3,64,20,1,1
448,449,1,12,1,64,5,1,1
448,450,1,12,3,64,20,1,1
448,451,1,12,10,64,17,1,1
448,452,1,12,5,64,65,1,1
448,453,1,12,3,64,20,1,1
448,454,1,12,8,64,7,1,1
448,455,1,12,3,64,20,1,1
448,456,1,12,8,64,7,1,1
448,457,1,12,1,64,5,1,1
448,458,1,12,3,64,20,1,1
459,30,1,31,9,66,8,1,1
459,34,1,31,9,66,8,1,1
459,37,1,31,12,66,10,1,1
459,43,1,31,9,66,8,1,1
459,47,2,31,9,66,8,1,1
459,48,1,31,9,66,8,1,1
459,386,1,31,4,66,3,1,1
459,436,1,31,4,66,3,1,1
459,460,1,31,4,66,3,1,1
459,461,1,31,6,66,18,1,1
459,462,1,31,9,66,8,1,1
459,463,1,31,9,66,8,1,1
459,464,1,31,12,66,10,1,1
459,465,1,31,22,66,57,1,1
459,466,1,31,12,66,10,1,1
467,80,1,12,10,67,17,1,1
467,133,1,12,10,67,17,1,1
467,171,1,12,10,67,17,1,1
467,189,1,12,6,67,18,1,1
467,191,1,12,6,67,18,1,1
467,235,2,12,8,67,7,1,1
467,468,1,12,6,67,18,1,1
467,469,1,12,6,67,18,1,1
467,470,1,12,8,67,7,1,1
467,471,1,12,11,67,68,1,1
467,472,1,12,11,67,68,1,1
467,473,1,12,6,67,18,1,1
467,474,1,12,10,67,17,1,1
467,475,1,12,8,67,7,1,1
467,476,1,12,6,67,18,1,1
477,109,2,24,1,69,5,1,1
477,119,1,24,1,69,5,1,1
477,401,3,24,1,69,5,1,1
477,478,1,24,2,69,1,1,1
477,479,2,24,2,69,1,1,1
477,480,2,24,2,69,1,1,1
477,481,1,24,1,69,5,1,1
477,482,1,24,2,69,1,1,1
477,483,1,24,1,69,5,1,1
477,484,1,24,2,69,1,1,1
477,485,1,24,2,69,1,1,1
486,1,1,20,1,70,5,1,1
486,4,1,20,2,70,1,1,1
486,77,1,20,1,70,5,1,1
486,92,2,20,9,70,8,1,1
486,161,1,20,16,70,28,1,1
486,213,1,20,12,70,10,1,1
486,252,1,20,9,70,8,1,1
486,441,2,20,16,70,28,1,1
486,444,1,20,9,70,8,1,1
486,487,1,20,6,70,18,1,1
486,488,1,20,16,70,28,1,1
486,489,1,20,2,70,1,1,1
486,490,1,20,11,70,337,1,1
486,491,1,20,12,70,10,1,1
492,281,1,2,6,71,18,1,1
492,283,1,2,1,71,5,1,1
492,341,1,2,6,71,18,1,1
492,364,1,2,6,71,18,1,1
492,493,2,2,1,71,5,1,1
492,494,2,2,1,71,5,1,1
492,495,1,2,1,71,5,1,1
492,496,1,2,1,71,5,1,1
492,497,1,2,1,71,5,1,1
492,498,1,2,1,71,5,1,1
492,499,1,2,1,71,5,1,1
492,500,1,2,1,71,5,1,1
492,501,1,2,1,71,5,1,1
492,502,1,2,6,71,18,1,1
503,73,1,6,3,72,20,1,1
503,171,1,6,10,72,17,1,1
503,281,1,6,6,72,18,0,1
503,328,1,6,8,72,7,1,1
503,337,1,6,8,72,7,1,1
503,343,1,6,6,72,18,0,1
503,362,1,6,4,72,3,1,1
503,417,1,6,8,72,7,1,1
503,504,1,6,3,72,20,1,1
503,505,1,6,8,72,7,1,1
503,506,1,6,3,72,20,1,1
503,507,1,6,8,72,7,1,1
503,508,1,6,3,72,20,1,1
503,509,1,6,8,72,7,1,1
503,510,1,6,6,72,18,0,1
503,511,1,6,3,72,20,1,1
512,4,1,0,2,73,1,1,1
512,6,1,0,2,73,1,1,1
512,26,1,0,1,73,5,1,1
512,197,1,0,6,73,18,1,1
512,257,2,0,12,73,10,1,1
512,513,1,0,6,73,18,1,1
512,514,1,0,12,73,10,1,1
512,515,1,0,12,73,10,1,1
512,516,2,0,12,73,10,1,1
512,517,1,0,6,73,18,1,1
512,518,1,0,12,73,10,1,1
512,519,1,0,12,73,10,1,1
512,520,1,0,12,73,10,1,1
512,521,1,0,2,73,1,1,1
522,44,2,14,8,74,7,1,1
522,124,2,14,18,74,23,1,1
522,171,2,14,10,74,17,1,1
522,173,1,14,18,74,23,1,1
522,412,1,14,8,74,7,1,1
522,413,1,14,8,74,7,1,1
522,415,1,14,8,74,7,1,1
522,416,1,14,18,74,23,1,1
522,417,1,14,8,74,7,1,1
522,523,1,14,10,74,17,1,1
522,524,1,14,8,74,7,1,1
522,525,1,14,8,74,7,1,1
522,526,1,14,10,74,17,1,1
527,26,1,17,1,75,5,1,1
527,55,1,17,2,75,1,1,1
527,125,1,17,12,75,10,1,1
527,197,2,17,6,75,18,1,1
527,528,2,17,2,75,1,1,1
527,529,1,17,1,75,5,1,1
527,530,1,17,2,75,1,1,1
527,531,1,17,12,75,10,1,1
527,532,2,17,1,75,5,1,1
527,533,1,17,1,75,5,1,1
527,534,1,17,1,75,5,1,1
527,535,1,17,2,75,1,1,1
527,536,1,17,2,75,1,1,1
537,132,2,12,6,76,18,1,1
537,197,3,12,6,76,18,1,1
537,272,1,12,6,76,18,1,1
537,313,3,12,6,76,18,1,1
537,317,1,12,6,76,18,1,1
537,538,2,12,6,76,18,1,1
537,539,1,12,6,76,18,1,1
537,540,1,12,6,76,18,1,1
537,541,1,12,6,76,18,1,1
537,542,1,12,6,76,18,1,1
543,15,1,1,4,77,3,1,1
543,205,1,1,6,77,18,1,1
543,331,1,1,4,77,3,1,1
543,544,2,1,22,77,57,1,1
543,545,1,1,6,77,18,1,1
543,546,1,1,4,77,3,1,1
543,547,1,1,6,77,18,1,1
543,548,1,1,22,77,57,1,1
543,549,1,1,4,77,3,1,1
543,550,1,1,22,77,57,1,1
543,551,1,1,22,77,57,1,1
543,552,1,1,4,77,3,1,1
543,553,1,1,4,77,3,1,1
543,554,1,1,22,77,57,1,1
543,555,1,1,6,77,18,1,1
556,119,1,9,1,78,5,1,1
556,124,1,9,18,78,23,1,1
556,235,1,9,8,78,7,1,1
556,259,1,9,8,78,7,1,1
556,261,1,9,8,78,7,1,1
556,416,1,9,18,78,23,1,1
556,557,1,9,10,78,17,1,1
556,558,1,9,5,78,79,1,1
556,559,1,9,2,78,1,1,1
556,560,2,9,3,78,20,1,1
556,561,1,9,8,78,7,1,1
556,562,1,9,3,78,20,1,1
556,563,1,9,8,78,7,1,1
556,564,1,9,1,78,5,1,1
556,565,1,9,8,78,7,1,1
566,95,1,10,12,80,10,1,1
566,281,1,10,6,80,18,1,1
566,341,2,10,6,80,18,1,1
566,343,1,10,6,80,18,1,1
566,344,1,10,6,80,18,1,1
566,567,1,10,12,80,10,1,1
566,568,1,10,6,80,18,1,1
566,569,1,10,12,80,10,1,1
566,570,1,10,12,80,10,1,1
566,571,1,10,12,80,10,1,1
566,572,1,10,12,80,10,1,1
566,573,1,10,12,80,10,1,1
566,574,1,10,6,80,18,1,1
566,575,1,10,6,80,18,1,1
566,576,1,10,6,80,18,1,1
577,82,1,15,6,81,18,1,1
577,92,1,15,9,81,8,1,1
577,97,3,15,6,81,18,1,1
577,113,1,15,6,81,18,1,1
577,161,1,15,16,81,28,1,1
577,197,1,15,6,81,18,1,1
577,578,2,15,16,81,28,1,1
577,579,1,15,17,81,26,1,1
577,580,1,15,9,81,8,1,1
577,581,1,15,12,81,10,1,1
577,582,1,15,9,81,8,1,1
577,583,1,15,16,81,28,1,1
577,584,1,15,12,81,10,1,1
585,1,1,31,1,82,5,1,1
585,4,1,31,2,82,1,1,1
585,43,2,31,9,82,8,1,1
585,92,2,31,9,82,8,1,1
585,252,1,31,9,82,8,1,1
585,428,1,31,2,82,1,1,1
585,466,1,31,12,82,10,1,1
585,487,1,31,6,82,18,1,1
585,586,1,31,9,82,8,1,1
585,587,1,31,11,82,337,1,1
585,588,1,31,9,82,8,1,1
585,589,1,31,9,82,8,1,1
585,590,1,31,12,82,10,1,1
585,591,1,31,1,82,5,1,1
592,75,2,22,8,83,7,1,1
592,99,1,22,10,83,17,1,1
592,113,1,22,6,83,18,1,1
592,382,1,22,8,83,7,1,1
592,593,5,22,8,83,7,1,1
592,594,1,22,4,83,3,1,1
592,595,1,22,12,83,10,1,1
592,596,1,22,8,83,7,1,1
592,597,1,22,8,83,7,1,1
592,598,1,22,8,83,7,1,1
592,599,1,22,12,83,10,1,1
600,33,1,9,8,84,7,1,1
600,124,2,9,18,84,23,1,1
600,235,3,9,8,84,7,1,1
600,261,1,9,8,84,7,1,1
600,416,1,9,18,84,23,1,1
600,455,2,9,3,84,20,1,1
600,601,1,9,8,84,7,1,1
600,602,1,9,8,84,7,1,1
600,603,1,9,3,84,20,1,1
600,604,1,9,8,84,7,1,1
600,605,1,9,8,84,7,1,1
600,606,1,9,8,84,7,1,1
607,31,1,12,4,85,3,1,1
607,310,1,12,4,85,3,1,1
607,319,1,12,6,85,18,1,1
607,608,1,12,6,85,18,1,1
