source_joint,target_joint,count,source_visible,target_visible,source_quotient,target_quotient,visible_moved,quotient_moved
2413,357,1,26,16,479,28,1,1
2413,667,1,26,1,479,5,1,1
2413,739,1,26,6,479,18,1,1
2413,1335,1,26,10,479,17,1,1
2413,1573,1,26,14,479,119,1,1
2413,2414,1,26,14,479,119,1,1
2413,2415,1,26,16,479,28,1,1
2413,2416,1,26,1,479,5,1,1
2413,2417,1,26,16,479,28,1,1
2413,2418,1,26,16,479,28,1,1
2413,2419,1,26,9,479,8,1,1
2413,2420,1,26,10,479,17,1,1
2413,2421,1,26,6,479,18,1,1
2422,235,2,12,8,480,7,1,1
2422,238,1,12,10,480,17,1,1
2422,314,1,12,8,480,7,1,1
2422,538,2,12,6,480,18,1,1
2422,1258,1,12,6,480,18,1,1
2422,1394,1,12,11,480,219,1,1
2422,1687,1,12,6,480,18,1,1
2422,1849,1,12,6,480,18,1,1
2422,2017,1,12,6,480,18,1,1
2422,2036,1,12,8,480,7,1,1
2422,2280,1,12,10,480,17,1,1
2422,2423,1,12,10,480,17,1,1
2422,2424,1,12,11,480,219,1,1
2422,2425,1,12,10,480,17,1,1
2426,48,1,51,9,481,8,1,1
2426,272,1,51,6,481,18,1,1
2426,274,1,51,9,481,8,1,1
2426,735,1,51,6,481,18,1,1
2426,736,1,51,17,481,26,1,1
2426,750,1,51,12,481,10,1,1
2426,761,1,51,6,481,18,1,1
2426,1187,1,51,17,481,26,1,1
2426,1497,1,51,12,481,10,1,1
2426,1664,1,51,17,481,26,1,1
2426,2143,1,51,12,481,10,1,1
2426,2427,1,51,9,481,8,1,1
2426,2428,1,51,9,481,8,1,1
2426,2429,1,51,12,481,10,1,1
2426,2430,1,51,9,481,8,1,1
2426,2431,1,51,12,481,10,1,1
2432,48,1,15,9,482,8,1,1
2432,87,1,15,16,482,28,1,1
2432,90,1,15,9,482,8,1,1
2432,145,1,15,6,482,18,1,1
2432,200,1,15,9,482,8,1,1
2432,281,1,15,6,482,18,1,1
2432,357,1,15,16,482,28,1,1
2432,647,1,15,6,482,18,1,1
2432,653,1,15,6,482,18,1,1
2432,735,1,15,6,482,18,1,1
2432,736,1,15,17,482,26,1,1
2432,739,1,15,6,482,18,1,1
2432,2415,2,15,16,482,28,1,1
2432,2433,1,15,12,482,10,1,1
2432,2434,1,15,12,482,10,1,1
2435,75,1,12,8,483,7,1,1
2435,97,1,12,6,483,18,1,1
2435,112,2,12,6,483,18,1,1
2435,364,1,12,6,483,18,1,1
2435,645,1,12,6,483,18,1,1
2435,806,2,12,6,483,18,1,1
2435,979,1,12,8,483,7,1,1
2435,1110,1,12,8,483,7,1,1
2435,1590,1,12,4,483,3,1,1
2435,1685,1,12,10,483,17,1,1
2435,2436,1,12,6,483,18,1,1
2435,2437,1,12,6,483,18,1,1
2435,2438,1,12,6,483,18,1,1
2435,2439,1,12,6,483,18,1,1
2440,29,1,40,8,484,7,1,1
2440,30,1,40,9,484,8,1,1
2440,31,1,40,4,484,3,1,1
2440,69,1,40,8,484,7,1,1
2440,147,1,40,17,484,26,1,1
2440,337,1,40,8,484,7,1,1
2440,357,1,40,16,484,28,1,1
2440,708,1,40,16,484,28,1,1
2440,711,1,40,9,484,8,1,1
2440,1113,1,40,10,484,17,1,1
2440,1114,1,40,9,484,8,1,1
2440,1115,1,40,10,484,17,1,1
2440,1721,1,40,14,484,293,1,1
2440,2060,1,40,16,484,28,1,1
2440,2062,1,40,12,484,10,1,1
2440,2441,1,40,12,484,10,1,1
2442,75,2,11,8,485,7,1,1
2442,179,1,11,8,485,7,1,1
2442,183,2,11,10,485,17,1,1
2442,185,1,11,10,485,17,1,1
2442,235,1,11,8,485,7,1,1
2442,300,1,11,8,485,7,1,1
2442,382,2,11,8,485,7,1,1
2442,415,1,11,8,485,7,1,1
2442,470,1,11,8,485,7,1,1
2442,833,1,11,8,485,7,1,1
2442,979,1,11,8,485,7,1,1
2442,1154,1,11,10,485,17,1,1
2442,2443,1,11,8,485,7,1,1
2444,69,3,5,8,486,7,1,1
2444,235,2,5,8,486,7,1,1
2444,337,1,5,8,486,7,1,1
2444,368,2,5,4,486,3,1,1
2444,377,1,5,8,486,7,1,1
2444,417,2,5,8,486,7,1,1
2444,421,1,5,4,486,3,1,1
2444,423,2,5,4,486,3,1,1
2444,2087,1,5,8,486,7,1,1
2444,2445,1,5,4,486,3,1,1
2446,29,1,1,8,487,7,1,1
2446,310,1,1,4,487,3,1,1
2446,315,2,1,6,487,18,1,1
2446,364,1,1,6,487,18,1,1
2446,737,1,1,6,487,18,1,1
2446,873,1,1,6,487,18,1,1
2446,1124,1,1,6,487,18,1,1
2446,1685,1,1,10,487,17,1,1
2446,1686,1,1,8,487,7,1,1
2446,1824,1,1,8,487,7,1,1
2446,2109,1,1,6,487,18,1,1
2446,2437,1,1,6,487,18,1,1
2446,2447,1,1,6,487,18,1,1
2446,2448,1,1,6,487,18,1,1
2446,2449,1,1,6,487,18,1,1
2450,29,1,6,8,488,7,1,1
2450,52,1,6,5,488,13,1,1
2450,109,1,6,1,488,5,1,1
2450,300,1,6,8,488,7,1,1
2450,307,2,6,1,488,5,1,1
2450,321,1,6,8,488,7,1,1
2450,351,1,6,10,488,17,1,1
2450,1501,1,6,1,488,5,1,1
2450,1893,2,6,1,488,5,1,1
2450,2451,1,6,1,488,5,1,1
2450,2452,1,6,1,488,5,1,1
2450,2453,1,6,1,488,5,1,1
2450,2454,1,6,1,488,5,1,1
2450,2455,1,6,1,488,5,1,1
2456,179,1,11,8,489,7,1,1
2456,291,1,11,1,489,5,1,1
2456,321,1,11,8,489,7,1,1
2456,337,2,11,8,489,7,1,1
2456,372,1,11,1,489,5,1,1
2456,373,1,11,10,489,17,1,1
2456,412,1,11,8,489,7,1,1
2456,415,1,11,8,489,7,1,1
2456,417,1,11,8,489,7,1,1
2456,493,1,11,1,489,5,1,1
2456,668,1,11,8,489,7,1,1
2456,669,1,11,5,489,91,1,1
2456,1108,1,11,8,489,7,1,1
2456,1109,1,11,8,489,7,1,1
2456,1110,1,11,8,489,7,1,1
2457,29,3,3,8,490,7,1,1
2457,337,6,3,8,490,7,1,1
2457,378,1,3,8,490,7,1,1
2457,401,1,3,1,490,5,1,1
2457,479,1,3,2,490,1,1,1
2457,623,1,3,10,490,17,1,1
2457,669,1,3,5,490,91,1,1
2457,1108,1,3,8,490,7,1,1
2457,1437,1,3,2,490,1,1,1
2458,1,1,43,1,491,5,1,1
2458,250,1,43,9,491,8,1,1
2458,254,1,43,9,491,8,1,1
2458,255,1,43,9,491,8,1,1
2458,480,1,43,2,491,1,1,1
2458,516,1,43,12,491,10,1,1
2458,579,2,43,17,491,26,1,1
2458,1005,1,43,12,491,10,1,1
2458,1375,1,43,1,491,5,1,1
2458,2237,1,43,17,491,26,1,1
2458,2346,1,43,2,491,1,1,1
2458,2459,1,43,9,491,8,1,1
2458,2460,1,43,6,491,18,1,1
2458,2461,1,43,9,491,8,1,1
2458,2462,1,43,10,491,17,1,1
2463,15,1,4,4,492,3,0,1
2463,29,1,4,8,492,7,1,1
2463,101,1,4,8,492,7,1,1
2463,334,3,4,8,492,7,1,1
2463,377,1,4,8,492,7,1,1
2463,452,1,4,5,492,65,1,1
2463,480,1,4,2,492,1,1,1
2463,836,1,4,1,492,5,1,1
2463,1452,1,4,4,492,3,0,1
2463,2339,1,4,4,492,3,0,1
2463,2464,1,4,6,492,18,1,1
2463,2465,1,4,4,492,3,0,1
2463,2466,1,4,4,492,3,0,1
2463,2467,1,4,2,492,1,1,1
2468,4,1,14,2,493,1,1,1
2468,143,1,14,6,493,18,1,1
2468,515,1,14,12,493,10,1,1
2468,653,1,14,6,493,18,1,1
2468,664,1,14,1,493,5,1,1
2468,1024,1,14,1,493,5,1,1
2468,1469,1,14,12,493,10,1,1
2468,1473,1,14,2,493,1,1,1
2468,1485,1,14,2,493,1,1,1
2468,1487,1,14,2,493,1,1,1
2468,1780,1,14,2,493,1,1,1
2468,1803,1,14,2,493,1,1,1
2468,1804,1,14,2,493,1,1,1
2468,2469,1,14,2,493,1,1,1
2468,2470,1,14,2,493,1,1,1
2468,2471,1,14,2,493,1,1,1
2472,22,4,3,2,494,1,1,1
2472,26,1,3,1,494,5,1,1
2472,75,3,3,8,494,7,1,1
2472,298,1,3,10,494,17,1,1
2472,304,1,3,1,494,5,1,1
2472,1597,1,3,5,494,264,1,1
2472,1776,1,3,2,494,1,1,1
2472,1777,1,3,2,494,1,1,1
2472,2004,1,3,1,494,5,1,1
2472,2473,1,3,2,494,1,1,1
2472,2474,1,3,2,494,1,1,1
2475,43,1,31,9,495,8,1,1
2475,47,1,31,9,495,8,1,1
2475,80,1,31,10,495,17,1,1
2475,82,2,31,6,495,18,1,1
2475,87,2,31,16,495,28,1,1
2475,411,1,31,12,495,10,1,1
2475,725,1,31,16,495,28,1,1
2475,752,1,31,12,495,10,1,1
2475,867,2,31,9,495,8,1,1
2475,870,1,31,9,495,8,1,1
2475,1520,1,31,12,495,10,1,1
2475,2200,1,31,6,495,18,1,1
2475,2476,1,31,10,495,17,1,1
2477,83,1,12,10,496,17,1,1
2477,171,2,12,10,496,17,1,1
2477,610,1,12,6,496,18,1,1
2477,694,1,12,10,496,17,1,1
2477,992,2,12,10,496,17,1,1
2477,994,2,12,11,496,143,1,1
2477,1442,1,12,6,496,18,1,1
2477,1443,1,12,6,496,18,1,1
2477,1514,1,12,6,496,18,1,1
2477,1836,2,12,10,496,17,1,1
2477,2478,2,12,6,496,18,1,1
2479,99,1,12,10,497,17,1,1
2479,109,2,12,1,497,5,1,1
2479,186,1,12,10,497,17,1,1
2479,187,1,12,6,497,18,1,1
2479,557,1,12,10,497,17,1,1
2479,670,1,12,1,497,5,1,1
2479,790,1,12,10,497,17,1,1
2479,943,1,12,1,497,5,1,1
2479,1571,1,12,6,497,18,1,1
2479,2190,1,12,11,497,418,1,1
2479,2480,1,12,6,497,18,1,1
2479,2481,2,12,6,497,18,1,1
2479,2482,1,12,11,497,418,1,1
2479,2483,1,12,6,497,18,1,1
2484,3,1,12,1,498,5,1,1
2484,75,1,12,8,498,7,1,1
2484,497,1,12,1,498,5,1,1
2484,656,1,12,10,498,17,1,1
2484,658,1,12,1,498,5,1,1
2484,979,1,12,8,498,7,1,1
2484,1460,2,12,1,498,5,1,1
2484,1532,1,12,8,498,7,1,1
2484,2009,1,12,5,498,368,1,1
2484,2485,2,12,1,498,5,1,1
2484,2486,1,12,1,498,5,1,1
2484,2487,1,12,1,498,5,1,1
2484,2488,1,12,1,498,5,1,1
2484,2489,1,12,1,498,5,1,1
2490,75,1,2,8,499,7,1,1
2490,140,1,2,8,499,7,1,1
2490,260,1,2,6,499,18,1,1
2490,315,2,2,6,499,18,1,1
2490,1025,1,2,6,499,18,1,1
2490,1452,1,2,4,499,3,1,1
2490,1598,1,2,10,499,17,1,1
2490,1688,1,2,6,499,18,1,1
2490,1855,1,2,8,499,7,1,1
2490,2239,1,2,6,499,18,1,1
2490,2491,1,2,6,499,18,1,1
2490,2492,1,2,6,499,18,1,1
2490,2493,1,2,6,499,18,1,1
2490,2494,1,2,6,499,18,1,1
2490,2495,1,2,6,499,18,1,1
2496,302,2,1,1,500,5,0,1
2496,317,1,1,6,500,18,1,1
2496,341,1,1,6,500,18,1,1
2496,493,1,1,1,500,5,0,1
2496,494,1,1,1,500,5,0,1
2496,821,1,1,6,500,18,1,1
2496,825,1,1,6,500,18,1,1
2496,826,2,1,6,500,18,1,1
2496,873,1,1,6,500,18,1,1
2496,1087,1,1,6,500,18,1,1
2496,1563,1,1,6,500,18,1,1
2496,1665,1,1,6,500,18,1,1
2496,2497,1,1,6,500,18,1,1
2496,2498,1,1,6,500,18,1,1
2499,29,4,8,8,501,7,0,1
2499,75,5,8,8,501,7,0,1
2499,80,1,8,10,501,17,1,1
2499,197,1,8,6,501,18,1,1
2499,382,2,8,8,501,7,0,1
2499,546,1,8,4,501,3,1,1
2499,750,1,8,12,501,10,1,1
2499,1151,1,8,12,501,10,1,1
2500,20,2,4,1,502,5,1,1
2500,284,1,4,1,502,5,1,1
2500,294,1,4,2,502,1,1,1
2500,302,1,4,1,502,5,1,1
2500,374,1,4,2,502,1,1,1
2500,521,1,4,2,502,1,1,1
2500,817,2,4,1,502,5,1,1
2500,1056,1,4,2,502,1,1,1
2500,1605,2,4,2,502,1,1,1
2500,2093,1,4,1,502,5,1,1
2500,2397,1,4,1,502,5,1,1
2500,2501,1,4,2,502,1,1,1
2500,2502,1,4,2,502,1,1,1
2503,30,1,23,9,503,8,1,1
2503,82,1,23,6,503,18,1,1
2503,87,1,23,16,503,28,1,1
2503,90,1,23,9,503,8,1,1
2503,197,1,23,6,503,18,1,1
2503,347,1,23,6,503,18,1,1
2503,352,2,23,16,503,28,1,1
2503,357,1,23,16,503,28,1,1
2503,439,1,23,17,503,26,1,1
2503,443,1,23,6,503,18,1,1
2503,723,1,23,6,503,18,1,1
2503,785,1,23,6,503,18,1,1
2503,787,1,23,12,503,10,1,1
2503,1826,1,23,9,503,8,1,1
2503,2504,1,23,12,503,10,1,1
2505,20,1,17,1,504,5,1,1
2505,29,1,17,8,504,7,1,1
2505,44,1,17,8,504,7,1,1
2505,53,1,17,10,504,17,1,1
2505,55,1,17,2,504,1,1,1
2505,1063,1,17,2,504,1,1,1
2505,1064,1,17,5,504,157,1,1
2505,1066,1,17,1,504,5,1,1
2505,1242,1,17,2,504,1,1,1
2505,1244,1,17,1,504,5,1,1
2505,1246,1,17,2,504,1,1,1
2505,1824,1,17,8,504,7,1,1
2505,2014,1,17,2,504,1,1,1
2505,2506,1,17,1,504,5,1,1
2505,2507,1,17,1,504,5,1,1
2505,2508,1,17,2,504,1,1,1
2509,124,1,9,18,505,23,1,1
2509,261,1,9,8,505,7,1,1
2509,267,1,9,18,505,23,1,1
2509,337,1,9,8,505,7,1,1
2509,558,1,9,5,505,79,1,1
2509,559,1,9,2,505,1,1,1
2509,563,1,9,8,505,7,1,1
2509,565,2,9,8,505,7,1,1
2509,621,1,9,1,505,5,1,1
2509,623,1,9,10,505,17,1,1
2509,667,1,9,1,505,5,1,1
2509,2295,1,9,8,505,7,1,1
2509,2510,2,9,3,505,20,1,1
2509,2511,1,9,3,505,20,1,1
2512,184,1,6,6,506,18,0,1
2512,187,1,6,6,506,18,0,1
2512,189,1,6,6,506,18,0,1
2512,191,1,6,6,506,18,0,1
2512,291,1,6,1,506,5,1,1
2512,372,1,6,1,506,5,1,1
2512,493,1,6,1,506,5,1,1
2512,494,1,6,1,506,5,1,1
2512,676,1,6,6,506,18,0,1
2512,802,1,6,6,506,18,0,1
2512,864,1,6,6,506,18,0,1
2512,898,1,6,6,506,18,0,1
2512,1370,1,6,6,506,18,0,1
2512,2513,1,6,6,506,18,0,1
2512,2514,1,6,6,506,18,0,1
2512,2515,1,6,6,506,18,0,1
2516,82,3,12,6,507,18,1,1
2516,158,2,12,6,507,18,1,1
2516,189,1,12,6,507,18,1,1
2516,191,1,12,6,507,18,1,1
2516,468,1,12,6,507,18,1,1
2516,469,1,12,6,507,18,1,1
2516,473,1,12,6,507,18,1,1
2516,722,2,12,6,507,18,1,1
2516,734,1,12,6,507,18,1,1
2516,1229,1,12,6,507,18,1,1
2516,1332,1,12,6,507,18,1,1
2516,2514,1,12,6,507,18,1,1
2517,44,1,9,8,508,7,1,1
2517,124,2,9,18,508,23,1,1
2517,179,1,9,8,508,7,1,1
2517,235,2,9,8,508,7,1,1
2517,261,1,9,8,508,7,1,1
2517,270,1,9,8,508,7,1,1
2517,416,1,9,18,508,23,1,1
2517,603,1,9,3,508,20,1,1
2517,604,1,9,8,508,7,1,1
2517,804,1,9,8,508,7,1,1
2517,1914,1,9,3,508,20,1,1
2517,2518,1,9,3,508,20,1,1
2517,2519,1,9,8,508,7,1,1
2517,2520,1,9,8,508,7,1,1
2521,75,1,4,8,509,7,1,1
2521,133,1,4,10,509,17,1,1
2521,134,1,4,6,509,18,1,1
2521,197,1,4,6,509,18,1,1
2521,235,2,4,8,509,7,1,1
2521,713,1,4,12,509,10,1,1
2521,828,1,4,6,509,18,1,1
2521,1003,1,4,12,509,10,1,1
2521,1561,1,4,4,509,3,0,1
2521,1742,1,4,6,509,18,1,1
2521,1945,1,4,12,509,10,1,1
2521,2075,1,4,6,509,18,1,1
2521,2522,2,4,12,509,10,1,1
2521,2523,1,4,12,509,10,1,1
2524,160,1,7,12,510,10,1,1
2524,161,2,7,16,510,28,1,1
2524,185,1,7,10,510,17,1,1
2524,206,1,7,12,510,10,1,1
2524,409,1,7,6,510,18,1,1
2524,411,1,7,12,510,10,1,1
2524,418,1,7,6,510,18,1,1
2524,441,2,7,16,510,28,1,1
2524,444,1,7,9,510,8,1,1
2524,488,2,7,16,510,28,1,1
2524,904,1,7,16,510,28,1,1
2524,1858,1,7,6,510,18,1,1
2524,2525,1,7,10,510,17,1,1
2526,320,1,2,6,511,18,1,1
2526,341,1,2,6,511,18,1,1
2526,386,1,2,4,511,3,1,1
2526,465,1,2,22,511,57,1,1
2526,575,1,2,6,511,18,1,1
2526,614,1,2,6,511,18,1,1
2526,633,1,2,4,511,3,1,1
2526,678,1,2,6,511,18,1,1
2526,873,1,2,6,511,18,1,1
2526,1299,1,2,6,511,18,1,1
2526,1300,1,2,6,511,18,1,1
2526,1562,1,2,6,511,18,1,1
2526,1563,1,2,6,511,18,1,1
2526,1564,1,2,22,511,57,1,1
2526,2527,1,2,6,511,18,1,1
2526,2528,1,2,6,511,18,1,1
2529,30,3,20,9,512,8,1,1
2529,36,1,20,9,512,8,1,1
2529,87,2,20,16,512,28,1,1
2529,171,1,20,10,512,17,1,1
2529,722,1,20,6,512,18,1,1
2529,1342,1,20,12,512,10,1,1
2529,1347,1,20,6,512,18,1,1
2529,1520,1,20,12,512,10,1,1
2529,2417,1,20,16,512,28,1,1
2529,2476,1,20,10,512,17,1,1
2529,2530,1,20,6,512,18,1,1
2529,2531,1,20,9,512,8,1,1
2529,2532,1,20,12,512,10,1,1
2533,21,2,2,4,513,3,1,1
2533,268,1,2,4,513,3,1,1
2533,368,1,2,4,513,3,1,1
2533,386,1,2,4,513,3,1,1
2533,423,1,2,4,513,3,1,1
2533,447,1,2,22,513,57,1,1
2533,553,1,2,4,513,3,1,1
2533,1060,1,2,22,513,57,1,1
2533,1227,1,2,4,513,3,1,1
2533,1334,1,2,22,513,57,1,1
2533,1338,1,2,22,513,57,1,1
2533,1339,1,2,22,513,57,1,1
2533,1964,1,2,22,513,57,1,1
2533,2534,1,2,22,513,57,1,1
2533,2535,1,2,22,513,57,1,1
2536,30,2,7,9,514,8,1,1
2536,80,1,7,10,514,17,1,1
2536,82,2,7,6,514,18,1,1
2536,87,2,7,16,514,28,1,1
2536,92,2,7,9,514,8,1,1
2536,276,1,7,9,514,8,1,1
2536,411,1,7,12,514,10,1,1
2536,1286,1,7,12,514,10,1,1
2536,1520,1,7,12,514,10,1,1
2536,2417,1,7,16,514,28,1,1
2536,2476,1,7,10,514,17,1,1
2536,2530,1,7,6,514,18,1,1
2537,180,1,12,10,515,17,1,1
2537,240,1,12,1,515,5,1,1
2537,283,1,12,1,515,5,1,1
2537,290,1,12,1,515,5,1,1
2537,404,2,12,1,515,5,1,1
2537,652,1,12,1,515,5,1,1
2537,773,1,12,1,515,5,1,1
2537,886,2,12,1,515,5,1,1
2537,2022,1,12,10,515,17,1,1
2537,2394,1,12,1,515,5,1,1
2537,2423,1,12,10,515,17,1,1
2537,2538,1,12,10,515,17,1,1
2537,2539,1,12,1,515,5,1,1
2537,2540,1,12,1,515,5,1,1
2541,48,1,40,9,516,8,1,1
2541,235,2,40,8,516,7,1,1
2541,337,1,40,8,516,7,1,1
2541,436,1,40,4,516,3,1,1
2541,681,1,40,12,516,10,1,1
2541,760,1,40,9,516,8,1,1
2541,765,1,40,9,516,8,1,1
2541,1279,2,40,17,516,26,1,1
2541,1655,1,40,9,516,8,1,1
2541,2441,1,40,12,516,10,1,1
2541,2542,1,40,10,516,17,1,1
2541,2543,1,40,9,516,8,1,1
2541,2544,1,40,12,516,10,1,1
2541,2545,1,40,17,516,26,1,1
2546,29,1,24,8,517,7,1,1
2546,69,3,24,8,517,7,1,1
2546,101,1,24,8,517,7,1,1
2546,179,2,24,8,517,7,1,1
2546,235,2,24,8,517,7,1,1
2546,368,1,24,4,517,3,1,1
2546,377,1,24,8,517,7,1,1
2546,421,1,24,4,517,3,1,1
2546,423,2,24,4,517,3,1,1
2546,552,1,24,4,517,3,1,1
2546,2547,1,24,4,517,3,1,1
2548,1,1,1,1,518,5,0,1
2548,82,1,1,6,518,18,1,1
2548,168,1,1,6,518,18,1,1
2548,494,2,1,1,518,5,0,1
2548,529,1,1,1,518,5,0,1
2548,864,1,1,6,518,18,1,1
2548,932,2,1,1,518,5,0,1
2548,1050,1,1,1,518,5,0,1
2548,1051,1,1,1,518,5,0,1
2548,1982,1,1,1,518,5,0,1
2548,2106,1,1,6,518,18,1,1
2548,2549,1,1,1,518,5,0,1
2548,2550,1,1,1,518,5,0,1
2548,2551,1,1,1,518,5,0,1
2552,89,1,10,10,519,17,0,1
2552,171,2,10,10,519,17,0,1
2552,992,2,10,10,519,17,0,1
2552,1393,1,10,10,519,17,0,1
2552,1424,1,10,10,519,17,0,1
2552,1443,1,10,6,519,18,1,1
2552,1616,1,10,12,519,10,1,1
2552,1763,2,10,12,519,10,1,1
2552,1836,1,10,10,519,17,0,1
2552,2022,1,10,10,519,17,0,1
2552,2052,2,10,12,519,10,1,1
2552,2553,1,10,10,519,17,0,1
2554,125,2,45,12,520,10,1,1
2554,205,1,45,6,520,18,1,1
2554,206,1,45,12,520,10,1,1
2554,207,1,45,6,520,18,1,1
2554,212,1,45,12,520,10,1,1
2554,747,1,45,12,520,10,1,1
2554,905,2,45,12,520,10,1,1
2554,963,1,45,12,520,10,1,1
2554,1306,1,45,12,520,10,1,1
2554,1387,1,45,12,520,10,1,1
2554,1546,1,45,6,520,18,1,1
2554,2555,1,45,12,520,10,1,1
2554,2556,1,45,6,520,18,1,1
2554,2557,1,45,12,520,10,1,1
2558,80,2,4,10,521,17,1,1
2558,171,2,4,10,521,17,1,1
2558,217,1,4,10,521,17,1,1
2558,221,1,4,10,521,17,1,1
2558,469,1,4,6,521,18,1,1
2558,473,1,4,6,521,18,1,1
2558,516,2,4,12,521,10,1,1
2558,637,2,4,12,521,10,1,1
2558,914,1,4,10,521,17,1,1
2558,916,1,4,10,521,17,1,1
2558,1155,1,4,11,521,68,1,1
2558,1796,1,4,10,521,17,1,1
2559,19,1,10,2,522,1,1,1
2559,20,3,10,1,522,5,1,1
2559,57,1,10,2,522,1,1,1
2559,244,1,10,2,522,1,1,1
2559,245,1,10,1,522,5,1,1
2559,372,2,10,1,522,5,1,1
2559,391,1,10,2,522,1,1,1
2559,773,2,10,1,522,5,1,1
2559,1167,1,10,2,522,1,1,1
2559,1336,1,10,1,522,5,1,1
2559,2560,1,10,2,522,1,1,1
2559,2561,1,10,2,522,1,1,1
2562,75,3,40,8,523,7,1,1
2562,81,1,40,16,523,28,1,1
2562,87,1,40,16,523,28,1,1
2562,250,1,40,9,523,8,1,1
2562,254,1,40,9,523,8,1,1
2562,277,1,40,17,523,26,1,1
2562,337,1,40,8,523,7,1,1
2562,681,1,40,12,523,10,1,1
2562,1279,1,40,17,523,26,1,1
2562,2357,1,40,12,523,10,1,1
2562,2542,1,40,10,523,17,1,1
2562,2563,1,40,9,523,8,1,1
2562,2564,1,40,16,523,28,1,1
2562,2565,1,40,10,523,17,1,1
2566,75,1,12,8,524,7,1,1
2566,99,2,12,10,524,17,1,1
2566,126,1,12,3,524,20,1,1
2566,337,1,12,8,524,7,1,1
2566,382,1,12,8,524,7,1,1
2566,593,1,12,8,524,7,1,1
2566,596,1,12,8,524,7,1,1
2566,794,1,12,8,524,7,1,1
2566,796,1,12,3,524,20,1,1
2566,1136,2,12,10,524,17,1,1
2566,1637,1,12,8,524,7,1,1
2566,1661,1,12,3,524,20,1,1
2566,2567,1,12,3,524,20,1,1
2566,2568,1,12,3,524,20,1,1
2569,15,1,6,4,525,3,1,1
2569,134,1,6,6,525,18,0,1
2569,197,1,6,6,525,18,0,1
2569,319,1,6,6,525,18,0,1
2569,613,3,6,6,525,18,0,1
2569,977,1,6,6,525,18,0,1
2569,982,1,6,6,525,18,0,1
2569,984,1,6,22,525,57,1,1
2569,1948,1,6,6,525,18,0,1
2569,2015,1,6,22,525,57,1,1
2569,2075,1,6,6,525,18,0,1
2569,2076,1,6,6,525,18,0,1
2569,2570,1,6,4,525,3,1,1
2569,2571,1,6,6,525,18,0,1
2572,97,2,9,6,526,18,1,1
2572,125,2,9,12,526,10,1,1
2572,132,2,9,6,526,18,1,1
2572,206,1,9,12,526,10,1,1
2572,210,1,9,6,526,18,1,1
2572,531,1,9,12,526,10,1,1
2572,547,1,9,6,526,18,1,1
2572,1222,1,9,12,526,10,1,1
2572,1544,1,9,6,526,18,1,1
2572,2081,1,9,12,526,10,1,1
2572,2288,1,9,12,526,10,1,1
2572,2573,1,9,6,526,18,1,1
2572,2574,1,9,12,526,10,1,1
2575,6,1,36,2,527,1,1,1
2575,174,3,36,4,527,3,1,1
2575,178,1,36,4,527,3,1,1
2575,223,1,36,1,527,5,1,1
2575,262,1,36,4,527,3,1,1
2575,368,1,36,4,527,3,1,1
2575,379,1,36,2,527,1,1,1
2575,558,1,36,5,527,79,1,1
2575,898,1,36,6,527,18,1,1
2575,1774,1,36,4,527,3,1,1
2575,2547,1,36,4,527,3,1,1
2575,2576,1,36,4,527,3,1,1
2575,2577,1,36,4,527,3,1,1
2575,2578,1,36,4,527,3,1,1
2579,109,1,4,1,528,5,1,1
2579,443,1,4,6,528,18,1,1
2579,547,1,4,6,528,18,1,1
2579,844,1,4,2,528,1,1,1
2579,847,1,4,1,528,5,1,1
2579,848,2,4,2,528,1,1,1
2579,1090,1,4,1,528,5,1,1
2579,1151,1,4,12,528,10,1,1
2579,1152,1,4,12,528,10,1,1
2579,1376,1,4,1,528,5,1,1
2579,1498,1,4,2,528,1,1,1
2579,2580,1,4,1,528,5,1,1
2579,2581,1,4,2,528,1,1,1
2579,2582,1,4,1,528,5,1,1
2579,2583,1,4,2,528,1,1,1
2584,302,2,11,1,529,5,1,1
2584,304,2,11,1,529,5,1,1
2584,493,1,11,1,529,5,1,1
2584,943,3,11,1,529,5,1,1
2584,1096,1,11,2,529,1,1,1
2584,1098,2,11,2,529,1,1,1
2584,1102,1,11,2,529,1,1,1
2584,2224,1,11,2,529,1,1,1
2584,2560,1,11,2,529,1,1,1
2584,2585,1,11,2,529,1,1,1
2584,2586,1,11,1,529,5,1,1
2587,92,1,23,9,530,8,1,1
2587,109,1,23,1,530,5,1,1
2587,119,1,23,1,530,5,1,1
2587,161,1,23,16,530,28,1,1
2587,582,1,23,9,530,8,1,1
2587,733,1,23,17,530,26,1,1
2587,822,1,23,1,530,5,1,1
2587,1233,1,23,1,530,5,1,1
2587,1433,1,23,9,530,8,1,1
2587,1435,1,23,16,530,28,1,1
2587,1580,2,23,16,530,28,1,1
2587,1586,1,23,12,530,10,1,1
2587,2138,1,23,6,530,18,1,1
2587,2208,1,23,10,530,17,1,1
2587,2515,1,23,6,530,18,1,1
2588,3,1,17,1,531,5,1,1
2588,4,1,17,2,531,1,1,1
2588,5,1,17,2,531,1,1,1
2588,8,1,17,1,531,5,1,1
2588,10,1,17,2,531,1,1,1
2588,143,1,17,6,531,18,1,1
2588,155,1,17,6,531,18,1,1
2588,283,1,17,1,531,5,1,1
2588,515,1,17,12,531,10,1,1
2588,531,1,17,12,531,10,1,1
2588,1178,1,17,1,531,5,1,1
2588,1247,1,17,2,531,1,1,1
2588,2102,1,17,2,531,1,1,1
