kB,kM,kA,q,w,k_total,rule_ensemble,mutation_rate,initial_mode,n_initial_states,source_for_liveness,s1_shared_classes,s2_shared_classes,s1_residual_qcoords,s2_residual_qcoords,s1_edge_density,s2_edge_density,H_source_bits,H_s1_bits,H_s2_bits,transport_mi_bits,transport_mi_over_Hs1,transport_mi_over_Hs2,source_to_s1_mi_bits,source_to_s2_mi_bits,source_to_s1_mi_over_Hs1,source_to_s2_mi_over_Hs2,s1_to_s2_best_accuracy,s2_to_s1_best_accuracy,s1_s2_variation_of_information_norm,transport_selected,live_transport_selected,seed,instance
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.9991162300475305,1.4825229903684205,1.4825229903684205,1.4825229903684205,1.0,1.0,1.4825229903684203,1.4825229903684203,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,True,True,2220170,0
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.25,0.3125,1.9999370470021185,0.9999379133723971,-0.0,0.0,0.0,0.0,0.9999379133723971,0.0,1.0,0.0,1.0,0.504638671875,1.0,False,False,2220171,1
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9990716165811369,0.9991571208502711,0.9991571208502711,0.9991571208502711,1.0,1.0,0.9991571208502712,0.9991571208502712,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2220172,2
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.999825122099741,1.5030011137433121,1.5030011137433121,1.5030011137433121,1.0,1.0,1.5030011137433124,1.5030011137433124,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2220173,3
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.1875,0.25,1.4971649134101783,1.4971649134101783,1.4971649134101783,1.4971649134101783,1.0,1.0,1.4971649134101783,1.4971649134101783,1.0,1.0,1.0,1.0,0.0,True,True,2220174,4
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.6875,1.9995071412029355,0.9999442769036946,-0.0,0.0,0.0,0.0,0.9999442769036944,0.0,0.9999999999999998,0.0,1.0,0.50439453125,1.0,False,False,2220175,5
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9997552346185379,1.9997552346185379,1.4953661588783023,1.4953661588783023,0.7477745941060382,1.0,1.9997552346185379,1.4953661588783023,1.0,1.0,1.0,0.748779296875,0.25222540589396186,True,True,2220176,6
2,2,2,4,1,14,copy,0.02,joint_random,4095,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9995590635803064,1.4906471070919405,0.9997707520525532,0.9997707520525532,0.6706957986877098,1.0,1.4906471070919403,0.999770752052553,0.9999999999999999,0.9999999999999998,1.0,0.7604395604395604,0.32930420131229016,True,True,2220177,7
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.1875,0.1875,1.5009243751969323,1.5009243751969323,1.5009243751969323,1.5009243751969323,1.0,1.0,1.5009243751969323,1.5009243751969323,1.0,1.0,1.0,1.0,0.0,True,True,2220178,8
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9994532210435398,0.8271292788347093,0.8271292788347093,0.8271292788347093,1.0,1.0,0.8271292788347093,0.8271292788347093,1.0,1.0,1.0,1.0,0.0,True,True,2220179,9
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9991288026724796,1.9991288026724796,1.5115807682343632,1.5115807682343634,0.7561197488694319,1.0000000000000002,1.9991288026724796,1.5115807682343634,1.0,1.0000000000000002,1.0,0.756591796875,0.2438802511305681,True,True,2220180,10
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,4,2,1.0,0.5,0.25,0.375,1.9998293858938487,1.9998293858938487,0.808948136092947,0.8089481360929469,0.40450857548099156,0.9999999999999999,1.9998293858938487,0.8089481360929469,1.0,0.9999999999999999,1.0,0.50244140625,0.5954914245190084,True,True,2220181,11
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.999656657611765,1.999656657611765,1.999656657611765,1.999656657611765,1.0,1.0,1.999656657611765,1.999656657611765,1.0,1.0,1.0,1.0,0.0,True,True,2220182,12
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9998724038135278,1.9998724038135278,1.9998724038135278,1.9998724038135278,1.0,1.0,1.9998724038135278,1.9998724038135278,1.0,1.0,1.0,1.0,0.0,True,True,2220183,13
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.3125,1.999443835715684,1.4983302404017602,0.8006622116717081,0.8006622116717084,0.5343696536866398,1.0000000000000002,1.4983302404017604,0.8006622116717081,1.0000000000000002,1.0,1.0,0.744873046875,0.4656303463133602,True,True,2220184,14
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9996153637070366,1.5039573162411604,0.8223081268603528,0.8223081268603527,0.546762941993292,0.9999999999999999,1.5039573162411604,0.8223081268603527,1.0,0.9999999999999999,1.0,0.7529296875,0.453237058006708,True,True,2220185,15
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.9997161888098216,1.4922516029937067,1.4922516029937067,1.4922516029937067,1.0,1.0,1.4922516029937067,1.4922516029937067,1.0,1.0,1.0,1.0,0.0,True,True,2220186,16
2,2,2,4,1,14,copy,0.02,joint_random,4095,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.999797217839977,1.5068114560473047,0.9998602343439498,0.9998602343439495,0.6635602817666393,0.9999999999999998,1.506811456047305,0.9998602343439498,1.0000000000000002,1.0,1.0,0.7477411477411477,0.3364397182333607,True,True,2220187,17
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9999611315656942,0.8085581949733717,0.8085581949733717,0.8085581949733717,1.0,1.0,0.8085581949733718,0.8085581949733718,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2220188,18
2,2,2,4,1,14,copy,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.9998802614531122,1.5009243751969321,1.5009243751969321,1.5009243751969321,1.0,1.0,1.5009243751969321,1.5009243751969321,1.0,1.0,1.0,1.0,0.0,True,True,2220189,19
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.6875,1.9993834280591223,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225270,0
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.5,1.9991384559793393,1.493336539301235,0.8237996342603153,0.8237996342603155,0.5516503564868168,1.0000000000000002,1.4933365393012348,0.8237996342603153,0.9999999999999999,1.0,1.0,0.763916015625,0.44834964351318324,True,True,2225271,1
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.9375,1.999737997015582,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225272,2
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,2,0.5,0.5,0.25,0.375,1.4876468378165197,0.9996037156868482,0.8120511150870384,0.32400799295736693,0.32413644314510615,0.39899950500362114,0.9996037156868482,0.8120511150870382,1.0,0.9999999999999998,0.76220703125,0.76220703125,1.1641001594912967,False,False,2225273,3
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.9375,1.9984817585404857,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225274,4
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.4375,1.9998427429446357,0.8093376167882613,0.8093376167882613,0.8093376167882613,1.0,1.0,0.8093376167882615,0.8093376167882615,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,2225275,5
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.4375,1.5038045409531684,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225276,6
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.4375,1.999071224306857,0.999250713846042,-0.0,0.0,0.0,0.0,0.9992507138460422,0.0,1.0000000000000002,0.0,1.0,0.51611328125,1.0,False,False,2225277,7
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,4,2,1.0,0.5,0.25,0.375,1.9989423815382374,1.9989423815382374,0.8245426920880226,0.8245426920880226,0.4124894742856549,1.0,1.9989423815382374,0.8245426920880226,1.0,1.0,1.0,0.51904296875,0.5875105257143451,True,True,2225278,8
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,2,0.5,0.5,0.1875,0.1875,0.9998925081735295,0.9998925081735295,0.9998925081735295,0.9998925081735295,1.0,1.0,0.9998925081735295,0.9998925081735295,1.0,1.0,1.0,1.0,0.0,True,True,2225279,9
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,3,1,0.7924812503605781,0.0,0.3125,0.5625,1.9997175890963261,1.496829279738968,-0.0,0.0,0.0,0.0,1.4968292797389677,0.0,0.9999999999999999,0.0,1.0,0.5029296875,1.0,False,False,2225280,10
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.5,0.5625,1.99902613787488,0.9999709347368158,-0.0,0.0,0.0,0.0,0.9999709347368155,0.0,0.9999999999999998,0.0,1.0,0.503173828125,1.0,False,False,2225281,11
2,2,2,4,1,14,copy,0.05,joint_random,4095,postB,2,2,0.5,0.5,0.4375,0.5,1.9992664471943455,0.8205298299225177,0.8205298299225177,0.8205298299225177,1.0,1.0,0.8205298299225174,0.8205298299225174,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,True,True,2225282,12
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.375,0.75,1.5092496723915483,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225283,13
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,3,0.5,0.7924812503605781,0.3125,0.3125,1.9999335240521576,0.9999791899991881,1.4808038344403271,0.9999791899991879,0.9999999999999998,0.6752948410463375,0.9999791899991881,1.2759953730768476,1.0,0.8616910244287102,0.81005859375,1.0,0.3247051589536624,False,False,2225284,14
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9986232619519206,1.5111133251863842,0.8010614258504225,0.8010614258504225,0.5301134021511046,1.0,1.5111133251863842,0.8010614258504225,1.0,1.0,1.0,0.731201171875,0.46988659784889547,True,True,2225285,15
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.625,1.9992341031736076,0.9999791899991881,-0.0,0.0,0.0,0.0,0.9999791899991879,0.0,0.9999999999999998,0.0,1.0,0.502685546875,1.0,False,False,2225286,16
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.5625,1.9997939782029652,0.8026536195349327,-0.0,0.0,0.0,0.0,0.802653619534933,0.0,1.0000000000000002,0.0,1.0,0.75537109375,1.0,False,False,2225287,17
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,3,1,0.7924812503605781,0.0,0.3125,0.6875,1.9988483676960331,1.4878722856738846,-0.0,0.0,0.0,0.0,1.4878722856738846,0.0,1.0,0.0,1.0,0.51171875,1.0,False,False,2225288,18
2,2,2,4,1,14,copy,0.05,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.625,1.9999354056424086,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2225289,19
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.625,1.9997815046367058,0.7033878345346092,-0.0,0.0,0.0,0.0,0.5036410181434645,0.0,0.7160217925530294,0.0,1.0,0.80908203125,1.0,False,False,2233770,0
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,3,1,0.7924812503605781,0.0,0.3125,0.5625,1.9992868098451124,1.4890602052321393,-0.0,0.0,0.0,0.0,1.4890602052321391,0.0,0.9999999999999999,0.0,1.0,0.51025390625,1.0,False,False,2233771,1
2,2,2,4,1,14,copy,0.1,joint_random,4095,postB,1,1,0.0,0.0,0.5,0.625,1.5022220739421828,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233772,2
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.375,0.5625,1.4912436017428699,1.1133330936273274,0.3344219461274386,0.3344219461274387,0.30037905820069133,1.0000000000000002,0.9136025042383189,0.13469135673843025,0.8206012283904448,0.4027587253113563,1.0,0.75390625,0.6996209417993087,True,True,2233773,3
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.8125,1.9991285569663237,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233774,4
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.25,0.4375,1.4970155286848277,0.7938038675530565,-0.0,0.0,0.0,0.0,0.7938038675530565,0.0,1.0,0.0,1.0,0.7607421875,1.0,False,False,2233775,5
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.5,1.9997778430253215,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233776,6
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.6875,1.9995358908952303,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233777,7
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.8125,1.9987572428201112,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233778,8
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.6875,1.4999779859967481,0.808167793126491,-0.0,0.0,0.0,0.0,0.8081677931264912,0.0,1.0000000000000002,0.0,1.0,0.751953125,1.0,False,False,2233779,9
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.4375,0.8125,1.9993910312154075,0.7917607949582754,-0.0,0.0,0.0,0.0,0.7917607949582754,0.0,1.0,0.0,1.0,0.761962890625,1.0,False,False,2233780,10
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5625,0.625,1.9991950780175496,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233781,11
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.5625,1.9989706951669075,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233782,12
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.875,1.9996661818270456,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233783,13
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.375,0.4375,1.4942292869234637,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233784,14
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,2,1,0.5,0.0,0.3125,0.4375,1.5052077876970005,0.9511358534772916,-0.0,0.0,0.0,0.0,0.5474614414395711,0.0,0.575587009403638,0.0,1.0,0.62939453125,1.0,False,False,2233785,15
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.8125,1.9999305813417265,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233786,16
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.4375,0.875,1.9995898428599248,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233787,17
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.5,0.625,1.9989906726831423,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233788,18
2,2,2,4,1,14,copy,0.1,joint_random,4096,postB,1,1,0.0,0.0,0.625,0.8125,1.9997110972573084,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False,False,2233789,19
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9996071069059353,1.9996071069059351,1.9996071069059353,1.9996071069059356,1.0000000000000002,1.0000000000000002,1.9996071069059353,1.9996071069059353,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6071150,0
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9998840321253133,1.9998840321253133,1.9998840321253135,1.9998840321253133,1.0,0.9999999999999999,1.9998840321253133,1.9998840321253133,1.0,0.9999999999999999,1.0,1.0,0.0,True,True,6071151,1
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.999391135652945,1.999391135652945,1.999391135652945,1.999391135652945,1.0,1.0,1.999391135652945,1.999391135652945,1.0,1.0,1.0,1.0,0.0,True,True,6071152,2
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9999370470021185,1.9999370470021187,1.9999370470021187,1.9999370470021187,1.0,1.0,1.999937047002119,1.999937047002119,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,True,True,6071153,3
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9994721114942564,1.9994721114942564,1.9994721114942564,1.9994721114942564,1.0,1.0,1.9994721114942564,1.9994721114942564,1.0,1.0,1.0,1.0,0.0,True,True,6071154,4
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.999842399107517,1.999842399107517,1.999842399107517,1.999842399107517,1.0,1.0,1.999842399107517,1.999842399107517,1.0,1.0,1.0,1.0,0.0,True,True,6071155,5
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9997740862615525,1.9997740862615525,1.9997740862615523,1.9997740862615525,1.0,1.0000000000000002,1.9997740862615525,1.9997740862615525,1.0,1.0000000000000002,1.0,1.0,0.0,True,True,6071156,6
2,2,2,4,1,14,permutive,0.0,joint_random,4095,postB,4,4,1.0,1.0,0.25,0.25,1.9988235290706273,1.9988235290706275,1.9988235290706273,1.9988235290706275,1.0,1.0000000000000002,1.9988235290706278,1.9988235290706273,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6071157,7
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.999493720605429,1.999493720605429,1.999493720605429,1.999493720605429,1.0,1.0,1.999493720605429,1.999493720605429,1.0,1.0,1.0,1.0,0.0,True,True,6071158,8
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9996458216574264,1.9996458216574267,1.9996458216574264,1.9996458216574267,1.0,1.0000000000000002,1.9996458216574269,1.9996458216574264,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6071159,9
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.99960574705803,1.99960574705803,1.99960574705803,1.99960574705803,1.0,1.0,1.99960574705803,1.99960574705803,1.0,1.0,1.0,1.0,0.0,True,True,6071160,10
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9993154381470357,1.9993154381470357,1.999315438147036,1.9993154381470357,1.0,0.9999999999999999,1.9993154381470357,1.9993154381470357,1.0,0.9999999999999999,1.0,1.0,0.0,True,True,6071161,11
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9989569126876048,1.9989569126876052,1.9989569126876048,1.9989569126876048,0.9999999999999998,1.0,1.9989569126876052,1.9989569126876048,1.0,1.0,1.0,1.0,2.221604713095006e-16,True,True,6071162,12
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9997182327495993,1.9997182327495993,1.9997182327495993,1.9997182327495993,1.0,1.0,1.9997182327495993,1.9997182327495993,1.0,1.0,1.0,1.0,0.0,True,True,6071163,13
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9996320645454397,1.9996320645454397,1.9996320645454397,1.9996320645454397,1.0,1.0,1.9996320645454397,1.9996320645454397,1.0,1.0,1.0,1.0,0.0,True,True,6071164,14
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9999545852978413,1.9999545852978413,1.999954585297841,1.9999545852978409,0.9999999999999998,0.9999999999999999,1.9999545852978413,1.9999545852978409,1.0,0.9999999999999999,1.0,1.0,2.220496470843247e-16,True,True,6071165,15
2,2,2,4,1,14,permutive,0.0,joint_random,4095,postB,4,4,1.0,1.0,0.25,0.25,1.9995278062845268,1.9995278062845268,1.9995278062845268,1.9995278062845268,1.0,1.0,1.9995278062845268,1.9995278062845268,1.0,1.0,1.0,1.0,0.0,True,True,6071166,16
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9992953300265326,1.9992953300265328,1.9992953300265326,1.9992953300265328,1.0,1.0000000000000002,1.999295330026533,1.9992953300265326,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6071167,17
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.99792865857007,1.99792865857007,1.99792865857007,1.99792865857007,1.0,1.0,1.99792865857007,1.99792865857007,1.0,1.0,1.0,1.0,0.0,True,True,6071168,18
2,2,2,4,1,14,permutive,0.0,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.999615416170281,1.9996154161702813,1.999615416170281,1.9996154161702813,1.0,1.0000000000000002,1.9996154161702815,1.999615416170281,1.0000000000000002,1.0,1.0,1.0,0.0,True,True,6071169,19
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9995379889819824,1.9995379889819824,1.510534955871579,1.5105349558715793,0.7554419891970306,1.0000000000000002,1.9995379889819824,1.5105349558715793,1.0,1.0000000000000002,1.0,0.7568359375,0.2445580108029693,True,True,6074550,0
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,2,1.0,0.5,0.25,0.375,1.9995010150368178,1.999501015036818,0.9995700006503029,0.9995700006503028,0.4999097240427743,0.9999999999999999,1.9995010150368182,0.999570000650303,1.0000000000000002,1.0000000000000002,1.0,0.504150390625,0.5000902759572257,True,True,6074551,1
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9991618031661536,1.9991618031661536,1.5056798632652764,1.5056798632652764,0.753155577943051,1.0,1.9991618031661536,1.5056798632652764,1.0,1.0,1.0,0.761474609375,0.24684442205694898,True,True,6074552,2
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9993823829628115,1.9993823829628115,1.4889234223981291,1.4889234223981291,0.74469167833306,1.0,1.9993823829628115,1.4889234223981291,1.0,1.0,1.0,0.751708984375,0.2553083216669399,True,True,6074553,3
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,3,0.7924812503605781,0.7924812503605781,0.3125,0.3125,1.9997728927582243,1.4330450095184433,1.4330450095184433,1.4330450095184433,1.0,1.0,1.2336088780162653,1.2336088780162653,0.860830518108293,0.860830518108293,1.0,1.0,0.0,True,True,6074554,4
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9994056380655296,1.9994056380655296,1.4865031511026607,1.486503151102661,0.7434725214343632,1.0000000000000002,1.9994056380655296,1.486503151102661,1.0,1.0000000000000002,1.0,0.74609375,0.25652747856563685,True,True,6074555,5
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.9994206262358718,1.999420626235872,1.4953869948423364,1.4953869948423362,0.7479101571826663,0.9999999999999999,1.9994206262358718,1.4953869948423364,0.9999999999999999,1.0,1.0,0.75244140625,0.25208984281733365,True,True,6074556,6
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,1,0.7924812503605781,0.0,0.25,0.375,1.4985275849609354,1.4985275849609354,-0.0,0.0,0.0,0.0,1.4985275849609354,0.0,1.0,0.0,1.0,0.50146484375,1.0,False,False,6074557,7
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.999315623384281,0.813591602417356,0.813591602417356,0.813591602417356,1.0,1.0,0.813591602417356,0.813591602417356,1.0,1.0,1.0,1.0,0.0,True,True,6074558,8
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,1,0.5,0.0,0.375,0.5,1.9994015813744987,0.999667015968799,-0.0,0.0,0.0,0.0,0.999667015968799,0.0,1.0,0.0,1.0,0.5107421875,1.0,False,False,6074559,9
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,4,1.0,1.0,0.25,0.25,1.9992036579645225,1.9992036579645225,1.9992036579645225,1.9992036579645225,1.0,1.0,1.9992036579645225,1.9992036579645225,1.0,1.0,1.0,1.0,0.0,True,True,6074560,10
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,4,3,1.0,0.7924812503605781,0.25,0.3125,1.999633461025188,1.999633461025188,1.4942394284986826,1.4942394284986826,0.7472566635950391,1.0,1.999633461025188,1.4942394284986826,1.0,1.0,1.0,0.75341796875,0.2527433364049609,True,True,6074561,11
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,3,2,0.7924812503605781,0.5,0.3125,0.375,1.9998910439872681,1.499241142043925,0.9999984521555887,0.9999984521555889,0.6670030751639358,1.0000000000000002,1.499241142043925,0.9999984521555889,1.0,1.0000000000000002,1.0,0.75244140625,0.33299692483606425,True,True,6074562,12
2,2,2,4,1,14,permutive,0.02,joint_random,4096,postB,2,2,0.5,0.5,0.375,0.375,1.9999393083717496,0.8093376167882613,0.8093376167882613,0.8093376167882613,1.0,1.0,0.8093376167882613,0.8093376167882613,1.0,1.0,1.0,1.0,0.0,True,True,6074563,13
