aeq_threshold,aeq_threshold_mode,aeq_alphabet_size_per_side,aeq_n_observed_pairs,aeq_exact_shared_classes,aeq_exact_residual_qcoords,aeq_exact_cost_qcoords,aeq_exact_edge_density,aeq_approx_classes,aeq_approx_residual_qcoords,aeq_approx_cost_qcoords,aeq_approx_kept_edge_fraction,aeq_approx_kept_mass,aeq_approx_same_component_mass,aeq_approx_cross_component_mass,aeq_approx_unassigned_mass,aeq_approx_component_mi_bits,aeq_approx_info_qcoords,aeq_approx_info_over_exact_capacity,aeq_approx_component_entropy_left_bits,aeq_approx_component_entropy_right_bits,aeq_approx_min_component_entropy_bits,aeq_approx_component_balance,aeq_approx_class_sizes_left,aeq_approx_class_sizes_right,eq_mode,kB,kC,kD,kM,kA,k_total,q,w,n_initial_states,n_schedules,initial_pool,observer_init,extra_B,extra_C,extra_D,extra_A,rule_interface_mi_norm_mean,rule_interface_mi_bits_mean,rule_interface_copy_accuracy_mean,rule_interface_cond_entropy_bits_mean,rule_interface_output_entropy_bits_mean,rule_interface_n,rule_interface_roles,rule_ensemble,mutation_rate,threshold_mode,selected_exact,selected_approx,approx_info_threshold_qcoords,min_same_component_mass,seed,instance,transforms,n_blocks
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,1.0,0.0,1.3182958340544895,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.0,conditional,True,True,0.2,0.6,51559,0,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,1.0,0.0,1.3182958340544895,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.0,conditional,True,True,0.2,0.6,51560,1,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,1.0,0.0,1.3182958340544895,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.0,conditional,True,True,0.2,0.6,51561,2,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,1.0,0.0,1.3182958340544895,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.0,conditional,True,True,0.2,0.6,51562,3,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,1.0,0.0,1.3182958340544895,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.0,conditional,True,True,0.2,0.6,51563,4,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,2,0.6309297535714574,1.3690702464285427,0.3333333333333333,2,0.6309297535714574,1.3690702464285427,1.0,1.0,0.9999999999999999,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 2]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.847809186269434,1.3437457680039706,0.9777777777777779,0.06121972227029935,1.4049654902742699,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.05,conditional,True,True,0.2,0.6,60059,0,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,2,0.6309297535714574,1.3690702464285427,0.3333333333333333,2,0.6309297535714574,1.3690702464285427,0.6666666666666666,0.9444444444444444,0.9444444444444444,0.0,0.05555555555555555,0.8739810481273578,0.551420647321118,0.551420647321118,0.8739810481273578,0.8739810481273578,0.8739810481273578,0.8739810481273578,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.831752065714278,1.3182958340544895,0.9777777777777779,0.0612197222702993,1.379515556324789,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.05,conditional,True,True,0.2,0.6,60060,1,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,4,2,0.6309297535714574,1.3690702464285427,0.4444444444444444,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 2]","[1, 2]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.6515199296027584,1.0326346568928595,0.8666666666666666,0.36731833362179594,1.3999529905146555,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.05,conditional,True,True,0.2,0.6,60061,2,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,1,0.0,2.0,0.3333333333333333,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,[2],[2],joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.7862534428571301,1.2461822229914554,0.9777777777777779,0.0612197222702993,1.307401945261755,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.05,conditional,False,False,0.2,0.6,60062,3,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,1,0.0,2.0,0.3333333333333333,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,[2],[2],joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.7407548199999819,1.1740686119284214,0.9555555555555555,0.12243944454059866,1.2965080564690201,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.05,conditional,False,False,0.2,0.6,60063,4,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,2,0.6309297535714574,1.3690702464285427,0.3333333333333333,2,0.6309297535714574,1.3690702464285427,1.0,1.0,0.9999999999999999,0.0,0.0,0.9182958340544893,0.5793801642856949,0.5793801642856949,0.9182958340544896,0.9182958340544896,0.9182958340544896,0.9182958340544896,"[1, 2]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.709002754285704,1.123742778450857,0.9333333333333332,0.18365916681089792,1.307401945261755,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.1,conditional,True,True,0.2,0.6,68559,0,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,1,1,0.0,2.0,0.1111111111111111,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,[1],[1],joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.7476280985714171,1.1849625007211562,0.9777777777777779,0.0612197222702993,1.2461822229914554,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.1,conditional,False,False,0.2,0.6,68560,1,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,4,1,0.0,2.0,0.4444444444444444,1,0.0,2.0,0.5,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,[1],[2],joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.6340626291265641,1.00496549027427,0.9333333333333332,0.183659166810898,1.188624657085168,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.1,conditional,False,False,0.2,0.6,68561,2,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,2,2,0.6309297535714574,1.3690702464285427,0.2222222222222222,2,0.6309297535714574,1.3690702464285427,1.0,1.0,1.0,0.0,0.0,0.6500224216483541,0.4101184863065181,0.4101184863065181,0.6500224216483541,0.6500224216483541,0.6500224216483541,0.6500224216483541,"[1, 1]","[1, 1]",joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.7636852191265731,1.2104124346706375,0.9777777777777779,0.06121972227029935,1.2716321569409366,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.1,conditional,True,True,0.2,0.6,68562,3,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
0.2,conditional,3,3,1,0.0,2.0,0.3333333333333333,1,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,[2],[2],joint,2,2,2,2,2,8,3,1,729,32,all,zero,2,2,2,2,0.7281839379082141,1.1541442352119824,0.9555555555555555,0.12243944454059866,1.276583679752581,5,"[""B_source"", ""B_to_C"", ""B_to_D"", ""C_to_A"", ""D_to_A""]",canalizing,0.1,conditional,False,False,0.2,0.6,68563,4,"{""branch_C"": ""zero_vs_nonzero"", ""branch_D"": ""zero_vs_nonzero"", ""sink"": ""identity""}",2
