graph_id,observer_id,size,is_whole,genuine_feedback,boundary_in_edges,boundary_out_edges,boundary_total_edges,boundary_in_nodes,boundary_targets,boundary_mi_bits,boundary_mi_norm,boundary_h_input_bits,live_boundary,vertices
94,0,4,0,1,1,0,1,1,1,0.47721700146248214,0.23860850073124107,2.0,1,4 5 6 7
94,1,4,0,1,1,0,1,1,1,0.7183601608327144,0.3591800804163572,2.0,1,8 9 10 11
94,2,3,0,1,1,1,2,1,1,0.47721700146248214,0.23860850073124107,2.0,1,15 16 17
94,3,4,0,1,0,2,2,0,0,0.0,0.0,0.0,0,0 1 2 3
94,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
95,0,4,0,1,1,0,1,1,1,0.022064803151813805,0.011032401575906903,2.0,0,0 1 2 3
95,1,4,0,1,1,0,1,1,1,0.05393598108277331,0.026967990541386655,2.0,1,4 5 6 7
95,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
95,3,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,12 13 14
95,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
96,0,3,0,1,1,0,1,1,1,0.6862781244591329,0.34313906222956647,2.0,1,12 13 14
96,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
96,2,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,4 5 6 7
96,3,4,0,1,0,0,0,0,0,0.0,0.0,0.0,0,8 9 10 11
96,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,15 16 17
97,0,3,0,1,1,0,1,1,1,0.3879253809700298,0.1939626904850149,2.0,1,12 13 14
97,1,4,0,1,1,1,2,1,1,0.1471830970075243,0.07359154850376215,2.0,1,0 1 2 3
97,2,3,0,1,3,0,3,3,2,0.9744449925907421,0.1624074987651237,6.0,1,15 16 17
97,3,4,0,1,1,1,2,1,1,0.1734720216401584,0.0867360108200792,2.0,1,4 5 6 7
97,4,4,0,1,0,4,4,0,0,0.0,0.0,0.0,0,8 9 10 11
98,0,4,0,1,2,0,2,1,2,1.0284908359320148,0.5142454179660074,2.0,1,0 1 2 3
98,1,3,0,1,2,0,2,2,1,0.7861925875690039,0.19654814689225097,4.0,1,15 16 17
98,2,4,0,1,0,3,3,0,0,0.0,0.0,0.0,0,4 5 6 7
98,3,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,8 9 10 11
98,4,3,0,1,0,0,0,0,0,0.0,0.0,0.0,0,12 13 14
99,0,3,0,1,3,0,3,3,2,0.9539574663357158,0.15899291105595262,6.0,1,12 13 14
99,1,4,0,1,0,1,1,0,0,0.0,0.0,0.0,0,0 1 2 3
99,2,4,0,1,2,0,2,2,2,0.9475203234363425,0.23688008085908563,4.0,1,4 5 6 7
99,3,4,0,1,1,4,5,1,1,0.06723556855471013,0.03361778427735507,2.0,1,8 9 10 11
99,4,3,0,1,0,1,1,0,0,0.0,0.0,0.0,0,15 16 17
