graph_id,source_observer,target_observer,n_edges,source_boundary_nodes,target_boundary_nodes,edge_mi_bits,edge_mi_norm,edge_h_input_bits,live_edge,edges
20,3,2,1,1,1,0.5919171866886996,0.2959585933443498,2.0,1,10->13
20,4,0,1,1,1,0.061494118203271775,0.030747059101635887,2.0,1,16->7
21,2,0,2,1,2,0.4786487915427111,0.23932439577135556,2.0,1,11->2 11->3
21,2,1,1,1,1,0.9221804688852169,0.46109023444260844,2.0,1,11->15
21,3,2,2,2,2,0.6413838095762205,0.16034595239405514,4.0,1,4->10 5->11
21,4,2,1,1,1,0.01769946610635298,0.00884973305317649,2.0,0,13->11
22,1,0,1,1,1,0.5524212838293643,0.27621064191468214,2.0,1,3->17
22,3,0,1,1,1,0.25,0.125,2.0,1,11->16
22,4,2,2,1,2,1.221117633875557,0.6105588169377785,2.0,1,12->4 12->7
23,1,0,2,2,2,0.701372465513673,0.17534311637841826,4.0,1,6->0 4->1
23,3,0,2,1,2,0.6524630982718751,0.32623154913593755,2.0,1,14->1 14->3
23,4,2,2,2,2,0.501614471810182,0.1254036179525455,4.0,1,16->9 15->10
24,2,1,1,1,1,0.4772170014624826,0.2386085007312413,2.0,1,8->12
24,3,1,1,1,1,0.04460809455385695,0.022304047276928474,2.0,0,4->13
24,3,2,1,1,1,0.09026821358463222,0.04513410679231611,2.0,1,4->9
24,4,1,1,1,1,0.04230246461947296,0.02115123230973648,2.0,0,16->14
25,1,0,1,1,1,0.5140976555739165,0.25704882778695826,2.0,1,16->9
25,2,1,2,1,2,1.0126023531263941,0.5063011765631971,2.0,1,7->15 7->17
25,3,2,1,1,1,0.38285606369204883,0.19142803184602442,2.0,1,2->4
26,2,1,1,1,1,0.26409765557391607,0.13204882778695803,2.0,1,6->17
26,4,1,1,1,1,0.4134951259216155,0.20674756296080776,2.0,1,9->16
26,4,3,1,1,1,0.875,0.4375,2.0,1,8->12
27,2,0,1,1,1,0.5487949406953985,0.27439747034769923,2.0,1,9->1
27,3,1,1,1,1,0.39678222159979804,0.19839111079989902,2.0,1,6->12
