kB,kC,kD,kA,q,w,horizon,phase_mode,phase_protocol,herald_mode,branch_order,initial_mode,observer_init,phase_vertex_C,phase_vertex_D,n_phase_C,n_phase_D,phase_entropy_C_bits,phase_entropy_D_bits,phase_pair_entropy_bits,relation_mi_bits,relation_mi_norm,selection_bits,posterior_entropy_bits,marginal_selection_C_bits,marginal_selection_D_bits,herald_efficiency,herald_spread,herald_cv,robust_possible_fraction,robust_certain_fraction,sink_memory_bits,cut_bits_per_tick,n_joint_states,n_schedules,nontrivial_sccs,interface_BC,interface_BD,interface_CA,interface_DA,labels_C,labels_D,herald_matrix,seed,instance,extra_B,extra_C,extra_D,extra_A
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12109375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.12109375, 0.12109375, 0.12109375, 0.12109375], [0.12109375, 0.12109375, 0.12109375, 0.12109375], [0.12109375, 0.12109375, 0.12109375, 0.12109375], [0.12109375, 0.12109375, 0.12109375, 0.12109375]]",434880,11,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,4.687181033581644e-06,4.687181033581644e-06,0.0013571647309187362,1.9986428352690813,0.0013524775498849617,0.0,0.28759765625,0.0263671875,0.043368556110169106,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.27587890625, 0.2744140625], [0.29931640625, 0.30078125]]",434880,11,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.27587890625,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.27587890625, 0.27587890625, 0.27587890625, 0.27587890625], [0.27587890625, 0.27587890625, 0.27587890625, 0.27587890625], [0.27587890625, 0.27587890625, 0.27587890625, 0.27587890625], [0.27587890625, 0.27587890625, 0.27587890625, 0.27587890625]]",434880,11,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,-5.125482406103869e-17,-5.125482406103869e-17,0.05809881109066284,1.9419011889093372,0.02904940554533139,0.02904940554533139,0.1953125,0.15625,0.28565713714171403,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.1875, 0.125], [0.28125, 0.1875]]",434881,12,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.1875, 0.1875, 0.1875, 0.1875], [0.1875, 0.1875, 0.1875, 0.1875], [0.1875, 0.1875, 0.1875, 0.1875], [0.1875, 0.1875, 0.1875, 0.1875]]",434881,12,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0014206761873974422,0.0014206761873974422,0.039569439289186326,1.9604305607108137,0.03592123519177104,0.0022275279100180123,0.0703125,0.0390625,0.2357022603955158,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.09375, 0.078125], [0.0546875, 0.0546875]]",434881,12,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.09375, 0.09375, 0.09375, 0.09375], [0.09375, 0.09375, 0.09375, 0.09375], [0.09375, 0.09375, 0.09375, 0.09375], [0.09375, 0.09375, 0.09375, 0.09375]]",434881,12,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.142024663017438,0.142024663017438,0.5098768428176008,1.4901231571823992,0.3358406720471924,0.032011507752970375,0.019775390625,0.0341796875,0.7004473062965078,0.75,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.013671875, 0.0], [0.0341796875, 0.03125]]",434881,12,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.013671875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.013671875, 0.013671875, 0.013671875, 0.013671875], [0.013671875, 0.013671875, 0.013671875, 0.013671875], [0.013671875, 0.013671875, 0.013671875, 0.013671875], [0.013671875, 0.013671875, 0.013671875, 0.013671875]]",434881,12,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0,0.0,0.0005084885693737995,1.9994915114306262,0.0005084885693739175,0.0,0.220703125,0.01171875,0.02654867256637168,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.21484375, 0.21484375], [0.2265625, 0.2265625]]",434882,13,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.21484375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.21484375, 0.21484375, 0.21484375, 0.21484375], [0.21484375, 0.21484375, 0.21484375, 0.21484375], [0.21484375, 0.21484375, 0.21484375, 0.21484375], [0.21484375, 0.21484375, 0.21484375, 0.21484375]]",434882,13,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.012619480613734843,0.012619480613734843,0.029419707039535004,1.970580292960465,0.006552761619797315,0.01024746480600279,0.0205078125,0.009765625,0.19342948582466574,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.0224609375, 0.0224609375], [0.0234375, 0.013671875]]",434882,13,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0224609375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.0224609375, 0.0224609375, 0.0224609375, 0.0224609375], [0.0224609375, 0.0224609375, 0.0224609375, 0.0224609375], [0.0224609375, 0.0224609375, 0.0224609375, 0.0224609375], [0.0224609375, 0.0224609375, 0.0224609375, 0.0224609375]]",434882,13,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0,0.0,0.05433969539936001,1.94566030460064,0.05433969539935987,0.0,0.002685546875,0.00146484375,0.2727272727272727,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.001953125, 0.001953125], [0.00341796875, 0.00341796875]]",434882,13,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.001953125,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.001953125, 0.001953125, 0.001953125, 0.001953125], [0.001953125, 0.001953125, 0.001953125, 0.001953125], [0.001953125, 0.001953125, 0.001953125, 0.001953125], [0.001953125, 0.001953125, 0.001953125, 0.001953125]]",434882,13,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0008281574950981755,0.0008281574950981755,0.0033073478688521174,1.9966926521311479,0.0023838853922375502,9.530498151651134e-05,0.0849609375,0.015625,0.06800091704712202,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.08203125, 0.078125], [0.0859375, 0.09375]]",434883,14,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08203125,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.08203125, 0.08203125, 0.08203125, 0.08203125], [0.08203125, 0.08203125, 0.08203125, 0.08203125], [0.08203125, 0.08203125, 0.08203125, 0.08203125], [0.08203125, 0.08203125, 0.08203125, 0.08203125]]",434883,14,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.00018199052485112083,0.00018199052485112083,0.13324606827180885,1.8667539317281912,0.1316891912958896,0.001374886451067963,0.24609375,0.228515625,0.42291237305551455,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.361328125, 0.337890625], [0.15234375, 0.1328125]]",434883,14,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.361328125,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.361328125, 0.361328125, 0.361328125, 0.361328125], [0.361328125, 0.361328125, 0.361328125, 0.361328125], [0.361328125, 0.361328125, 0.361328125, 0.361328125], [0.361328125, 0.361328125, 0.361328125, 0.361328125]]",434883,14,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,7.5396106416038885e-06,7.5396106416038885e-06,0.11875622085277637,1.8812437791472236,0.11870910076930727,3.958047282716197e-05,0.263671875,0.21484375,0.4000685812263934,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.37109375, 0.3671875], [0.16015625, 0.15625]]",434883,14,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.37109375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.37109375, 0.37109375, 0.37109375, 0.37109375], [0.37109375, 0.37109375, 0.37109375, 0.37109375], [0.37109375, 0.37109375, 0.37109375, 0.37109375], [0.37109375, 0.37109375, 0.37109375, 0.37109375]]",434883,14,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0008504898437879591,0.0008504898437879591,0.03410836086943703,1.965891639130563,0.030454989470759697,0.002802881554889794,0.3291015625,0.17578125,0.21502606545391473,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.2890625, 0.234375], [0.41015625, 0.3828125]]",434884,15,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2890625,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.2890625, 0.2890625, 0.2890625, 0.2890625], [0.2890625, 0.2890625, 0.2890625, 0.2890625], [0.2890625, 0.2890625, 0.2890625, 0.2890625], [0.2890625, 0.2890625, 0.2890625, 0.2890625]]",434884,15,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.001090217430559438,0.001090217430559438,0.007207187139190108,1.99279281286081,0.003336150492320715,0.0027808192163101333,0.247802734375,0.064453125,0.09830024266390333,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.271484375, 0.2578125], [0.2548828125, 0.20703125]]",434884,15,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.271484375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.271484375, 0.271484375, 0.271484375, 0.271484375], [0.271484375, 0.271484375, 0.271484375, 0.271484375], [0.271484375, 0.271484375, 0.271484375, 0.271484375], [0.271484375, 0.271484375, 0.271484375, 0.271484375]]",434884,15,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,9.007956538633656e-05,9.007956538633656e-05,0.0005494838308128802,1.9994505161691871,0.00029250126548118274,0.00016690299994553438,0.210662841796875,0.014892578125,0.027475043097681683,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.200927734375, 0.2119140625], [0.2139892578125, 0.2158203125]]",434884,15,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.200927734375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.200927734375, 0.200927734375, 0.200927734375, 0.200927734375], [0.200927734375, 0.200927734375, 0.200927734375, 0.200927734375], [0.200927734375, 0.200927734375, 0.200927734375, 0.200927734375], [0.200927734375, 0.200927734375, 0.200927734375, 0.200927734375]]",434884,15,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0012208226331971161,0.0012208226331971161,0.027500925772296902,1.972499074227703,0.02616451801085877,0.00011558512824115172,0.154296875,0.0703125,0.194046958439948,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.1796875, 0.1875], [0.1328125, 0.1171875]]",434885,16,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.1796875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.1796875, 0.1796875, 0.1796875, 0.1796875], [0.1796875, 0.1796875, 0.1796875, 0.1796875], [0.1796875, 0.1796875, 0.1796875, 0.1796875], [0.1796875, 0.1796875, 0.1796875, 0.1796875]]",434885,16,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,9.581901224496115e-06,9.581901224496115e-06,0.00031305738515396975,1.999686942614846,0.00015971869117686194,0.0001437567927524818,0.3199462890625,0.0185546875,0.02079621529936916,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.3095703125, 0.32080078125], [0.3212890625, 0.328125]]",434885,16,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.3095703125,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.3095703125, 0.3095703125, 0.3095703125, 0.3095703125], [0.3095703125, 0.3095703125, 0.3095703125, 0.3095703125], [0.3095703125, 0.3095703125, 0.3095703125, 0.3095703125], [0.3095703125, 0.3095703125, 0.3095703125, 0.3095703125]]",434885,16,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,1.2558148530845796e-05,1.2558148530845796e-05,0.0010009339348471258,1.9989990660651529,0.00016899027839211572,0.0008193855079240558,0.4396514892578125,0.0430908203125,0.037308288630758316,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.4632568359375, 0.42950439453125], [0.4456787109375, 0.420166015625]]",434885,16,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4632568359375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.4632568359375, 0.4632568359375, 0.4632568359375, 0.4632568359375], [0.4632568359375, 0.4632568359375, 0.4632568359375, 0.4632568359375], [0.4632568359375, 0.4632568359375, 0.4632568359375, 0.4632568359375], [0.4632568359375, 0.4632568359375, 0.4632568359375, 0.4632568359375]]",434885,16,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0,0.0,0.0010765290825336393,1.9989234709174664,0.001076529082533459,0.0,0.455078125,0.03515625,0.03862660944206009,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.4375, 0.4375], [0.47265625, 0.47265625]]",434886,17,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.4375, 0.4375, 0.4375, 0.4375], [0.4375, 0.4375, 0.4375, 0.4375], [0.4375, 0.4375, 0.4375, 0.4375], [0.4375, 0.4375, 0.4375, 0.4375]]",434886,17,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,4.48273372091149e-06,4.48273372091149e-06,0.0018530965473559924,1.998146903452644,0.0011148427990565063,0.0007337710145784923,0.4937744140625,0.0703125,0.050632797958112104,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.498046875, 0.5283203125], [0.4580078125, 0.49072265625]]",434886,17,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.498046875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.498046875, 0.498046875, 0.498046875, 0.498046875], [0.498046875, 0.498046875, 0.498046875, 0.498046875], [0.498046875, 0.498046875, 0.498046875, 0.498046875], [0.498046875, 0.498046875, 0.498046875, 0.498046875]]",434886,17,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,9.747993154230567e-06,9.747993154230567e-06,5.3776387655135593e-05,1.9999462236123449,4.3351041161342196e-05,6.773533396241954e-07,0.4409027099609375,0.01007080078125,0.00863094856786536,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.4431304931640625, 0.4455108642578125], [0.4395294189453125, 0.4354400634765625]]",434886,17,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.4431304931640625,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.4431304931640625, 0.4431304931640625, 0.4431304931640625, 0.4431304931640625], [0.4431304931640625, 0.4431304931640625, 0.4431304931640625, 0.4431304931640625], [0.4431304931640625, 0.4431304931640625, 0.4431304931640625, 0.4431304931640625], [0.4431304931640625, 0.4431304931640625, 0.4431304931640625, 0.4431304931640625]]",434886,17,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,5.405854528049486e-05,5.405854528049486e-05,0.001144738077851315,1.9988552619221487,0.00010904816013853486,0.0009816313724321825,0.4765625,0.046875,0.039735080798494506,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.49609375, 0.46875], [0.4921875, 0.44921875]]",434887,18,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.49609375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.49609375, 0.49609375, 0.49609375, 0.49609375], [0.49609375, 0.49609375, 0.49609375, 0.49609375], [0.49609375, 0.49609375, 0.49609375, 0.49609375], [0.49609375, 0.49609375, 0.49609375, 0.49609375]]",434887,18,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,1.5888481048323714e-05,1.5888481048323714e-05,0.0025499675569737867,1.9974500324430262,0.0002268126185919657,0.002307266457333375,0.3648681640625,0.05419921875,0.059528190506146404,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.33984375, 0.376953125], [0.3486328125, 0.39404296875]]",434887,18,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.33984375,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.33984375, 0.33984375, 0.33984375, 0.33984375], [0.33984375, 0.33984375, 0.33984375, 0.33984375], [0.33984375, 0.33984375, 0.33984375, 0.33984375], [0.33984375, 0.33984375, 0.33984375, 0.33984375]]",434887,18,2,2,2,2
2,2,2,2,4,1,3,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,3.388509153720272e-08,3.388509153720272e-08,0.000237127039134144,1.9997628729608659,0.0001615710923238787,7.552206171864903e-05,0.30944061279296875,0.015594482421875,0.018133049643236962,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.307861328125, 0.3017578125], [0.317352294921875, 0.310791015625]]",434887,18,2,2,2,2
2,2,2,2,4,1,3,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.307861328125,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.307861328125, 0.307861328125, 0.307861328125, 0.307861328125], [0.307861328125, 0.307861328125, 0.307861328125, 0.307861328125], [0.307861328125, 0.307861328125, 0.307861328125, 0.307861328125], [0.307861328125, 0.307861328125, 0.307861328125, 0.307861328125]]",434887,18,2,2,2,2
2,2,2,2,4,1,1,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,0.0017006407393710087,0.0017006407393710087,0.006397125256213609,1.9936028747437864,0.0,0.004696484516842778,0.12109375,0.03125,0.09404761120718227,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.13671875, 0.10546875], [0.125, 0.1171875]]",434888,19,2,2,2,2
2,2,2,2,4,1,1,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.13671875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.13671875, 0.13671875, 0.13671875, 0.13671875], [0.13671875, 0.13671875, 0.13671875, 0.13671875], [0.13671875, 0.13671875, 0.13671875, 0.13671875], [0.13671875, 0.13671875, 0.13671875, 0.13671875]]",434888,19,2,2,2,2
2,2,2,2,4,1,2,cut,first,sink_equal,both,all,zero,0,0,2,2,1.0,1.0,2.0,2.309742086724657e-05,2.309742086724657e-05,0.004273178545848744,1.9957268214541513,0.004193683402774366,5.639772220703172e-05,0.2899169921875,0.04931640625,0.07698127268037534,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1)","(0, 1)","[[0.2685546875, 0.26708984375], [0.31640625, 0.3076171875]]",434888,19,2,2,2,2
2,2,2,2,4,1,2,erased_value,first,sink_equal,both,all,zero,0,0,4,4,2.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2685546875,0.0,0.0,1.0,0.0,4.0,4.0,65536,32,4,"((0, 2),)","((0, 4),)","((2, 6),)","((4, 7),)","(0, 1, 2, 3)","(0, 1, 2, 3)","[[0.2685546875, 0.2685546875, 0.2685546875, 0.2685546875], [0.2685546875, 0.2685546875, 0.2685546875, 0.2685546875], [0.2685546875, 0.2685546875, 0.2685546875, 0.2685546875], [0.2685546875, 0.2685546875, 0.2685546875, 0.2685546875]]",434888,19,2,2,2,2
