kB,kA,q,w,horizon,observer_init,n_rec_B,n_A_states,n_joint_states,n_schedules,logRecB_bits,memory_bits,cut_bits,physical_bound_bits,signature_classes,signature_bits,zero_error_code_size,zero_error_exact,zero_error_bits,shannon_capacity_bits,zero_error_over_volume,capacity_over_volume,capacity_per_boundary_symbol,nontrivial_sccs,interface,seed,extra_B,extra_A
4,3,4,1,1,zero,38,64,16384,144,5.247927513443585,6.0,2.0,2.0,2,1.0,1,True,0.0,0.667566274174057,0.0,0.12720569643234522,0.3337831370870285,2,"((0, 0),)",37539,4,3
4,3,4,1,2,zero,38,64,16384,144,5.247927513443585,6.0,4.0,4.0,3,1.584962500721156,1,True,0.0,0.40191620171790454,0.0,0.07658569991455068,0.20095810085895227,2,"((0, 0),)",37539,4,3
4,3,4,1,3,zero,38,64,16384,144,5.247927513443585,6.0,6.0,5.247927513443585,4,2.0,1,True,0.0,0.1729353361392957,0.0,0.032953072559841624,0.08646766806964785,2,"((0, 0),)",37539,4,3
4,3,4,1,4,zero,38,64,16384,144,5.247927513443585,6.0,8.0,5.247927513443585,2,1.0,1,True,0.0,0.12549844907132027,0.0,0.023913906727909565,0.06274922453566013,2,"((0, 0),)",37539,4,3
4,3,4,1,5,zero,38,64,16384,144,5.247927513443585,6.0,10.0,5.247927513443585,2,1.0,1,True,0.0,0.057250155205560024,0.0,0.010909097936071456,0.028625077602780012,2,"((0, 0),)",37539,4,3
4,3,4,1,6,zero,38,64,16384,144,5.247927513443585,6.0,12.0,5.247927513443585,2,1.0,1,True,0.0,0.024159704869434053,0.0,0.0046036658866846535,0.012079852434717027,2,"((0, 0),)",37539,4,3
4,3,4,1,1,zero,114,64,16384,144,6.832890014164741,6.0,2.0,2.0,10,3.321928094887362,1,False,0.0,0.9841346668492447,0.0,0.1440290513690562,0.49206733342462233,2,"((0, 0),)",37540,4,3
4,3,4,1,2,zero,114,64,16384,144,6.832890014164741,6.0,4.0,4.0,37,5.20945336562895,1,False,0.0,0.9667822319230392,0.0,0.141489505892657,0.4833911159615196,2,"((0, 0),)",37540,4,3
4,3,4,1,3,zero,114,64,16384,144,6.832890014164741,6.0,6.0,6.0,17,4.087462841250339,1,False,0.0,0.8391246660342642,0.0,0.12280669881920228,0.4195623330171321,2,"((0, 0),)",37540,4,3
4,3,4,1,4,zero,114,64,16384,144,6.832890014164741,6.0,8.0,6.0,9,3.169925001442312,1,False,0.0,0.950633437208489,0.0,0.13912611431441216,0.4753167186042445,2,"((0, 0),)",37540,4,3
4,3,4,1,5,zero,114,64,16384,144,6.832890014164741,6.0,10.0,6.0,4,2.0,1,False,0.0,1.19862736694535,0.0,0.17542026352839973,0.599313683472675,2,"((0, 0),)",37540,4,3
4,3,4,1,6,zero,114,64,16384,144,6.832890014164741,6.0,12.0,6.0,4,2.0,1,False,0.0,1.3510214573946704,0.0,0.19772328467075737,0.6755107286973352,2,"((0, 0),)",37540,4,3
4,3,4,1,1,zero,11,64,16384,144,3.4594316186372973,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.2075187495121196,0.0,0.059986371285426124,0.1037593747560598,2,"((0, 0),)",37541,4,3
4,3,4,1,2,zero,11,64,16384,144,3.4594316186372973,6.0,4.0,3.4594316186372973,3,1.584962500721156,1,True,0.0,0.6183809825063875,0.0,0.17875219130649375,0.30919049125319376,2,"((0, 0),)",37541,4,3
4,3,4,1,3,zero,11,64,16384,144,3.4594316186372973,6.0,6.0,3.4594316186372973,3,1.584962500721156,1,True,0.0,0.5549006538252401,0.0,0.16040226112167544,0.27745032691262006,2,"((0, 0),)",37541,4,3
4,3,4,1,4,zero,11,64,16384,144,3.4594316186372973,6.0,8.0,3.4594316186372973,3,1.584962500721156,1,True,0.0,0.7198397324335133,0.0,0.20808034723260838,0.35991986621675665,2,"((0, 0),)",37541,4,3
4,3,4,1,5,zero,11,64,16384,144,3.4594316186372973,6.0,10.0,3.4594316186372973,3,1.584962500721156,1,True,0.0,0.6564615401334806,0.0,0.18975994108305771,0.3282307700667403,2,"((0, 0),)",37541,4,3
4,3,4,1,6,zero,11,64,16384,144,3.4594316186372973,6.0,12.0,3.4594316186372973,3,1.584962500721156,1,True,0.0,0.6469027575069867,0.0,0.18699683324331984,0.32345137875349333,2,"((0, 0),)",37541,4,3
4,3,4,1,1,zero,115,64,16384,144,6.845490050944375,6.0,2.0,2.0,5,2.321928094887362,1,False,0.0,0.41452859181006135,0.0,0.060554991494418245,0.20726429590503068,2,"((0, 0),)",37542,4,3
4,3,4,1,2,zero,115,64,16384,144,6.845490050944375,6.0,4.0,4.0,7,2.807354922057604,1,False,0.0,0.3912373490148179,0.0,0.05715256995528676,0.19561867450740894,2,"((0, 0),)",37542,4,3
4,3,4,1,3,zero,115,64,16384,144,6.845490050944375,6.0,6.0,6.0,2,1.0,1,False,0.0,0.27210297779521725,0.0,0.039749232819011854,0.13605148889760862,2,"((0, 0),)",37542,4,3
4,3,4,1,4,zero,115,64,16384,144,6.845490050944375,6.0,8.0,6.0,2,1.0,1,False,0.0,0.23565092286677009,0.0,0.03442425905421639,0.11782546143338504,2,"((0, 0),)",37542,4,3
4,3,4,1,5,zero,115,64,16384,144,6.845490050944375,6.0,10.0,6.0,2,1.0,1,False,0.0,0.18264188607733994,0.0,0.02668061522522313,0.09132094303866997,2,"((0, 0),)",37542,4,3
4,3,4,1,6,zero,115,64,16384,144,6.845490050944375,6.0,12.0,6.0,2,1.0,1,False,0.0,0.17107617803509262,0.0,0.024991078324844204,0.08553808901754631,2,"((0, 0),)",37542,4,3
4,3,4,1,1,zero,120,64,16384,144,6.906890595608519,6.0,2.0,2.0,8,3.0,2,False,1.0,1.0191955306285032,0.14478295061395813,0.14756213617695343,0.5095977653142516,2,"((0, 0),)",37543,4,3
4,3,4,1,2,zero,120,64,16384,144,6.906890595608519,6.0,4.0,4.0,16,4.0,1,False,0.0,0.4743958936523446,0.0,0.06868443724213194,0.2371979468261723,2,"((0, 0),)",37543,4,3
