q,rows,cols,n_links,n_plaquettes,rule_ensemble,mutation_rate,closed_scc,n_scc,link_schedule_consistency,flux_schedule_consistency,quotient_determinism_accuracy,quotient_determinism_exact,link_bit_entropy_bits,link_bit_entropy_norm,quotient_transition_mi_bits,quotient_transition_mi_norm,plaquette_flux_entropy_bits,initial_flux_entropy_bits,recurrent_flux_entropy_bits,recurrent_flux_fixed_fraction,mean_nontrivial_flux_fraction,partition_index,partition,quotient_score,closed_c2_quotient,recurrent_flux_nontrivial,closed_medium_candidate,search_mode,run,generation,candidate,seed,blind_fitness
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117431640625,False,7.957470968331641,0.9946838710414552,4.053624867990267,0.5094112041529884,2.9985336620875462,2.99771367875344,2.9835326767000936,0.12890625,0.4979248046875,4,0101,0.24003784842704104,False,True,False,null,-1,0,47,4995.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1162109375,False,7.951561376143706,0.9939451720179633,4.045774159897263,0.5088024814894097,2.9991386097063772,2.999243126280395,2.980465139178457,0.119140625,0.4974365234375,5,0011,0.23946286252859267,False,True,False,null,-1,0,48,4996.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116943359375,False,7.9575149911633725,0.9946893738954216,4.061622846123422,0.5104134708679475,2.998159861887485,2.9982666323285017,2.9939240634847177,0.162109375,0.50634765625,5,0011,0.2398680505603343,False,True,False,null,-1,0,49,4997.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11962890625,False,7.954046611426589,0.9942558264283237,4.05486600288347,0.5097865528042479,2.998820068384563,2.999013770773284,2.986888957252378,0.150390625,0.50048828125,2,0110,0.24072128247316474,False,True,False,null,-1,0,50,4998.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.958245955236454,0.9947807444045568,4.072534283330329,0.5117376751406681,2.9986946341540976,2.997447516087866,2.9875183137983807,0.16796875,0.504638671875,2,0110,0.23971542622466135,False,True,False,null,-1,0,51,4999.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.956036936405769,0.9945046170507211,4.0609222031444325,0.5104202300220845,2.9988483537579826,2.9989899506038027,2.986488520411239,0.080078125,0.4964599609375,2,0110,0.23931840387889422,False,True,False,null,-1,0,52,5000.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114990234375,False,7.953825992838374,0.9942282491047968,4.044851010506832,0.5085415514682892,2.998483063012245,2.9995729633651607,2.9769630421278723,0.15625,0.501953125,2,0110,0.23909223185220937,False,True,False,null,-1,0,53,5001.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11669921875,False,7.956384511119341,0.9945480638899177,4.058275122624467,0.5100652333924884,2.998871759742091,2.9985261206127816,2.994534995126837,0.115234375,0.502685546875,2,0110,0.23975433934048354,False,True,False,null,-1,0,54,5002.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.948563675229364,0.9935704594036705,4.036136332115159,0.507781845504143,2.998037633414212,2.9984637267693435,2.967960526840698,0.126953125,0.495849609375,5,0011,0.2394733692244841,False,True,False,null,-1,0,55,5003.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1181640625,False,7.9547956183182205,0.9943494522897776,4.043290682259078,0.5082834149689818,2.9941452099288512,2.9983933543653505,2.9852684253868866,0.125,0.4930419921875,2,0110,0.24022731233295552,False,True,False,null,-1,0,56,5004.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.951109858010579,0.9938887322513223,4.055357982294662,0.5100367187366897,2.9982215879926333,2.9995028321305237,2.9924257612097973,0.14453125,0.500244140625,5,0011,0.23953702379401448,False,True,False,null,-1,0,57,5005.0,
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117431640625,False,7.959981097930159,0.9949976372412699,4.0536777101660775,0.5092572030378513,2.997670286236519,2.9991043059513007,2.9908860512805098,0.123046875,0.50146484375,2,0110,0.240100601667004,False,True,False,null,-1,0,58,5006.0,
