initial_state,B_initial_boundary,B_post_update_boundary,stable_S_label,valid_stable_S,hit_fixed_point,fixed_point_state,cycle_id,distance_to_attractor,B_word,C_word,D_word,A_word
0,0,1,1,True,True,17215,0,3,0,0,0,0
1,1,1,1,True,True,17215,0,3,1,0,0,0
2,2,1,1,True,True,17215,0,3,2,0,0,0
3,3,1,1,True,True,17215,0,3,3,0,0,0
4,0,1,1,True,True,17215,0,3,4,0,0,0
5,1,1,1,True,True,17215,0,3,5,0,0,0
6,2,1,1,True,True,17215,0,3,6,0,0,0
7,3,1,1,True,True,17215,0,3,7,0,0,0
8,0,1,1,True,True,17215,0,3,8,0,0,0
9,1,1,1,True,True,17215,0,3,9,0,0,0
10,2,1,1,True,True,17215,0,3,10,0,0,0
11,3,1,1,True,True,17215,0,3,11,0,0,0
12,0,3,1,True,True,17215,0,2,12,0,0,0
13,1,3,1,True,True,17215,0,2,13,0,0,0
14,2,3,1,True,True,17215,0,2,14,0,0,0
15,3,3,1,True,True,17215,0,2,15,0,0,0
16,0,1,1,True,True,17215,0,3,0,1,0,0
17,1,1,1,True,True,17215,0,3,1,1,0,0
18,2,1,1,True,True,17215,0,3,2,1,0,0
19,3,1,1,True,True,17215,0,3,3,1,0,0
20,0,1,1,True,True,17215,0,3,4,1,0,0
21,1,1,1,True,True,17215,0,3,5,1,0,0
22,2,1,1,True,True,17215,0,3,6,1,0,0
23,3,1,1,True,True,17215,0,3,7,1,0,0
24,0,1,1,True,True,17215,0,3,8,1,0,0
25,1,1,1,True,True,17215,0,3,9,1,0,0
26,2,1,1,True,True,17215,0,3,10,1,0,0
27,3,1,1,True,True,17215,0,3,11,1,0,0
28,0,3,1,True,True,17215,0,2,12,1,0,0
29,1,3,1,True,True,17215,0,2,13,1,0,0
30,2,3,1,True,True,17215,0,2,14,1,0,0
31,3,3,1,True,True,17215,0,2,15,1,0,0
32,0,1,1,True,True,17215,0,3,0,2,0,0
33,1,1,1,True,True,17215,0,3,1,2,0,0
34,2,1,1,True,True,17215,0,3,2,2,0,0
35,3,1,1,True,True,17215,0,3,3,2,0,0
36,0,1,1,True,True,17215,0,3,4,2,0,0
37,1,1,1,True,True,17215,0,3,5,2,0,0
38,2,1,1,True,True,17215,0,3,6,2,0,0
39,3,1,1,True,True,17215,0,3,7,2,0,0
40,0,1,1,True,True,17215,0,3,8,2,0,0
41,1,1,1,True,True,17215,0,3,9,2,0,0
42,2,1,1,True,True,17215,0,3,10,2,0,0
43,3,1,1,True,True,17215,0,3,11,2,0,0
44,0,3,1,True,True,17215,0,2,12,2,0,0
45,1,3,1,True,True,17215,0,2,13,2,0,0
46,2,3,1,True,True,17215,0,2,14,2,0,0
47,3,3,1,True,True,17215,0,2,15,2,0,0
48,0,1,1,True,True,17215,0,3,0,3,0,0
49,1,1,1,True,True,17215,0,3,1,3,0,0
50,2,1,1,True,True,17215,0,3,2,3,0,0
51,3,1,1,True,True,17215,0,3,3,3,0,0
52,0,1,1,True,True,17215,0,3,4,3,0,0
53,1,1,1,True,True,17215,0,3,5,3,0,0
54,2,1,1,True,True,17215,0,3,6,3,0,0
55,3,1,1,True,True,17215,0,3,7,3,0,0
56,0,1,1,True,True,17215,0,3,8,3,0,0
57,1,1,1,True,True,17215,0,3,9,3,0,0
58,2,1,1,True,True,17215,0,3,10,3,0,0
59,3,1,1,True,True,17215,0,3,11,3,0,0
60,0,3,1,True,True,17215,0,2,12,3,0,0
61,1,3,1,True,True,17215,0,2,13,3,0,0
62,2,3,1,True,True,17215,0,2,14,3,0,0
63,3,3,1,True,True,17215,0,2,15,3,0,0
64,0,1,1,True,True,17215,0,2,0,4,0,0
65,1,1,1,True,True,17215,0,2,1,4,0,0
66,2,1,1,True,True,17215,0,2,2,4,0,0
67,3,1,1,True,True,17215,0,2,3,4,0,0
68,0,1,1,True,True,17215,0,2,4,4,0,0
69,1,1,1,True,True,17215,0,2,5,4,0,0
70,2,1,1,True,True,17215,0,2,6,4,0,0
71,3,1,1,True,True,17215,0,2,7,4,0,0
72,0,1,1,True,True,17215,0,2,8,4,0,0
73,1,1,1,True,True,17215,0,2,9,4,0,0
74,2,1,1,True,True,17215,0,2,10,4,0,0
75,3,1,1,True,True,17215,0,2,11,4,0,0
76,0,3,1,True,True,17215,0,2,12,4,0,0
77,1,3,1,True,True,17215,0,2,13,4,0,0
78,2,3,1,True,True,17215,0,2,14,4,0,0
79,3,3,1,True,True,17215,0,2,15,4,0,0
80,0,1,1,True,True,17215,0,2,0,5,0,0
81,1,1,1,True,True,17215,0,2,1,5,0,0
82,2,1,1,True,True,17215,0,2,2,5,0,0
83,3,1,1,True,True,17215,0,2,3,5,0,0
84,0,1,1,True,True,17215,0,2,4,5,0,0
85,1,1,1,True,True,17215,0,2,5,5,0,0
86,2,1,1,True,True,17215,0,2,6,5,0,0
87,3,1,1,True,True,17215,0,2,7,5,0,0
88,0,1,1,True,True,17215,0,2,8,5,0,0
89,1,1,1,True,True,17215,0,2,9,5,0,0
90,2,1,1,True,True,17215,0,2,10,5,0,0
91,3,1,1,True,True,17215,0,2,11,5,0,0
92,0,3,1,True,True,17215,0,2,12,5,0,0
93,1,3,1,True,True,17215,0,2,13,5,0,0
94,2,3,1,True,True,17215,0,2,14,5,0,0
95,3,3,1,True,True,17215,0,2,15,5,0,0
96,0,1,1,True,True,17215,0,2,0,6,0,0
97,1,1,1,True,True,17215,0,2,1,6,0,0
98,2,1,1,True,True,17215,0,2,2,6,0,0
99,3,1,1,True,True,17215,0,2,3,6,0,0
100,0,1,1,True,True,17215,0,2,4,6,0,0
101,1,1,1,True,True,17215,0,2,5,6,0,0
102,2,1,1,True,True,17215,0,2,6,6,0,0
103,3,1,1,True,True,17215,0,2,7,6,0,0
104,0,1,1,True,True,17215,0,2,8,6,0,0
105,1,1,1,True,True,17215,0,2,9,6,0,0
106,2,1,1,True,True,17215,0,2,10,6,0,0
107,3,1,1,True,True,17215,0,2,11,6,0,0
108,0,3,1,True,True,17215,0,2,12,6,0,0
109,1,3,1,True,True,17215,0,2,13,6,0,0
110,2,3,1,True,True,17215,0,2,14,6,0,0
111,3,3,1,True,True,17215,0,2,15,6,0,0
112,0,1,1,True,True,17215,0,2,0,7,0,0
113,1,1,1,True,True,17215,0,2,1,7,0,0
114,2,1,1,True,True,17215,0,2,2,7,0,0
115,3,1,1,True,True,17215,0,2,3,7,0,0
116,0,1,1,True,True,17215,0,2,4,7,0,0
117,1,1,1,True,True,17215,0,2,5,7,0,0
118,2,1,1,True,True,17215,0,2,6,7,0,0
119,3,1,1,True,True,17215,0,2,7,7,0,0
120,0,1,1,True,True,17215,0,2,8,7,0,0
121,1,1,1,True,True,17215,0,2,9,7,0,0
122,2,1,1,True,True,17215,0,2,10,7,0,0
123,3,1,1,True,True,17215,0,2,11,7,0,0
124,0,3,1,True,True,17215,0,2,12,7,0,0
125,1,3,1,True,True,17215,0,2,13,7,0,0
126,2,3,1,True,True,17215,0,2,14,7,0,0
127,3,3,1,True,True,17215,0,2,15,7,0,0
128,0,1,1,True,True,17215,0,3,0,8,0,0
129,1,1,1,True,True,17215,0,3,1,8,0,0
130,2,1,1,True,True,17215,0,3,2,8,0,0
131,3,1,1,True,True,17215,0,3,3,8,0,0
132,0,1,1,True,True,17215,0,3,4,8,0,0
133,1,1,1,True,True,17215,0,3,5,8,0,0
134,2,1,1,True,True,17215,0,3,6,8,0,0
135,3,1,1,True,True,17215,0,3,7,8,0,0
136,0,1,1,True,True,17215,0,3,8,8,0,0
137,1,1,1,True,True,17215,0,3,9,8,0,0
138,2,1,1,True,True,17215,0,3,10,8,0,0
139,3,1,1,True,True,17215,0,3,11,8,0,0
140,0,3,1,True,True,17215,0,3,12,8,0,0
141,1,3,1,True,True,17215,0,3,13,8,0,0
142,2,3,1,True,True,17215,0,3,14,8,0,0
143,3,3,1,True,True,17215,0,3,15,8,0,0
144,0,1,1,True,True,17215,0,3,0,9,0,0
145,1,1,1,True,True,17215,0,3,1,9,0,0
146,2,1,1,True,True,17215,0,3,2,9,0,0
147,3,1,1,True,True,17215,0,3,3,9,0,0
148,0,1,1,True,True,17215,0,3,4,9,0,0
149,1,1,1,True,True,17215,0,3,5,9,0,0
150,2,1,1,True,True,17215,0,3,6,9,0,0
151,3,1,1,True,True,17215,0,3,7,9,0,0
152,0,1,1,True,True,17215,0,3,8,9,0,0
153,1,1,1,True,True,17215,0,3,9,9,0,0
154,2,1,1,True,True,17215,0,3,10,9,0,0
155,3,1,1,True,True,17215,0,3,11,9,0,0
156,0,3,1,True,True,17215,0,3,12,9,0,0
157,1,3,1,True,True,17215,0,3,13,9,0,0
158,2,3,1,True,True,17215,0,3,14,9,0,0
159,3,3,1,True,True,17215,0,3,15,9,0,0
160,0,1,1,True,True,17215,0,3,0,10,0,0
161,1,1,1,True,True,17215,0,3,1,10,0,0
162,2,1,1,True,True,17215,0,3,2,10,0,0
163,3,1,1,True,True,17215,0,3,3,10,0,0
164,0,1,1,True,True,17215,0,3,4,10,0,0
165,1,1,1,True,True,17215,0,3,5,10,0,0
166,2,1,1,True,True,17215,0,3,6,10,0,0
167,3,1,1,True,True,17215,0,3,7,10,0,0
168,0,1,1,True,True,17215,0,3,8,10,0,0
169,1,1,1,True,True,17215,0,3,9,10,0,0
170,2,1,1,True,True,17215,0,3,10,10,0,0
171,3,1,1,True,True,17215,0,3,11,10,0,0
172,0,3,1,True,True,17215,0,3,12,10,0,0
173,1,3,1,True,True,17215,0,3,13,10,0,0
174,2,3,1,True,True,17215,0,3,14,10,0,0
175,3,3,1,True,True,17215,0,3,15,10,0,0
176,0,1,1,True,True,17215,0,3,0,11,0,0
177,1,1,1,True,True,17215,0,3,1,11,0,0
178,2,1,1,True,True,17215,0,3,2,11,0,0
179,3,1,1,True,True,17215,0,3,3,11,0,0
180,0,1,1,True,True,17215,0,3,4,11,0,0
181,1,1,1,True,True,17215,0,3,5,11,0,0
182,2,1,1,True,True,17215,0,3,6,11,0,0
183,3,1,1,True,True,17215,0,3,7,11,0,0
184,0,1,1,True,True,17215,0,3,8,11,0,0
185,1,1,1,True,True,17215,0,3,9,11,0,0
186,2,1,1,True,True,17215,0,3,10,11,0,0
187,3,1,1,True,True,17215,0,3,11,11,0,0
188,0,3,1,True,True,17215,0,3,12,11,0,0
189,1,3,1,True,True,17215,0,3,13,11,0,0
190,2,3,1,True,True,17215,0,3,14,11,0,0
191,3,3,1,True,True,17215,0,3,15,11,0,0
192,0,1,1,True,True,17215,0,2,0,12,0,0
193,1,1,1,True,True,17215,0,2,1,12,0,0
194,2,1,1,True,True,17215,0,2,2,12,0,0
195,3,1,1,True,True,17215,0,2,3,12,0,0
196,0,1,1,True,True,17215,0,2,4,12,0,0
197,1,1,1,True,True,17215,0,2,5,12,0,0
198,2,1,1,True,True,17215,0,2,6,12,0,0
199,3,1,1,True,True,17215,0,2,7,12,0,0
200,0,1,1,True,True,17215,0,2,8,12,0,0
201,1,1,1,True,True,17215,0,2,9,12,0,0
202,2,1,1,True,True,17215,0,2,10,12,0,0
203,3,1,1,True,True,17215,0,2,11,12,0,0
204,0,3,1,True,True,17215,0,3,12,12,0,0
205,1,3,1,True,True,17215,0,3,13,12,0,0
206,2,3,1,True,True,17215,0,3,14,12,0,0
207,3,3,1,True,True,17215,0,3,15,12,0,0
208,0,1,1,True,True,17215,0,2,0,13,0,0
209,1,1,1,True,True,17215,0,2,1,13,0,0
210,2,1,1,True,True,17215,0,2,2,13,0,0
211,3,1,1,True,True,17215,0,2,3,13,0,0
212,0,1,1,True,True,17215,0,2,4,13,0,0
213,1,1,1,True,True,17215,0,2,5,13,0,0
214,2,1,1,True,True,17215,0,2,6,13,0,0
215,3,1,1,True,True,17215,0,2,7,13,0,0
216,0,1,1,True,True,17215,0,2,8,13,0,0
217,1,1,1,True,True,17215,0,2,9,13,0,0
218,2,1,1,True,True,17215,0,2,10,13,0,0
219,3,1,1,True,True,17215,0,2,11,13,0,0
220,0,3,1,True,True,17215,0,3,12,13,0,0
221,1,3,1,True,True,17215,0,3,13,13,0,0
222,2,3,1,True,True,17215,0,3,14,13,0,0
223,3,3,1,True,True,17215,0,3,15,13,0,0
224,0,1,1,True,True,17215,0,2,0,14,0,0
225,1,1,1,True,True,17215,0,2,1,14,0,0
226,2,1,1,True,True,17215,0,2,2,14,0,0
227,3,1,1,True,True,17215,0,2,3,14,0,0
228,0,1,1,True,True,17215,0,2,4,14,0,0
229,1,1,1,True,True,17215,0,2,5,14,0,0
230,2,1,1,True,True,17215,0,2,6,14,0,0
231,3,1,1,True,True,17215,0,2,7,14,0,0
232,0,1,1,True,True,17215,0,2,8,14,0,0
233,1,1,1,True,True,17215,0,2,9,14,0,0
234,2,1,1,True,True,17215,0,2,10,14,0,0
235,3,1,1,True,True,17215,0,2,11,14,0,0
236,0,3,1,True,True,17215,0,3,12,14,0,0
237,1,3,1,True,True,17215,0,3,13,14,0,0
238,2,3,1,True,True,17215,0,3,14,14,0,0
239,3,3,1,True,True,17215,0,3,15,14,0,0
240,0,1,1,True,True,17215,0,2,0,15,0,0
241,1,1,1,True,True,17215,0,2,1,15,0,0
242,2,1,1,True,True,17215,0,2,2,15,0,0
243,3,1,1,True,True,17215,0,2,3,15,0,0
244,0,1,1,True,True,17215,0,2,4,15,0,0
245,1,1,1,True,True,17215,0,2,5,15,0,0
246,2,1,1,True,True,17215,0,2,6,15,0,0
247,3,1,1,True,True,17215,0,2,7,15,0,0
248,0,1,1,True,True,17215,0,2,8,15,0,0
249,1,1,1,True,True,17215,0,2,9,15,0,0
250,2,1,1,True,True,17215,0,2,10,15,0,0
251,3,1,1,True,True,17215,0,2,11,15,0,0
252,0,3,1,True,True,17215,0,3,12,15,0,0
253,1,3,1,True,True,17215,0,3,13,15,0,0
254,2,3,1,True,True,17215,0,3,14,15,0,0
255,3,3,1,True,True,17215,0,3,15,15,0,0
256,0,1,1,True,True,17215,0,3,0,0,1,0
257,1,1,1,True,True,17215,0,3,1,0,1,0
258,2,1,1,True,True,17215,0,3,2,0,1,0
259,3,1,1,True,True,17215,0,3,3,0,1,0
260,0,1,1,True,True,17215,0,3,4,0,1,0
261,1,1,1,True,True,17215,0,3,5,0,1,0
262,2,1,1,True,True,17215,0,3,6,0,1,0
263,3,1,1,True,True,17215,0,3,7,0,1,0
264,0,1,1,True,True,17215,0,3,8,0,1,0
265,1,1,1,True,True,17215,0,3,9,0,1,0
266,2,1,1,True,True,17215,0,3,10,0,1,0
267,3,1,1,True,True,17215,0,3,11,0,1,0
268,0,3,1,True,True,17215,0,2,12,0,1,0
269,1,3,1,True,True,17215,0,2,13,0,1,0
270,2,3,1,True,True,17215,0,2,14,0,1,0
271,3,3,1,True,True,17215,0,2,15,0,1,0
272,0,1,1,True,True,17215,0,3,0,1,1,0
273,1,1,1,True,True,17215,0,3,1,1,1,0
274,2,1,1,True,True,17215,0,3,2,1,1,0
275,3,1,1,True,True,17215,0,3,3,1,1,0
276,0,1,1,True,True,17215,0,3,4,1,1,0
277,1,1,1,True,True,17215,0,3,5,1,1,0
278,2,1,1,True,True,17215,0,3,6,1,1,0
279,3,1,1,True,True,17215,0,3,7,1,1,0
280,0,1,1,True,True,17215,0,3,8,1,1,0
281,1,1,1,True,True,17215,0,3,9,1,1,0
282,2,1,1,True,True,17215,0,3,10,1,1,0
283,3,1,1,True,True,17215,0,3,11,1,1,0
284,0,3,1,True,True,17215,0,2,12,1,1,0
285,1,3,1,True,True,17215,0,2,13,1,1,0
286,2,3,1,True,True,17215,0,2,14,1,1,0
287,3,3,1,True,True,17215,0,2,15,1,1,0
288,0,1,1,True,True,17215,0,3,0,2,1,0
289,1,1,1,True,True,17215,0,3,1,2,1,0
290,2,1,1,True,True,17215,0,3,2,2,1,0
291,3,1,1,True,True,17215,0,3,3,2,1,0
292,0,1,1,True,True,17215,0,3,4,2,1,0
293,1,1,1,True,True,17215,0,3,5,2,1,0
294,2,1,1,True,True,17215,0,3,6,2,1,0
295,3,1,1,True,True,17215,0,3,7,2,1,0
296,0,1,1,True,True,17215,0,3,8,2,1,0
297,1,1,1,True,True,17215,0,3,9,2,1,0
298,2,1,1,True,True,17215,0,3,10,2,1,0
299,3,1,1,True,True,17215,0,3,11,2,1,0
300,0,3,1,True,True,17215,0,2,12,2,1,0
301,1,3,1,True,True,17215,0,2,13,2,1,0
302,2,3,1,True,True,17215,0,2,14,2,1,0
303,3,3,1,True,True,17215,0,2,15,2,1,0
304,0,1,1,True,True,17215,0,3,0,3,1,0
305,1,1,1,True,True,17215,0,3,1,3,1,0
306,2,1,1,True,True,17215,0,3,2,3,1,0
307,3,1,1,True,True,17215,0,3,3,3,1,0
308,0,1,1,True,True,17215,0,3,4,3,1,0
309,1,1,1,True,True,17215,0,3,5,3,1,0
310,2,1,1,True,True,17215,0,3,6,3,1,0
311,3,1,1,True,True,17215,0,3,7,3,1,0
312,0,1,1,True,True,17215,0,3,8,3,1,0
313,1,1,1,True,True,17215,0,3,9,3,1,0
314,2,1,1,True,True,17215,0,3,10,3,1,0
315,3,1,1,True,True,17215,0,3,11,3,1,0
316,0,3,1,True,True,17215,0,2,12,3,1,0
317,1,3,1,True,True,17215,0,2,13,3,1,0
318,2,3,1,True,True,17215,0,2,14,3,1,0
319,3,3,1,True,True,17215,0,2,15,3,1,0
320,0,1,1,True,True,17215,0,2,0,4,1,0
321,1,1,1,True,True,17215,0,2,1,4,1,0
322,2,1,1,True,True,17215,0,2,2,4,1,0
323,3,1,1,True,True,17215,0,2,3,4,1,0
324,0,1,1,True,True,17215,0,2,4,4,1,0
325,1,1,1,True,True,17215,0,2,5,4,1,0
326,2,1,1,True,True,17215,0,2,6,4,1,0
327,3,1,1,True,True,17215,0,2,7,4,1,0
328,0,1,1,True,True,17215,0,2,8,4,1,0
329,1,1,1,True,True,17215,0,2,9,4,1,0
330,2,1,1,True,True,17215,0,2,10,4,1,0
331,3,1,1,True,True,17215,0,2,11,4,1,0
332,0,3,1,True,True,17215,0,2,12,4,1,0
333,1,3,1,True,True,17215,0,2,13,4,1,0
334,2,3,1,True,True,17215,0,2,14,4,1,0
335,3,3,1,True,True,17215,0,2,15,4,1,0
336,0,1,1,True,True,17215,0,2,0,5,1,0
337,1,1,1,True,True,17215,0,2,1,5,1,0
338,2,1,1,True,True,17215,0,2,2,5,1,0
339,3,1,1,True,True,17215,0,2,3,5,1,0
340,0,1,1,True,True,17215,0,2,4,5,1,0
341,1,1,1,True,True,17215,0,2,5,5,1,0
342,2,1,1,True,True,17215,0,2,6,5,1,0
343,3,1,1,True,True,17215,0,2,7,5,1,0
344,0,1,1,True,True,17215,0,2,8,5,1,0
345,1,1,1,True,True,17215,0,2,9,5,1,0
346,2,1,1,True,True,17215,0,2,10,5,1,0
347,3,1,1,True,True,17215,0,2,11,5,1,0
348,0,3,1,True,True,17215,0,2,12,5,1,0
349,1,3,1,True,True,17215,0,2,13,5,1,0
350,2,3,1,True,True,17215,0,2,14,5,1,0
351,3,3,1,True,True,17215,0,2,15,5,1,0
352,0,1,1,True,True,17215,0,2,0,6,1,0
353,1,1,1,True,True,17215,0,2,1,6,1,0
354,2,1,1,True,True,17215,0,2,2,6,1,0
355,3,1,1,True,True,17215,0,2,3,6,1,0
356,0,1,1,True,True,17215,0,2,4,6,1,0
357,1,1,1,True,True,17215,0,2,5,6,1,0
358,2,1,1,True,True,17215,0,2,6,6,1,0
359,3,1,1,True,True,17215,0,2,7,6,1,0
360,0,1,1,True,True,17215,0,2,8,6,1,0
361,1,1,1,True,True,17215,0,2,9,6,1,0
362,2,1,1,True,True,17215,0,2,10,6,1,0
363,3,1,1,True,True,17215,0,2,11,6,1,0
364,0,3,1,True,True,17215,0,2,12,6,1,0
365,1,3,1,True,True,17215,0,2,13,6,1,0
366,2,3,1,True,True,17215,0,2,14,6,1,0
367,3,3,1,True,True,17215,0,2,15,6,1,0
368,0,1,1,True,True,17215,0,2,0,7,1,0
369,1,1,1,True,True,17215,0,2,1,7,1,0
370,2,1,1,True,True,17215,0,2,2,7,1,0
371,3,1,1,True,True,17215,0,2,3,7,1,0
372,0,1,1,True,True,17215,0,2,4,7,1,0
373,1,1,1,True,True,17215,0,2,5,7,1,0
374,2,1,1,True,True,17215,0,2,6,7,1,0
375,3,1,1,True,True,17215,0,2,7,7,1,0
376,0,1,1,True,True,17215,0,2,8,7,1,0
377,1,1,1,True,True,17215,0,2,9,7,1,0
378,2,1,1,True,True,17215,0,2,10,7,1,0
379,3,1,1,True,True,17215,0,2,11,7,1,0
380,0,3,1,True,True,17215,0,2,12,7,1,0
381,1,3,1,True,True,17215,0,2,13,7,1,0
382,2,3,1,True,True,17215,0,2,14,7,1,0
383,3,3,1,True,True,17215,0,2,15,7,1,0
384,0,1,1,True,True,17215,0,3,0,8,1,0
385,1,1,1,True,True,17215,0,3,1,8,1,0
386,2,1,1,True,True,17215,0,3,2,8,1,0
387,3,1,1,True,True,17215,0,3,3,8,1,0
388,0,1,1,True,True,17215,0,3,4,8,1,0
389,1,1,1,True,True,17215,0,3,5,8,1,0
390,2,1,1,True,True,17215,0,3,6,8,1,0
391,3,1,1,True,True,17215,0,3,7,8,1,0
392,0,1,1,True,True,17215,0,3,8,8,1,0
393,1,1,1,True,True,17215,0,3,9,8,1,0
394,2,1,1,True,True,17215,0,3,10,8,1,0
395,3,1,1,True,True,17215,0,3,11,8,1,0
396,0,3,1,True,True,17215,0,3,12,8,1,0
397,1,3,1,True,True,17215,0,3,13,8,1,0
398,2,3,1,True,True,17215,0,3,14,8,1,0
399,3,3,1,True,True,17215,0,3,15,8,1,0
400,0,1,1,True,True,17215,0,3,0,9,1,0
401,1,1,1,True,True,17215,0,3,1,9,1,0
402,2,1,1,True,True,17215,0,3,2,9,1,0
403,3,1,1,True,True,17215,0,3,3,9,1,0
404,0,1,1,True,True,17215,0,3,4,9,1,0
405,1,1,1,True,True,17215,0,3,5,9,1,0
406,2,1,1,True,True,17215,0,3,6,9,1,0
407,3,1,1,True,True,17215,0,3,7,9,1,0
408,0,1,1,True,True,17215,0,3,8,9,1,0
409,1,1,1,True,True,17215,0,3,9,9,1,0
410,2,1,1,True,True,17215,0,3,10,9,1,0
411,3,1,1,True,True,17215,0,3,11,9,1,0
412,0,3,1,True,True,17215,0,3,12,9,1,0
413,1,3,1,True,True,17215,0,3,13,9,1,0
414,2,3,1,True,True,17215,0,3,14,9,1,0
415,3,3,1,True,True,17215,0,3,15,9,1,0
416,0,1,1,True,True,17215,0,3,0,10,1,0
417,1,1,1,True,True,17215,0,3,1,10,1,0
418,2,1,1,True,True,17215,0,3,2,10,1,0
419,3,1,1,True,True,17215,0,3,3,10,1,0
420,0,1,1,True,True,17215,0,3,4,10,1,0
421,1,1,1,True,True,17215,0,3,5,10,1,0
422,2,1,1,True,True,17215,0,3,6,10,1,0
423,3,1,1,True,True,17215,0,3,7,10,1,0
424,0,1,1,True,True,17215,0,3,8,10,1,0
425,1,1,1,True,True,17215,0,3,9,10,1,0
426,2,1,1,True,True,17215,0,3,10,10,1,0
427,3,1,1,True,True,17215,0,3,11,10,1,0
428,0,3,1,True,True,17215,0,3,12,10,1,0
429,1,3,1,True,True,17215,0,3,13,10,1,0
430,2,3,1,True,True,17215,0,3,14,10,1,0
431,3,3,1,True,True,17215,0,3,15,10,1,0
432,0,1,1,True,True,17215,0,3,0,11,1,0
433,1,1,1,True,True,17215,0,3,1,11,1,0
434,2,1,1,True,True,17215,0,3,2,11,1,0
435,3,1,1,True,True,17215,0,3,3,11,1,0
436,0,1,1,True,True,17215,0,3,4,11,1,0
437,1,1,1,True,True,17215,0,3,5,11,1,0
438,2,1,1,True,True,17215,0,3,6,11,1,0
439,3,1,1,True,True,17215,0,3,7,11,1,0
440,0,1,1,True,True,17215,0,3,8,11,1,0
441,1,1,1,True,True,17215,0,3,9,11,1,0
442,2,1,1,True,True,17215,0,3,10,11,1,0
443,3,1,1,True,True,17215,0,3,11,11,1,0
444,0,3,1,True,True,17215,0,3,12,11,1,0
445,1,3,1,True,True,17215,0,3,13,11,1,0
446,2,3,1,True,True,17215,0,3,14,11,1,0
447,3,3,1,True,True,17215,0,3,15,11,1,0
448,0,1,1,True,True,17215,0,2,0,12,1,0
449,1,1,1,True,True,17215,0,2,1,12,1,0
450,2,1,1,True,True,17215,0,2,2,12,1,0
451,3,1,1,True,True,17215,0,2,3,12,1,0
452,0,1,1,True,True,17215,0,2,4,12,1,0
453,1,1,1,True,True,17215,0,2,5,12,1,0
454,2,1,1,True,True,17215,0,2,6,12,1,0
455,3,1,1,True,True,17215,0,2,7,12,1,0
456,0,1,1,True,True,17215,0,2,8,12,1,0
457,1,1,1,True,True,17215,0,2,9,12,1,0
458,2,1,1,True,True,17215,0,2,10,12,1,0
459,3,1,1,True,True,17215,0,2,11,12,1,0
460,0,3,1,True,True,17215,0,3,12,12,1,0
461,1,3,1,True,True,17215,0,3,13,12,1,0
462,2,3,1,True,True,17215,0,3,14,12,1,0
463,3,3,1,True,True,17215,0,3,15,12,1,0
464,0,1,1,True,True,17215,0,2,0,13,1,0
465,1,1,1,True,True,17215,0,2,1,13,1,0
466,2,1,1,True,True,17215,0,2,2,13,1,0
467,3,1,1,True,True,17215,0,2,3,13,1,0
468,0,1,1,True,True,17215,0,2,4,13,1,0
469,1,1,1,True,True,17215,0,2,5,13,1,0
470,2,1,1,True,True,17215,0,2,6,13,1,0
471,3,1,1,True,True,17215,0,2,7,13,1,0
472,0,1,1,True,True,17215,0,2,8,13,1,0
473,1,1,1,True,True,17215,0,2,9,13,1,0
474,2,1,1,True,True,17215,0,2,10,13,1,0
475,3,1,1,True,True,17215,0,2,11,13,1,0
476,0,3,1,True,True,17215,0,3,12,13,1,0
477,1,3,1,True,True,17215,0,3,13,13,1,0
478,2,3,1,True,True,17215,0,3,14,13,1,0
479,3,3,1,True,True,17215,0,3,15,13,1,0
480,0,1,1,True,True,17215,0,2,0,14,1,0
481,1,1,1,True,True,17215,0,2,1,14,1,0
482,2,1,1,True,True,17215,0,2,2,14,1,0
483,3,1,1,True,True,17215,0,2,3,14,1,0
484,0,1,1,True,True,17215,0,2,4,14,1,0
485,1,1,1,True,True,17215,0,2,5,14,1,0
486,2,1,1,True,True,17215,0,2,6,14,1,0
487,3,1,1,True,True,17215,0,2,7,14,1,0
488,0,1,1,True,True,17215,0,2,8,14,1,0
489,1,1,1,True,True,17215,0,2,9,14,1,0
490,2,1,1,True,True,17215,0,2,10,14,1,0
491,3,1,1,True,True,17215,0,2,11,14,1,0
492,0,3,1,True,True,17215,0,3,12,14,1,0
493,1,3,1,True,True,17215,0,3,13,14,1,0
494,2,3,1,True,True,17215,0,3,14,14,1,0
495,3,3,1,True,True,17215,0,3,15,14,1,0
496,0,1,1,True,True,17215,0,2,0,15,1,0
497,1,1,1,True,True,17215,0,2,1,15,1,0
498,2,1,1,True,True,17215,0,2,2,15,1,0
499,3,1,1,True,True,17215,0,2,3,15,1,0
500,0,1,1,True,True,17215,0,2,4,15,1,0
501,1,1,1,True,True,17215,0,2,5,15,1,0
502,2,1,1,True,True,17215,0,2,6,15,1,0
503,3,1,1,True,True,17215,0,2,7,15,1,0
504,0,1,1,True,True,17215,0,2,8,15,1,0
505,1,1,1,True,True,17215,0,2,9,15,1,0
506,2,1,1,True,True,17215,0,2,10,15,1,0
507,3,1,1,True,True,17215,0,2,11,15,1,0
508,0,3,1,True,True,17215,0,3,12,15,1,0
509,1,3,1,True,True,17215,0,3,13,15,1,0
510,2,3,1,True,True,17215,0,3,14,15,1,0
511,3,3,1,True,True,17215,0,3,15,15,1,0
512,0,1,1,True,True,17215,0,3,0,0,2,0
513,1,1,1,True,True,17215,0,3,1,0,2,0
514,2,1,1,True,True,17215,0,3,2,0,2,0
