graph_id,source_observer,target_observer,source_nodes,target_nodes,n_micro_edges,shared_classes,residual_bits,residual_qcoords,label_entropy_bits,transport_mi_norm,deterministic_accuracy,live_quotient
86,2,0,2,4 12 13 16,4,1,0.0,0.0,-0.0,0.0,1.0,0
86,5,4,9,7,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
86,4,3,7,10,1,2,1.0,0.5,0.8112781244591328,1.0,1.0,1
86,4,0,7,11,1,1,0.0,0.0,-0.0,0.0,1.0,0
86,2,1,2,14,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
87,3,1,16,2,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
87,1,0,2,3,1,1,0.0,0.0,-0.0,0.0,1.0,0
87,3,0,4 9 15,3,3,1,0.0,0.0,-0.0,0.0,1.0,0
87,3,2,9,10,1,2,1.0,0.5,1.0,1.0,1.0,1
88,2,0,0 6 10 13,3,4,4,2.0,1.0,1.9975647727865429,1.0,1.0,1
88,2,1,1 16,15,2,4,2.0,1.0,1.6225562489182659,1.0,1.0,1
89,1,0,5 10 12 16,17,4,4,2.0,1.0,1.99901850270364,1.0,1.0,1
91,5,4,7,0 1 3,3,1,0.0,0.0,-0.0,0.0,1.0,0
91,4,1,2 15,6,2,1,0.0,0.0,-0.0,0.0,1.0,0
91,2,1,9,6,1,1,0.0,0.0,-0.0,0.0,1.0,0
91,4,2,0 14 15 17,9,4,4,2.0,1.0,1.9961263726086391,1.0,1.0,1
91,1,0,6,11,1,1,0.0,0.0,-0.0,0.0,1.0,0
91,4,0,15 17,11,2,1,0.0,0.0,-0.0,0.0,1.0,0
91,4,3,8,13,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
92,7,4,3 12,0,2,1,0.0,0.0,-0.0,0.0,1.0,0
92,8,4,4,0,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,6,4,13,0,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,4,1,0,2,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,12,1,9,2,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,9,7,6,3 5,2,1,0.0,0.0,-0.0,0.0,1.0,0
92,10,7,15,3 5,2,1,0.0,0.0,-0.0,0.0,1.0,0
92,9,8,6,4,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,11,8,7,4,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,10,8,15,4,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,10,9,15,6,1,2,1.0,0.5,0.8112781244591328,1.0,1.0,1
92,13,12,8,9,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
92,4,2,0,10,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,13,2,8,10,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,12,2,9,10,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,6,2,13,10,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,14,7,11,12,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,7,6,12,13,1,2,1.0,0.5,0.8112781244591328,1.0,1.0,1
92,4,3,0,14,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,7,3,1,14,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,11,10,7,15,1,4,2.0,1.0,2.0,1.0,1.0,1
92,8,5,4,16,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,7,5,5 12,16,2,1,0.0,0.0,-0.0,0.0,1.0,0
92,12,5,9,16,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,1,0,2,17,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,12,0,9,17,1,1,0.0,0.0,-0.0,0.0,1.0,0
92,6,0,13,17,1,1,0.0,0.0,-0.0,0.0,1.0,0
93,3,2,17,1 5 12 15,4,1,0.0,0.0,-0.0,0.0,1.0,0
93,2,1,0 1 14,10,3,4,2.0,1.0,1.9078900545311066,1.0,1.0,1
93,2,0,4 7 15,16,3,4,2.0,1.0,1.9690753436872923,1.0,1.0,1
94,7,5,15,1,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,8,5,16,1,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,8,7,16,3 17,2,1,0.0,0.0,-0.0,0.0,1.0,0
94,7,6,3,4,1,2,1.0,0.5,1.0,1.0,1.0,1
94,7,3,6 11 15,7,3,1,0.0,0.0,-0.0,0.0,1.0,0
94,4,3,10,7,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,7,1,3 8 17,9,3,1,0.0,0.0,-0.0,0.0,1.0,0
94,2,1,12,9,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,5,4,1,10,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
94,6,2,4,12,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,7,2,5 15,12,2,1,0.0,0.0,-0.0,0.0,1.0,0
94,3,2,7,12,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,7,0,2 13,14,2,1,0.0,0.0,-0.0,0.0,1.0,0
94,3,0,7,14,1,1,0.0,0.0,-0.0,0.0,1.0,0
94,1,0,9,14,1,1,0.0,0.0,-0.0,0.0,1.0,0
95,2,0,2 3 12,1,3,4,2.0,1.0,1.8562908277287586,1.0,1.0,1
95,3,2,10,4 11 12 15 17,5,1,0.0,0.0,-0.0,0.0,1.0,0
95,3,1,10,13,1,1,0.0,0.0,-0.0,0.0,1.0,0
95,2,1,12 16,13,2,1,0.0,0.0,-0.0,0.0,1.0,0
96,6,5,5,0,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,5,1,0 4,1,2,1,0.0,0.0,-0.0,0.0,1.0,0
96,7,1,2,1,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,4,1,12,1,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,9,7,10,2,1,2,1.0,0.5,0.8112781244591328,1.0,1.0,1
96,7,6,2,5,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
96,5,4,4 13,6 12,3,1,0.0,0.0,-0.0,0.0,1.0,0
96,9,4,10,6 14 17,3,1,0.0,0.0,-0.0,0.0,1.0,0
96,5,3,8,7,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
96,7,2,2,9,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,5,2,4,9,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,3,2,7,9,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,4,2,12,9,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,9,5,10,11,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,1,0,1,15,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,5,0,4,15,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,3,0,7,15,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,9,0,10,15,1,1,0.0,0.0,-0.0,0.0,1.0,0
96,8,4,3,17,1,1,0.0,0.0,-0.0,0.0,1.0,0
97,4,3,1,0,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
97,4,2,1,4 7 9 10 11 15,6,1,0.0,0.0,-0.0,0.0,1.0,0
97,2,0,3 8 10 13,6,4,4,2.0,1.0,1.9967950827629704,1.0,1.0,1
97,3,2,0,7 14,2,1,0.0,0.0,-0.0,0.0,1.0,0
97,3,1,0,12,1,1,0.0,0.0,-0.0,0.0,1.0,0
97,4,1,1,12,1,1,0.0,0.0,-0.0,0.0,1.0,0
97,2,1,4 17,12,2,1,0.0,0.0,-0.0,0.0,1.0,0
98,4,1,17,0 8 14,3,1,0.0,0.0,-0.0,0.0,1.0,0
98,3,1,16,6,1,1,0.0,0.0,-0.0,0.0,1.0,0
98,2,1,1,7 9 13,3,1,0.0,0.0,-0.0,0.0,1.0,0
98,1,0,0 6,15,2,4,2.0,1.0,1.882856063692049,1.0,1.0,1
99,2,0,7 9,11,2,1,0.0,0.0,-0.0,0.0,1.0,0
99,1,0,15,11,1,1,0.0,0.0,-0.0,0.0,1.0,0
99,2,1,0,15,1,3,1.584962500721156,0.792481250360578,1.5,1.0,1.0,1
