kB,kA,q,w,horizon,observer_init,n_rec_B,n_A_states,n_joint_states,n_schedules,logRecB_bits,memory_bits,cut_bits,physical_bound_bits,signature_classes,signature_bits,zero_error_code_size,zero_error_exact,zero_error_bits,shannon_capacity_bits,zero_error_over_volume,capacity_over_volume,capacity_per_boundary_symbol,nontrivial_sccs,interface,seed,extra_B,extra_A
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21151,2,3
2,3,4,1,1,zero,4,64,1024,12,2.0,6.0,2.0,2.0,3,1.584962500721156,1,True,0.0,0.8333333331961369,0.0,0.41666666659806845,0.41666666659806845,2,"((0, 0),)",21152,2,3
2,3,4,1,2,zero,4,64,1024,12,2.0,6.0,4.0,2.0,4,2.0,1,True,0.0,0.23078838948961225,0.0,0.11539419474480613,0.11539419474480613,2,"((0, 0),)",21152,2,3
2,3,4,1,3,zero,4,64,1024,12,2.0,6.0,6.0,2.0,2,1.0,1,True,0.0,0.07827062710120666,0.0,0.03913531355060333,0.03913531355060333,2,"((0, 0),)",21152,2,3
2,3,4,1,1,zero,5,64,1024,12,2.321928094887362,6.0,2.0,2.0,4,2.0,2,True,1.0,1.260443837484492,0.43067655807339306,0.5428436135726402,0.630221918742246,2,"((0, 0),)",21153,2,3
2,3,4,1,2,zero,5,64,1024,12,2.321928094887362,6.0,4.0,2.321928094887362,5,2.321928094887362,1,True,0.0,0.8395979009303693,0.0,0.36159513413833716,0.4197989504651847,2,"((0, 0),)",21153,2,3
2,3,4,1,3,zero,5,64,1024,12,2.321928094887362,6.0,6.0,2.321928094887362,4,2.0,1,True,0.0,0.5637175011228327,0.0,0.24277991310931568,0.28185875056141635,2,"((0, 0),)",21153,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21154,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21154,2,3
2,3,4,1,3,zero,1,64,1024,12,0.0,6.0,6.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21154,2,3
2,3,4,1,1,zero,2,64,1024,12,1.0,6.0,2.0,1.0,2,1.0,1,True,0.0,0.3333333333333334,0.0,0.3333333333333334,0.1666666666666667,2,"((0, 0),)",21155,2,3
2,3,4,1,2,zero,2,64,1024,12,1.0,6.0,4.0,1.0,2,1.0,1,True,0.0,0.3706526019521735,0.0,0.3706526019521735,0.18532630097608674,2,"((0, 0),)",21155,2,3
2,3,4,1,3,zero,2,64,1024,12,1.0,6.0,6.0,1.0,2,1.0,1,True,0.0,0.34238241110865497,0.0,0.34238241110865497,0.17119120555432749,2,"((0, 0),)",21155,2,3
2,3,4,1,1,zero,1,64,1024,12,0.0,6.0,2.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21156,2,3
2,3,4,1,2,zero,1,64,1024,12,0.0,6.0,4.0,0.0,1,0.0,1,True,0.0,0.0,,,0.0,2,"((0, 0),)",21156,2,3
