k,q,w,ratio,n_rec,n_img,qk,one_over_e_ref,part_surv_full_count,part_surv_image_count,orbit_dim_image,orbit_dim_recurrent,R_active,R_passive_h1,R_passive_h2,ensemble,density,instance,seed,R_active_classes
2,4,1,0.5,1,4,16,0.31640625,0.625,0.41666666666666663,0.5,0.0,,,,scc,2,46,130137,
2,4,1,0.5,4,6,16,0.31640625,0.5,0.375,0.646240625180289,0.5,1.0,1.0,1.0,scc,2,47,130138,4.0
2,4,1,0.5,5,5,16,0.31640625,0.5,0.3333333333333333,0.5804820237218405,0.5804820237218405,1.0,1.0,1.0,scc,2,48,130139,5.0
2,4,1,0.5,5,5,16,0.31640625,0.5,0.3333333333333333,0.5804820237218405,0.5804820237218405,1.0,1.0,1.0,scc,2,49,130140,5.0
2,4,1,0.5,1,5,16,0.31640625,0.5,0.3333333333333333,0.5804820237218405,0.0,,,,scc,2,50,130141,
2,4,1,0.5,2,3,16,0.31640625,0.625,0.41666666666666663,0.3962406251802891,0.25,1.0,1.0,1.0,scc,2,51,130142,2.0
2,4,1,0.5,1,5,16,0.31640625,0.5,0.3333333333333333,0.5804820237218405,0.0,,,,scc,2,52,130143,
2,4,1,0.5,4,5,16,0.31640625,0.625,0.41666666666666663,0.5804820237218405,0.5,1.0,1.0,1.0,scc,2,53,130144,4.0
2,4,1,0.5,4,6,16,0.31640625,0.5,0.3333333333333333,0.646240625180289,0.5,1.0,1.0,1.0,scc,2,54,130145,4.0
2,4,1,0.5,2,3,16,0.31640625,0.625,0.41666666666666663,0.3962406251802891,0.25,1.0,1.0,1.0,scc,2,55,130146,2.0
2,4,1,0.5,1,4,16,0.31640625,0.625,0.41666666666666663,0.5,0.0,,,,scc,2,56,130147,
2,4,1,0.5,1,4,16,0.31640625,0.625,0.41666666666666663,0.5,0.0,,,,scc,2,57,130148,
2,4,1,0.5,6,6,16,0.31640625,0.5,0.3333333333333333,0.646240625180289,0.646240625180289,1.0,1.0,1.0,scc,2,58,130149,6.0
2,4,1,0.5,1,5,16,0.31640625,0.5,0.3333333333333333,0.5804820237218405,0.0,,,,scc,2,59,130150,
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,0,140098,2.0
2,6,1,0.5,1,5,36,0.3348979766803842,0.6666666666666666,0.3333333333333333,0.4491222008519636,0.0,,,,scc,2,1,140099,
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,2,140100,2.0
2,6,1,0.5,4,7,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5430165662508459,0.3868528072345416,1.0,1.0,1.0,scc,2,3,140101,4.0
2,6,1,0.5,6,6,36,0.3348979766803842,0.6666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,scc,2,4,140102,6.0
2,6,1,0.5,6,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.5,1.0,1.0,1.0,scc,2,5,140103,6.0
2,6,1,0.5,4,9,36,0.3348979766803842,0.41666666666666663,0.225,0.6131471927654585,0.3868528072345416,1.0,1.0,1.0,scc,2,6,140104,4.0
2,6,1,0.5,2,6,36,0.3348979766803842,0.5,0.25,0.5,0.1934264036172708,1.0,1.0,1.0,scc,2,7,140105,2.0
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,8,140106,2.0
2,6,1,0.5,5,7,36,0.3348979766803842,0.5,0.26666666666666666,0.5430165662508459,0.4491222008519636,1.0,1.0,1.0,scc,2,9,140107,5.0
2,6,1,0.5,2,5,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.4491222008519636,0.1934264036172708,1.0,1.0,1.0,scc,2,10,140108,2.0
2,6,1,0.5,6,9,36,0.3348979766803842,0.25,0.18333333333333335,0.6131471927654585,0.5,1.0,1.0,1.0,scc,2,11,140109,6.0
2,6,1,0.5,1,5,36,0.3348979766803842,0.6666666666666667,0.375,0.4491222008519636,0.0,,,,scc,2,12,140110,
2,6,1,0.5,4,7,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5430165662508459,0.3868528072345416,1.0,1.0,1.0,scc,2,13,140111,4.0
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,14,140112,2.0
2,6,1,0.5,5,8,36,0.3348979766803842,0.41666666666666663,0.25,0.5802792108518123,0.4491222008519636,1.0,1.0,1.0,scc,2,15,140113,5.0
2,6,1,0.5,9,9,36,0.3348979766803842,0.3333333333333333,0.2,0.6131471927654585,0.6131471927654585,1.0,1.0,1.0,scc,2,16,140114,9.0
2,6,1,0.5,1,7,36,0.3348979766803842,0.5,0.25,0.5430165662508459,0.0,,,,scc,2,17,140115,
2,6,1,0.5,2,5,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.4491222008519636,0.1934264036172708,1.0,1.0,1.0,scc,2,18,140116,2.0
2,6,1,0.5,1,7,36,0.3348979766803842,0.5,0.26666666666666666,0.5430165662508459,0.0,,,,scc,2,19,140117,
2,6,1,0.5,1,7,36,0.3348979766803842,0.5,0.25,0.5430165662508459,0.0,,,,scc,2,20,140118,
2,6,1,0.5,1,6,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5,0.0,,,,scc,2,21,140119,
2,6,1,0.5,1,7,36,0.3348979766803842,0.5,0.25,0.5430165662508459,0.0,,,,scc,2,22,140120,
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,23,140121,2.0
2,6,1,0.5,1,4,36,0.3348979766803842,0.75,0.41666666666666663,0.3868528072345416,0.0,,,,scc,2,24,140122,
2,6,1,0.5,6,10,36,0.3348979766803842,0.3333333333333333,0.2,0.6425486044692345,0.5,1.0,1.0,1.0,scc,2,25,140123,6.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,26,140124,4.0
2,6,1,0.5,8,9,36,0.3348979766803842,0.41666666666666663,0.225,0.6131471927654585,0.5802792108518123,1.0,1.0,1.0,scc,2,27,140125,8.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,28,140126,4.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.26666666666666666,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,29,140127,4.0
2,6,1,0.5,5,9,36,0.3348979766803842,0.3333333333333333,0.20833333333333331,0.6131471927654585,0.4491222008519636,1.0,1.0,1.0,scc,2,30,140128,5.0
2,6,1,0.5,2,5,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.4491222008519636,0.1934264036172708,1.0,1.0,1.0,scc,2,31,140129,2.0
2,6,1,0.5,1,5,36,0.3348979766803842,0.6666666666666667,0.375,0.4491222008519636,0.0,,,,scc,2,32,140130,
2,6,1,0.5,2,6,36,0.3348979766803842,0.5,0.26666666666666666,0.5,0.1934264036172708,1.0,1.0,1.0,scc,2,33,140131,2.0
2,6,1,0.5,4,7,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5430165662508459,0.3868528072345416,1.0,1.0,1.0,scc,2,34,140132,4.0
2,6,1,0.5,2,5,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.4491222008519636,0.1934264036172708,1.0,1.0,1.0,scc,2,35,140133,2.0
2,6,1,0.5,5,7,36,0.3348979766803842,0.5,0.25,0.5430165662508459,0.4491222008519636,1.0,1.0,1.0,scc,2,36,140134,5.0
2,6,1,0.5,4,9,36,0.3348979766803842,0.41666666666666663,0.225,0.6131471927654585,0.3868528072345416,1.0,1.0,1.0,scc,2,37,140135,4.0
2,6,1,0.5,1,6,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5,0.0,,,,scc,2,38,140136,
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,39,140137,4.0
2,6,1,0.5,1,6,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5,0.0,,,,scc,2,40,140138,
2,6,1,0.5,2,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.1934264036172708,1.0,1.0,1.0,scc,2,41,140139,2.0
2,6,1,0.5,1,8,36,0.3348979766803842,0.41666666666666663,0.225,0.5802792108518123,0.0,,,,scc,2,42,140140,
2,6,1,0.5,5,7,36,0.3348979766803842,0.5,0.26666666666666666,0.5430165662508459,0.4491222008519636,1.0,1.0,1.0,scc,2,43,140141,5.0
2,6,1,0.5,1,6,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5,0.0,,,,scc,2,44,140142,
2,6,1,0.5,1,9,36,0.3348979766803842,0.3333333333333333,0.2,0.6131471927654585,0.0,,,,scc,2,45,140143,
2,6,1,0.5,4,7,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5430165662508459,0.3868528072345416,1.0,1.0,1.0,scc,2,46,140144,4.0
2,6,1,0.5,2,4,36,0.3348979766803842,0.6666666666666666,0.3333333333333333,0.3868528072345416,0.1934264036172708,1.0,1.0,1.0,scc,2,47,140145,2.0
2,6,1,0.5,6,7,36,0.3348979766803842,0.41666666666666663,0.225,0.5430165662508459,0.5,1.0,1.0,1.0,scc,2,48,140146,6.0
2,6,1,0.5,1,6,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5,0.0,,,,scc,2,49,140147,
2,6,1,0.5,4,7,36,0.3348979766803842,0.5833333333333333,0.29166666666666663,0.5430165662508459,0.3868528072345416,1.0,1.0,1.0,scc,2,50,140148,4.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,51,140149,4.0
2,6,1,0.5,2,6,36,0.3348979766803842,0.5,0.26666666666666666,0.5,0.1934264036172708,1.0,1.0,1.0,scc,2,52,140150,2.0
2,6,1,0.5,4,9,36,0.3348979766803842,0.41666666666666663,0.225,0.6131471927654585,0.3868528072345416,1.0,1.0,1.0,scc,2,53,140151,4.0
2,6,1,0.5,6,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.5,1.0,1.0,1.0,scc,2,54,140152,6.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,55,140153,4.0
2,6,1,0.5,2,4,36,0.3348979766803842,0.6666666666666666,0.3333333333333333,0.3868528072345416,0.1934264036172708,1.0,1.0,1.0,scc,2,56,140154,2.0
2,6,1,0.5,4,8,36,0.3348979766803842,0.5,0.25,0.5802792108518123,0.3868528072345416,1.0,1.0,1.0,scc,2,57,140155,4.0
2,6,1,0.5,4,9,36,0.3348979766803842,0.41666666666666663,0.225,0.6131471927654585,0.3868528072345416,1.0,1.0,1.0,scc,2,58,140156,4.0
2,6,1,0.5,1,7,36,0.3348979766803842,0.5,0.26666666666666666,0.5430165662508459,0.0,,,,scc,2,59,140157,
2,8,1,0.5,4,10,64,0.34360891580581665,0.5,0.2,0.5536546824812272,0.33333333333333337,1.0,1.0,1.0,scc,2,0,150105,4.0
2,8,1,0.5,4,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.33333333333333337,1.0,1.0,1.0,scc,2,1,150106,4.0
2,8,1,0.5,8,10,64,0.34360891580581665,0.5,0.20833333333333331,0.5536546824812272,0.5,1.0,1.0,1.0,scc,2,2,150107,8.0
2,8,1,0.5,4,8,64,0.34360891580581665,0.625,0.25,0.5,0.33333333333333337,1.0,1.0,1.0,scc,2,3,150108,4.0
2,8,1,0.5,6,10,64,0.34360891580581665,0.5,0.2,0.5536546824812272,0.43082708345352605,1.0,1.0,1.0,scc,2,4,150109,6.0
2,8,1,0.5,5,9,64,0.34360891580581665,0.5,0.20833333333333331,0.5283208335737188,0.3869880158145604,1.0,1.0,1.0,scc,2,5,150110,5.0
2,8,1,0.5,6,9,64,0.34360891580581665,0.5625,0.225,0.5283208335737188,0.43082708345352605,1.0,1.0,1.0,scc,2,6,150111,6.0
2,8,1,0.5,4,10,64,0.34360891580581665,0.5,0.20833333333333331,0.5536546824812272,0.33333333333333337,1.0,1.0,1.0,scc,2,7,150112,4.0
2,8,1,0.5,1,9,64,0.34360891580581665,0.5,0.20833333333333331,0.5283208335737188,0.0,,,,scc,2,8,150113,
2,8,1,0.5,8,13,64,0.34360891580581665,0.3125,0.15476190476190477,0.6167399530235154,0.5,1.0,1.0,1.0,scc,2,9,150114,8.0
2,8,1,0.5,6,10,64,0.34360891580581665,0.5,0.2,0.5536546824812272,0.43082708345352605,1.0,1.0,1.0,scc,2,10,150115,6.0
2,8,1,0.5,6,12,64,0.34360891580581665,0.375,0.17142857142857143,0.5974937501201928,0.43082708345352605,1.0,1.0,1.0,scc,2,11,150116,6.0
2,8,1,0.5,5,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.3869880158145604,1.0,1.0,1.0,scc,2,12,150117,5.0
2,8,1,0.5,6,9,64,0.34360891580581665,0.5625,0.25,0.5283208335737188,0.43082708345352605,1.0,1.0,1.0,scc,2,13,150118,6.0
2,8,1,0.5,2,8,64,0.34360891580581665,0.5,0.2,0.5,0.16666666666666669,1.0,1.0,1.0,scc,2,14,150119,2.0
2,8,1,0.5,5,9,64,0.34360891580581665,0.5,0.20833333333333331,0.5283208335737188,0.3869880158145604,1.0,1.0,1.0,scc,2,15,150120,5.0
2,8,1,0.5,1,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.0,,,,scc,2,16,150121,
2,8,1,0.5,1,9,64,0.34360891580581665,0.5,0.20833333333333331,0.5283208335737188,0.0,,,,scc,2,17,150122,
2,8,1,0.5,6,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.43082708345352605,1.0,1.0,1.0,scc,2,18,150123,6.0
2,8,1,0.5,8,10,64,0.34360891580581665,0.5,0.20833333333333331,0.5536546824812272,0.5,1.0,1.0,1.0,scc,2,19,150124,8.0
2,8,1,0.5,2,7,64,0.34360891580581665,0.5625,0.225,0.46789248700960073,0.16666666666666669,1.0,1.0,1.0,scc,2,20,150125,2.0
2,8,1,0.5,1,12,64,0.34360891580581665,0.3125,0.15476190476190477,0.5974937501201928,0.0,,,,scc,2,21,150126,
2,8,1,0.5,6,13,64,0.34360891580581665,0.3125,0.15476190476190477,0.6167399530235154,0.43082708345352605,1.0,1.0,1.0,scc,2,22,150127,6.0
2,8,1,0.5,2,10,64,0.34360891580581665,0.375,0.17142857142857143,0.5536546824812272,0.16666666666666669,1.0,1.0,1.0,scc,2,23,150128,2.0
2,8,1,0.5,4,7,64,0.34360891580581665,0.6875,0.29166666666666663,0.46789248700960073,0.33333333333333337,1.0,1.0,1.0,scc,2,24,150129,4.0
2,8,1,0.5,6,10,64,0.34360891580581665,0.5,0.20833333333333331,0.5536546824812272,0.43082708345352605,1.0,1.0,1.0,scc,2,25,150130,6.0
2,8,1,0.5,1,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.0,,,,scc,2,26,150131,
2,8,1,0.5,1,9,64,0.34360891580581665,0.5,0.2,0.5283208335737188,0.0,,,,scc,2,27,150132,
2,8,1,0.5,1,11,64,0.34360891580581665,0.375,0.16666666666666666,0.5765719364395496,0.0,,,,scc,2,28,150133,
2,8,1,0.5,4,10,64,0.34360891580581665,0.5,0.20833333333333331,0.5536546824812272,0.33333333333333337,1.0,1.0,1.0,scc,2,29,150134,4.0
2,8,1,0.5,5,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.3869880158145604,1.0,1.0,1.0,scc,2,30,150135,5.0
2,8,1,0.5,1,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.0,,,,scc,2,31,150136,
2,8,1,0.5,5,9,64,0.34360891580581665,0.5,0.20833333333333331,0.5283208335737188,0.3869880158145604,1.0,1.0,1.0,scc,2,32,150137,5.0
2,8,1,0.5,1,8,64,0.34360891580581665,0.5625,0.225,0.5,0.0,,,,scc,2,33,150138,
2,8,1,0.5,9,12,64,0.34360891580581665,0.3125,0.15476190476190477,0.5974937501201928,0.5283208335737188,1.0,1.0,1.0,scc,2,34,150139,9.0
2,8,1,0.5,5,8,64,0.34360891580581665,0.5625,0.225,0.5,0.3869880158145604,1.0,1.0,1.0,scc,2,35,150140,5.0
2,8,1,0.5,4,9,64,0.34360891580581665,0.5625,0.225,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,36,150141,4.0
2,8,1,0.5,6,8,64,0.34360891580581665,0.5,0.20833333333333331,0.5,0.43082708345352605,1.0,1.0,1.0,scc,2,37,150142,6.0
2,8,1,0.5,5,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.3869880158145604,1.0,1.0,1.0,scc,2,38,150143,5.0
2,8,1,0.5,8,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.5,1.0,1.0,1.0,scc,2,39,150144,8.0
2,8,1,0.5,1,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.0,,,,scc,2,40,150145,
2,8,1,0.5,1,8,64,0.34360891580581665,0.5625,0.225,0.5,0.0,,,,scc,2,41,150146,
2,8,1,0.5,1,9,64,0.34360891580581665,0.5,0.2,0.5283208335737188,0.0,,,,scc,2,42,150147,
2,8,1,0.5,6,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.43082708345352605,1.0,1.0,1.0,scc,2,43,150148,6.0
2,8,1,0.5,1,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.0,,,,scc,2,44,150149,
2,8,1,0.5,4,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.33333333333333337,1.0,1.0,1.0,scc,2,45,150150,4.0
2,8,1,0.5,5,9,64,0.34360891580581665,0.5,0.2,0.5283208335737188,0.3869880158145604,1.0,1.0,1.0,scc,2,46,150151,5.0
2,8,1,0.5,3,7,64,0.34360891580581665,0.5,0.2,0.46789248700960073,0.2641604167868594,1.0,1.0,1.0,scc,2,47,150152,3.0
2,8,1,0.5,2,8,64,0.34360891580581665,0.5,0.2,0.5,0.16666666666666669,1.0,1.0,1.0,scc,2,48,150153,2.0
2,8,1,0.5,3,8,64,0.34360891580581665,0.4375,0.18333333333333335,0.5,0.2641604167868594,1.0,1.0,1.0,scc,2,49,150154,3.0
2,8,1,0.5,7,9,64,0.34360891580581665,0.5,0.2,0.5283208335737188,0.46789248700960073,1.0,1.0,1.0,scc,2,50,150155,7.0
2,8,1,0.5,8,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.5,1.0,1.0,1.0,scc,2,51,150156,8.0
2,8,1,0.5,6,11,64,0.34360891580581665,0.4375,0.18333333333333335,0.5765719364395496,0.43082708345352605,1.0,1.0,1.0,scc,2,52,150157,6.0
2,8,1,0.5,2,9,64,0.34360891580581665,0.4375,0.18333333333333335,0.5283208335737188,0.16666666666666669,1.0,1.0,1.0,scc,2,53,150158,2.0
2,8,1,0.5,2,7,64,0.34360891580581665,0.5625,0.225,0.46789248700960073,0.16666666666666669,1.0,1.0,1.0,scc,2,54,150159,2.0
2,8,1,0.5,1,9,64,0.34360891580581665,0.5,0.2,0.5283208335737188,0.0,,,,scc,2,55,150160,
2,8,1,0.5,8,11,64,0.34360891580581665,0.3125,0.15476190476190477,0.5765719364395496,0.5,1.0,1.0,1.0,scc,2,56,150161,8.0
2,8,1,0.5,5,10,64,0.34360891580581665,0.4375,0.18333333333333335,0.5536546824812272,0.3869880158145604,1.0,1.0,1.0,scc,2,57,150162,5.0
2,8,1,0.5,6,9,64,0.34360891580581665,0.5625,0.225,0.5283208335737188,0.43082708345352605,1.0,1.0,1.0,scc,2,58,150163,6.0
2,8,1,0.5,2,8,64,0.34360891580581665,0.5,0.2,0.5,0.16666666666666669,1.0,1.0,1.0,scc,2,59,150164,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,0,160112,
3,2,1,0.3333333333333333,7,7,8,0.25,0.5,0.5,0.9357849740192015,0.9357849740192015,1.0,0.7124143742160444,0.8270874753469162,scc,2,1,160113,7.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,0.0,0.0,0.0,scc,2,2,160114,1.0
3,2,1,0.3333333333333333,8,8,8,0.25,0.5,0.5,1.0,1.0,0.9357849740192015,0.6666666666666667,0.7739760316291208,scc,2,3,160115,7.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,0.0,0.0,0.0,scc,2,4,160116,1.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,5,160117,
3,2,1,0.3333333333333333,1,2,8,0.25,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.0,,,,scc,2,6,160118,
3,2,1,0.3333333333333333,1,5,8,0.25,0.5,0.5,0.7739760316291208,0.0,,,,scc,2,7,160119,
3,2,1,0.3333333333333333,1,2,8,0.25,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.0,,,,scc,2,8,160120,
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,9,160121,
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,10,160122,
3,2,1,0.3333333333333333,2,5,8,0.25,0.5,0.5,0.7739760316291208,0.33333333333333337,1.0,1.0,1.0,scc,2,11,160123,2.0
3,2,1,0.3333333333333333,1,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.0,,,,scc,2,12,160124,
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,13,160125,
3,2,1,0.3333333333333333,2,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,14,160126,2.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,15,160127,2.0
3,2,1,0.3333333333333333,1,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.0,,,,scc,2,16,160128,
3,2,1,0.3333333333333333,7,7,8,0.25,0.5,0.5,0.9357849740192015,0.9357849740192015,0.9207822211616018,0.7124143742160444,0.9207822211616018,scc,2,17,160129,6.0
3,2,1,0.3333333333333333,1,2,8,0.25,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.0,,,,scc,2,18,160130,
3,2,1,0.3333333333333333,2,3,8,0.25,0.5,0.5,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,19,160131,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,20,160132,
3,2,1,0.3333333333333333,2,3,8,0.25,0.5,0.5,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,21,160133,2.0
3,2,1,0.3333333333333333,8,8,8,0.25,0.5,0.5,1.0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,scc,2,22,160134,4.0
3,2,1,0.3333333333333333,7,7,8,0.25,0.5,0.5,0.9357849740192015,0.9357849740192015,0.9207822211616018,0.7124143742160444,0.9207822211616018,scc,2,23,160135,6.0
3,2,1,0.3333333333333333,6,6,8,0.25,0.5,0.5,0.8616541669070521,0.8616541669070521,1.0,0.7737056144690831,0.8982444017039272,scc,2,24,160136,6.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,25,160137,
3,2,1,0.3333333333333333,1,2,8,0.25,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.0,,,,scc,2,26,160138,
3,2,1,0.3333333333333333,7,7,8,0.25,0.5,0.5,0.9357849740192015,0.9357849740192015,1.0,0.7124143742160444,0.8270874753469162,scc,2,27,160139,7.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,28,160140,
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,29,160141,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,30,160142,
3,2,1,0.3333333333333333,8,8,8,0.25,0.5,0.5,1.0,1.0,0.5283208335737188,0.5283208335737188,0.5283208335737188,scc,2,31,160143,3.0
3,2,1,0.3333333333333333,4,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,scc,2,32,160144,4.0
3,2,1,0.3333333333333333,1,5,8,0.25,0.5,0.5,0.7739760316291208,0.0,,,,scc,2,33,160145,
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,34,160146,2.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,0.0,0.0,0.0,scc,2,35,160147,1.0
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,36,160148,2.0
3,2,1,0.3333333333333333,6,6,8,0.25,0.5,0.5,0.8616541669070521,0.8616541669070521,0.3868528072345416,0.3868528072345416,0.3868528072345416,scc,2,37,160149,2.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,38,160150,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,39,160151,
3,2,1,0.3333333333333333,8,8,8,0.25,0.5,0.5,1.0,1.0,0.6666666666666667,0.6666666666666667,0.6666666666666667,scc,2,40,160152,4.0
3,2,1,0.3333333333333333,1,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.0,,,,scc,2,41,160153,
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,42,160154,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,43,160155,
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,44,160156,2.0
3,2,1,0.3333333333333333,2,3,8,0.25,0.6666666666666666,0.6666666666666666,0.5283208335737188,0.33333333333333337,1.0,1.0,1.0,scc,2,45,160157,2.0
3,2,1,0.3333333333333333,1,4,8,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.0,,,,scc,2,46,160158,
3,2,1,0.3333333333333333,1,2,8,0.25,0.8333333333333334,0.8333333333333334,0.33333333333333337,0.0,,,,scc,2,47,160159,
3,2,1,0.3333333333333333,2,4,8,0.25,0.5,0.5,0.6666666666666667,0.33333333333333337,1.0,1.0,1.0,scc,2,48,160160,2.0
