kB,kA,q,w,horizon,phase_mode,phase_protocol,phase_vertex,observer_init,n_phase_labels,phase_labels,phase_entropy_bits,phase_mi_bits_uniform,phase_capacity_bits,phase_zero_error_code_size,phase_zero_error_exact,phase_zero_error_bits,memory_bits,cut_bits,physical_bound_bits,phase_mi_over_entropy,phase_capacity_over_entropy,phase_capacity_per_boundary_symbol,bulk_capacity_bits,bulk_zero_error_bits,logRecB_bits,phase_capacity_over_bulk_capacity,phase_capacity_over_volume,n_rec_B,n_A_states,n_joint_states,n_schedules,nontrivial_sccs,interface,seed,instance,extra_B,extra_A
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.015543107463202583,0.01602822458101055,1,True,0.0,6.0,18.0,1.584962500721156,0.009806608961493088,0.010112683785084963,0.002671370763501758,1.236397683198262,1.0,4.321928094887363,0.012963648184417012,0.0037085819636775504,20,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40678,10,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.20361783540881545,0.3016286508828019,1,True,0.0,6.0,18.0,2.0,0.10180891770440773,0.15081432544140094,0.05027144181380031,1.236397683198262,1.0,4.321928094887363,0.24395763190251335,0.06979029827905152,20,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40678,10,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.001403488944035897,0.0014671764221322505,1,True,0.0,6.0,36.0,1.584962500721156,0.0008855029336008336,0.0009256852584617535,0.00024452940368870844,1.0833476216395017,0.0,4.321928094887363,0.0013542988352269378,0.00033947265894308863,20,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40678,10,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.13757782477267977,0.18911701008385415,1,True,0.0,6.0,36.0,2.0,0.06878891238633988,0.09455850504192707,0.03151950168064236,1.0833476216395017,0.0,4.321928094887363,0.17456724536640497,0.04375755587131833,20,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40678,10,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.1989032356166176,0.2036315418711985,1,True,0.0,6.0,6.0,1.584962500721156,0.1254939694321581,0.12847719853217118,0.03393859031186642,1.5887031453450728,1.0,3.700439718141092,0.12817469548533492,0.05502901205846217,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.5541477954317732,0.6166942384456373,1,True,0.0,6.0,6.0,2.0,0.2770738977158866,0.30834711922281866,0.10278237307427289,1.5887031453450728,1.0,3.700439718141092,0.3881746191870784,0.16665431284351048,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0144337135525029,0.01579195918549043,1,True,0.0,6.0,18.0,1.584962500721156,0.009106659334801662,0.009963616917311992,0.0026319931975817383,0.885339701321322,0.0,3.700439718141092,0.017837174998389632,0.0042675899050784935,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.16960410692537536,0.1762464149792541,1,True,0.0,6.0,18.0,2.0,0.08480205346268768,0.08812320748962706,0.029374402496542353,0.885339701321322,0.0,3.700439718141092,0.199072079018049,0.04762850590842515,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.005922825628724108,0.008621172805635183,1,True,0.0,6.0,36.0,1.584962500721156,0.003736886914377614,0.005439354433756357,0.0014368621342725305,0.7664019910294724,0.0,3.700439718141092,0.011248891451932112,0.00232976982799385,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0983543147016622,0.12383289444076102,1,True,0.0,6.0,36.0,2.0,0.0491771573508311,0.06191644722038051,0.020638815740126836,0.7664019910294724,0.0,3.700439718141092,0.16157694772481218,0.033464372851064364,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40679,11,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.31471702428852805,0.3183552263709077,1,True,0.0,6.0,6.0,1.584962500721156,0.19856433457910339,0.20085978452238235,0.05305920439515128,1.525401949917839,0.0,4.857980995127572,0.20870251699104939,0.06553241494567592,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.2681566747829932,0.44501417843095403,1,True,0.0,6.0,6.0,2.0,0.1340783373914966,0.22250708921547702,0.07416902973849233,1.525401949917839,0.0,4.857980995127572,0.2917356821622808,0.09160475902999449,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.010376572787064787,0.011259005853251267,1,True,0.0,6.0,18.0,1.584962500721156,0.006546888511459078,0.0071036417884514196,0.0018765009755418779,0.10633474545990204,0.0,4.857980995127572,0.10588266144387345,0.002317630691545265,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.01806684552974791,0.030998531980328824,1,True,0.0,6.0,18.0,2.0,0.009033422764873955,0.015499265990164412,0.005166421996721471,0.10633474545990204,0.0,4.857980995127572,0.2915183729105565,0.006380949619074167,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00016077079570132305,0.0001669079060579839,1,True,0.0,6.0,36.0,1.584962500721156,0.00010143507851332288,0.00010530716403829175,2.7817984342997315e-05,0.003994409197346975,0.0,4.857980995127572,0.04178537996779137,3.435746377463975e-05,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0010904819243392591,0.001842437596101393,1,True,0.0,6.0,36.0,2.0,0.0005452409621696296,0.0009212187980506965,0.0003070729326835655,0.003994409197346975,0.0,4.857980995127572,0.46125409417871155,0.00037925994316348905,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40680,12,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.2130758135179118,0.21625559671507807,1,True,0.0,6.0,6.0,1.584962500721156,0.13443587051489392,0.1364420903438927,0.036042599452513015,1.098393087375905,0.0,3.700439718141092,0.19688361043105196,0.05844051334086145,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,1,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.7357510439039934,0.7998510607966282,1,True,0.0,6.0,6.0,1.584962500721156,0.46420722482028914,0.5046498326822855,0.13330851013277137,1.098393087375905,0.0,3.700439718141092,0.7282011057694264,0.21615027448641472,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.013316909915865255,0.014255318495583176,1,True,0.0,6.0,18.0,1.584962500721156,0.008402034691550164,0.008994104585500933,0.0023758864159305294,0.17976143339008369,0.0,3.700439718141092,0.07930131745583618,0.0038523309610200337,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,3,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.137181468431405,0.15550099173269313,1,True,0.0,6.0,18.0,1.584962500721156,0.08655187007199702,0.09811020239402532,0.025916831955448857,0.17976143339008369,0.0,3.700439718141092,0.8650408978173577,0.0420223010174609,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0005537862800702553,0.0006302121324753583,1,True,0.0,6.0,36.0,1.584962500721156,0.00034940024121598033,0.0003976195854404205,0.00010503535541255971,0.0025228429028822654,0.0,3.700439718141092,0.2498023684928465,0.00017030736357784634,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,6,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.0013722549204294016,0.0015828595578342441,1,True,0.0,6.0,36.0,1.584962500721156,0.0008657964587837423,0.0009986731907625857,0.00026380992630570737,0.0025228429028822654,0.0,3.700439718141092,0.6274110671044475,0.0004277490456267695,13,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40681,13,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.1960656229805883,0.19737228478240634,1,True,0.0,6.0,6.0,1.584962500721156,0.12370363519097687,0.12452804699959916,0.032895380797067726,1.692202026287631,1.0,4.459431618637297,0.11663636003048854,0.044259515934167167,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.3572594801049586,0.41095605121260576,1,True,0.0,6.0,6.0,2.0,0.1786297400524793,0.20547802560630288,0.06849267520210096,1.692202026287631,1.0,4.459431618637297,0.24285283011636918,0.0921543565092685,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.007403179319266901,0.007524217618249381,1,True,0.0,6.0,18.0,1.584962500721156,0.004670886103550377,0.004747252767700101,0.0012540362697082302,0.5498829161830466,0.0,4.459431618637297,0.013683308567718254,0.0016872593329614984,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.03322732095465966,0.04224942578957656,1,True,0.0,6.0,18.0,2.0,0.01661366047732983,0.02112471289478828,0.007041570964929426,0.5498829161830466,0.0,4.459431618637297,0.07683349408788041,0.009474172810051303,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0003591147868185233,0.0003814489775786993,1,True,0.0,6.0,36.0,1.584962500721156,0.0002265762039512774,0.00024066750942381316,6.357482959644988e-05,0.46675411733326183,0.0,4.459431618637297,0.0008172375205987636,8.553757747613172e-05,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.020915129823756377,0.029341535102480092,1,True,0.0,6.0,36.0,2.0,0.010457564911878188,0.014670767551240046,0.004890255850413349,0.46675411733326183,0.0,4.459431618637297,0.062862937921403,0.006579658039794365,22,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40682,14,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.2197292709866583,0.24472321377026618,1,True,0.0,6.0,6.0,1.584962500721156,0.13863373479604832,0.15440315695728915,0.040787202295044366,1.5782246691544082,1.0,4.169925001442312,0.1550623422338124,0.05868767752072765,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.38404010260186605,0.468519233187054,1,True,0.0,6.0,6.0,2.0,0.19202005130093303,0.234259616593527,0.078086538864509,1.5782246691544082,1.0,4.169925001442312,0.2968647255007618,0.11235675294519698,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.010522563369742213,0.010864006502117494,1,True,0.0,6.0,18.0,1.584962500721156,0.0066389983138114995,0.006854424945179702,0.0018106677503529156,1.1591233797517178,0.0,4.169925001442312,0.009372605791494385,0.002605324196085014,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.20164511871620555,0.2898360810926267,1,True,0.0,6.0,18.0,2.0,0.10082255935810278,0.14491804054631335,0.048306013515437785,1.1591233797517178,0.0,4.169925001442312,0.25004765338674223,0.06950630550726378,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0015770706261074453,0.0017305169884550013,1,True,0.0,6.0,36.0,1.584962500721156,0.0009950207814947546,0.0010918346570771348,0.00028841949807583355,1.0824461786147102,0.0,4.169925001442312,0.001598709499505719,0.0004149995474394485,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.20032133190768964,0.2885844941598583,1,True,0.0,6.0,36.0,2.0,0.10016066595384482,0.14429224707992916,0.04809741569330972,1.0824461786147102,0.0,4.169925001442312,0.26660401215437995,0.06920615935779215,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40683,15,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.22697738732451744,0.22870461262233646,1,True,0.0,6.0,6.0,1.584962500721156,0.14320678705095105,0.14429654488246638,0.03811743543705608,1.570791174418679,1.0,4.169925001442312,0.14559835600488133,0.05484621726847152,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,1,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.2453558023743225,0.3102726063897135,1,True,0.0,6.0,6.0,1.584962500721156,0.15480227592935852,0.19576021908943575,0.05171210106495225,1.570791174418679,1.0,4.169925001442312,0.19752632395871442,0.07440723904684017,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.022218277752475202,0.02364894840277374,1,True,0.0,6.0,18.0,1.584962500721156,0.014018172507151375,0.01492082518798615,0.00394149140046229,0.7104063708209626,0.0,4.169925001442312,0.03328932477821736,0.005671312648211644,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,3,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.06816932242009277,0.09698683301022057,1,True,0.0,6.0,18.0,1.584962500721156,0.043010053795642364,0.06119187865081456,0.016164472168370095,0.7104063708209626,0.0,4.169925001442312,0.1365230338491197,0.023258651648812467,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.011841207045449212,0.01629982315740531,1,True,0.0,6.0,36.0,1.584962500721156,0.007470969843173877,0.010284043407960068,0.002716637192900885,0.6325895526531674,0.0,4.169925001442312,0.02576682319371481,0.003908900796001716,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,6,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.02424089510326032,0.034775368627432815,1,True,0.0,6.0,36.0,1.584962500721156,0.015294301973851582,0.021940814758462778,0.005795894771238802,0.6325895526531674,0.0,4.169925001442312,0.054973036594708445,0.008339566926360679,18,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40684,16,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.19965527847984413,0.20001100668739827,1,True,0.0,6.0,6.0,1.584962500721156,0.12596845565052878,0.12619289516085933,0.03333516778123304,1.8524236677796433,1.0,4.700439718141092,0.10797260376571195,0.042551552339979315,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.3705725317826023,0.37836008658336745,1,True,0.0,6.0,6.0,2.0,0.18528626589130115,0.18918004329168372,0.06306001443056124,1.8524236677796433,1.0,4.700439718141092,0.2042513778917964,0.08049461524272022,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.006852912591935346,0.00700554182999339,1,True,0.0,6.0,18.0,1.584962500721156,0.004323706452876506,0.0044200047804322665,0.0011675903049988984,0.8031404362702721,0.0,4.700439718141092,0.008722685988177404,0.0014904013773340994,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.043634025164169844,0.04842592990542632,1,True,0.0,6.0,18.0,2.0,0.021817012582084922,0.02421296495271316,0.008070988317571052,0.8031404362702721,0.0,4.700439718141092,0.06029571880394037,0.010302425477031238,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.000971910994093515,0.0010813984311566621,1,True,0.0,6.0,36.0,1.584962500721156,0.0006132075639968117,0.0006822864456822336,0.00018023307185944368,0.8197574666773514,0.0,4.700439718141092,0.0013191687482150011,0.00023006324854737815,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.03265241303586124,0.04205693148879556,1,True,0.0,6.0,36.0,2.0,0.01632620651793062,0.02102846574439778,0.007009488581465926,0.8197574666773514,0.0,4.700439718141092,0.05130411517843333,0.008947446198805427,26,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40685,17,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.18070921196160028,0.19981640770643147,1,True,0.0,6.0,6.0,1.584962500721156,0.11401481857102475,0.1260701168737527,0.033302734617738576,1.8619767171466184,1.0,4.392317422778761,0.10731412797289948,0.045492251236255006,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.31894332535903913,0.4009252879563287,1,True,0.0,6.0,6.0,2.0,0.15947166267951957,0.20046264397816435,0.06682088132605478,1.8619767171466184,1.0,4.392317422778761,0.2153223959592393,0.09127876001791484,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.007319542400983835,0.007597091688526957,1,True,0.0,6.0,18.0,1.584962500721156,0.0046181170833085655,0.004793231186902081,0.0012661819480878262,1.4428956473070909,1.0,4.392317422778761,0.005265170563585511,0.0017296317541004868,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.11944498616472778,0.12506282535948546,1,True,0.0,6.0,18.0,2.0,0.05972249308236389,0.06253141267974273,0.02084380422658091,1.4428956473070909,1.0,4.392317422778761,0.08667489266662705,0.02847308455233765,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0026679397453587147,0.0029482941330190053,1,True,0.0,6.0,36.0,1.584962500721156,0.001683282566082671,0.0018601664908018548,0.0004913823555031675,1.4196895242597394,1.0,4.392317422778761,0.002076717537629446,0.0006712388584962042,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.09576031590659945,0.10437911470949304,1,True,0.0,6.0,36.0,2.0,0.04788015795329972,0.05218955735474652,0.01739651911824884,1.4196895242597394,1.0,4.392317422778761,0.0735224941269598,0.023764019004678064,21,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40686,18,3,3
3,3,4,3,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.21367017965835436,0.23211741795067653,1,True,0.0,6.0,6.0,1.584962500721156,0.13481087379741455,0.14644978530726335,0.038686236325112755,1.4981594219416368,0.0,4.857980995127572,0.1549350586801029,0.04778063524404155,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
3,3,4,3,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.2372766730726201,0.24929924635985315,1,True,0.0,6.0,6.0,2.0,0.11863833653631005,0.12464962317992657,0.04154987439330886,1.4981594219416368,0.0,4.857980995127572,0.16640368355242036,0.05131746019794927,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
3,3,4,3,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.006785077086313251,0.007059126415760694,1,True,0.0,6.0,18.0,1.584962500721156,0.004280907014030963,0.004453812889925661,0.001176521069293449,0.11625274419819803,0.0,4.857980995127572,0.06072223468312857,0.0014530988126221188,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
3,3,4,3,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.010570062181377687,0.012470575711841871,1,True,0.0,6.0,18.0,2.0,0.0052850310906888435,0.006235287855920936,0.0020784292853069787,0.11625274419819803,0.0,4.857980995127572,0.10727123731875889,0.002567028509240677,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
3,3,4,3,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,6.48985380525453e-05,6.492040796617263e-05,1,True,0.0,6.0,36.0,1.584962500721156,4.094641862064026e-05,4.096021699985578e-05,1.0820067994362104e-05,0.0015398109277453894,0.0,4.857980995127572,0.042161285386661015,1.3363660341875792e-05,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
3,3,4,3,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,9.027985430183097e-05,9.358382474090899e-05,1,True,0.0,6.0,36.0,2.0,4.5139927150915486e-05,4.6791912370454496e-05,1.5597304123484832e-05,0.0015398109277453894,0.0,4.857980995127572,0.06077617911046755,1.9263933892448554e-05,29,64,4096,36,2,"((0, 0), (1, 1), (2, 2))",40687,19,3,3
4,3,4,1,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0050328206955355176,0.008825774775837328,1,True,0.0,6.0,2.0,2.0,0.0025164103477677588,0.004412887387918664,0.004412887387918664,1.2354174516114083,1.0,6.3750394313469245,0.007143961552692565,0.0013844266958475283,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,1,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.05519071562581169,0.05559121926510141,1,True,0.0,6.0,2.0,1.584962500721156,0.03482146460922576,0.03507415427166729,0.027795609632550705,1.2354174516114083,1.0,6.3750394313469245,0.0449979229228075,0.008720137320524157,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.004530722526421044,0.006196603930712308,1,True,0.0,6.0,6.0,2.0,0.002265361263210522,0.003098301965356154,0.003098301965356154,0.3149450086858548,0.0,6.3750394313469245,0.019675193318885634,0.0009720102906725211,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,3,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.008196445679372067,0.008520935424273967,1,True,0.0,6.0,6.0,1.584962500721156,0.005171381452648056,0.005376111687435477,0.0042604677121369835,0.3149450086858548,0.0,6.3750394313469245,0.027055311845799925,0.0013366090541142982,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00016683300660511142,0.00016917556484029517,1,True,0.0,6.0,12.0,2.0,8.341650330255571e-05,8.458778242014759e-05,8.458778242014759e-05,0.005426118084161824,0.0,6.3750394313469245,0.031178010175284977,2.6537179363697143e-05,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,6,erased_value,first,0,zero,3,"(1, 2, 3)",1.584962500721156,0.0001104988627514994,0.00011167621691657093,1,True,0.0,6.0,12.0,1.584962500721156,6.971702024572983e-05,7.045984801896473e-05,5.583810845828547e-05,0.005426118084161824,0.0,6.3750394313469245,0.020581236011531,1.7517729595121245e-05,83,64,16384,144,2,"((0, 0),)",48226,0,4,3
4,3,4,1,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0070316695942044035,0.011954409782737317,1,True,0.0,6.0,2.0,2.0,0.0035158347971022018,0.005977204891368658,0.005977204891368658,0.8333333330836236,0.0,5.087462841250339,0.014345291743583372,0.0023497782992748695,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,1,erased_value,first,0,zero,3,"(0, 2, 3)",1.584962500721156,0.03048650705275512,0.041816326248371394,1,True,0.0,6.0,2.0,1.584962500721156,0.01923484438204929,0.02638316441514863,0.020908163124185697,0.8333333330836236,0.0,5.087462841250339,0.05017959151308207,0.008219485341360105,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.003848284687749216,0.005010990768344376,1,True,0.0,6.0,6.0,2.0,0.001924142343874608,0.002505495384172188,0.002505495384172188,0.15908829199318145,0.0,5.087462841250339,0.031498174413483224,0.0009849685245293764,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,3,erased_value,first,0,zero,3,"(0, 2, 3)",1.584962500721156,0.007460073177888715,0.008571502882767998,1,True,0.0,6.0,6.0,1.584962500721156,0.004706782131750367,0.00540801620156185,0.004285751441383999,0.15908829199318145,0.0,5.087462841250339,0.05387890444593731,0.001684828597325222,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,6,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00032252728655958815,0.00037632189761810527,1,True,0.0,6.0,12.0,2.0,0.00016126364327979407,0.00018816094880905263,0.00018816094880905263,0.02093820258380337,0.0,5.087462841250339,0.017972980064163053,7.397044644076794e-05,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,6,erased_value,first,0,zero,3,"(0, 2, 3)",1.584962500721156,0.0007019707105583452,0.0008494899928057839,1,True,0.0,6.0,12.0,1.584962500721156,0.00044289420742695765,0.0005359685118223724,0.00042474499640289196,0.02093820258380337,0.0,5.087462841250339,0.040571294952648045,0.00016697713955135364,34,64,16384,144,2,"((0, 0),)",48227,1,4,3
4,3,4,1,1,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0035103347355821164,0.005615888847192902,1,True,0.0,6.0,2.0,2.0,0.0017551673677910582,0.002807944423596451,0.002807944423596451,0.8477022018622331,0.0,6.459431618637297,0.006624836923693146,0.0008694091336131596,88,64,16384,144,2,"((0, 0),)",48228,2,4,3
4,3,4,1,1,erased_value,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.02381127164894589,0.025928800971777386,1,True,0.0,6.0,2.0,1.584962500721156,0.015023239753692462,0.016359252007526873,0.012964400485888693,0.8477022018622331,0.0,6.459431618637297,0.03058715774810655,0.004014099459922359,88,64,16384,144,2,"((0, 0),)",48228,2,4,3
4,3,4,1,3,cut,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.004515769530653655,0.005622367359434581,1,True,0.0,6.0,6.0,2.0,0.0022578847653268275,0.0028111836797172903,0.0028111836797172903,0.8205834081051259,0.0,6.459431618637297,0.006851670779473393,0.0008704120875298768,88,64,16384,144,2,"((0, 0),)",48228,2,4,3
