kB,kA,q,w,horizon,phase_mode,phase_protocol,phase_vertex,observer_init,n_phase_labels,phase_labels,phase_entropy_bits,phase_mi_bits_uniform,phase_capacity_bits,phase_zero_error_code_size,phase_zero_error_exact,phase_zero_error_bits,memory_bits,cut_bits,physical_bound_bits,phase_mi_over_entropy,phase_capacity_over_entropy,phase_capacity_per_boundary_symbol,bulk_capacity_bits,bulk_zero_error_bits,logRecB_bits,phase_capacity_over_bulk_capacity,phase_capacity_over_volume,n_rec_B,n_A_states,n_joint_states,n_schedules,nontrivial_sccs,interface,seed,instance,extra_B,extra_A
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.008920177916565046,0.01290271579605731,1,True,0.0,6.0,2.0,1.584962500721156,0.005628005654711941,0.00814070729760899,0.006451357898028655,1.264433325851912,1.0,4.643856189774724,0.010204346510215638,0.002778448614422581,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.06513713350364118,0.08210867434048116,1,True,0.0,6.0,2.0,2.0,0.03256856675182059,0.04105433717024058,0.04105433717024058,1.264433325851912,1.0,4.643856189774724,0.06493713243848619,0.017681140626463778,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00576372943633077,0.00640307074473194,1,True,0.0,6.0,6.0,1.584962500721156,0.003636508392916728,0.0040398878470743315,0.00320153537236597,0.45135884284016836,0.0,4.643856189774724,0.014186208703568803,0.0013788262347207948,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.020287044447010724,0.024611429781102985,1,True,0.0,6.0,6.0,2.0,0.010143522223505362,0.012305714890551493,0.012305714890551493,0.45135884284016836,0.0,4.643856189774724,0.054527412438041434,0.005299782933695218,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00036663545583288986,0.00038965985708051045,1,True,0.0,6.0,12.0,1.584962500721156,0.00023132121779920417,0.0002458479976044958,0.00019482992854025522,0.0720813153953645,0.0,4.643856189774724,0.005405837212365428,8.390868303340225e-05,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0016721276925036944,0.0019990270426047244,1,True,0.0,6.0,12.0,2.0,0.0008360638462518472,0.0009995135213023622,0.0009995135213023622,0.0720813153953645,0.0,4.643856189774724,0.027732943435342477,0.0004304670431023184,25,64,4096,36,2,"((0, 0),)",39057,7,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.004177238806784487,0.004595009509628756,1,True,0.0,6.0,2.0,1.584962500721156,0.0026355442509736655,0.0028991282175685746,0.002297504754814378,0.9174697027087665,0.0,4.584962500721156,0.005008350135227686,0.0010021912957643643,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.1728843680812412,0.20762370922941964,1,True,0.0,6.0,2.0,2.0,0.0864421840406206,0.10381185461470982,0.10381185461470982,0.9174697027087665,0.0,4.584962500721156,0.2263003438875691,0.04528362210089244,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.005740756479280609,0.006103324758175037,1,True,0.0,6.0,6.0,1.584962500721156,0.0036220140707862625,0.0038507691856419514,0.0030516623790875184,0.08387916723868857,0.0,4.584962500721156,0.07276329700326267,0.001331161325139532,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.00752230718990006,0.00942406953500914,1,True,0.0,6.0,6.0,2.0,0.00376115359495003,0.00471203476750457,0.00471203476750457,0.08387916723868857,0.0,4.584962500721156,0.11235292200972598,0.002055430013555586,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00043556030766584374,0.000462624538936235,1,True,0.0,6.0,12.0,1.584962500721156,0.000274807957581119,0.0002918835863471479,0.0002313122694681175,0.0030601845945423148,0.0,4.584962500721156,0.15117537019214547,0.00010090039751982051,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0003311667962427891,0.0004059097354307075,1,True,0.0,6.0,12.0,2.0,0.00016558339812139454,0.00020295486771535376,0.00020295486771535376,0.0030601845945423148,0.0,4.584962500721156,0.13264223869194922,8.85306554561489e-05,24,64,4096,36,2,"((0, 0),)",39058,8,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.010877110821631057,0.011798974105765565,1,True,0.0,6.0,2.0,1.584962500721156,0.006862692850261116,0.007444323824946676,0.0058994870528827825,0.6750133476758331,0.0,4.523561956057013,0.0174796159903965,0.0026083370185671566,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.14485625803714192,0.14951449894092722,1,True,0.0,6.0,2.0,2.0,0.07242812901857096,0.07475724947046361,0.07475724947046361,0.6750133476758331,0.0,4.523561956057013,0.22149858140691128,0.033052382258350305,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0036971802872833026,0.00448057932223028,1,True,0.0,6.0,6.0,1.584962500721156,0.0023326610475649045,0.0028269308076321184,0.00224028966111514,0.15585779144070303,0.0,4.523561956057013,0.028747868687302308,0.0009904980556817223,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.01650736289312836,0.018493300468972837,1,True,0.0,6.0,6.0,2.0,0.00825368144656418,0.009246650234486418,0.009246650234486418,0.15585779144070303,0.0,4.523561956057013,0.11865496295068904,0.004088216464949807,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00037500869722910634,0.00041386257684112855,1,True,0.0,6.0,12.0,1.584962500721156,0.00023660414492991338,0.0002611182136188216,0.00020693128842056427,0.029000854324822575,0.0,4.523561956057013,0.014270702931909594,9.149041858196944e-05,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0024078145345517122,0.003961369039341764,1,True,0.0,6.0,12.0,2.0,0.0012039072672758561,0.001980684519670882,0.001980684519670882,0.029000854324822575,0.0,4.523561956057013,0.13659490837658278,0.0008757189749634186,23,64,4096,36,2,"((0, 0),)",39059,9,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.005814908813805551,0.008158827219588266,1,True,0.0,6.0,2.0,1.584962500721156,0.0036687989849348325,0.0051476468470869246,0.004079413609794133,0.6949253827455805,0.0,4.321928094887363,0.011740580243814896,0.001887774863547539,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.15783125296676487,0.19836102704003755,1,True,0.0,6.0,2.0,2.0,0.07891562648338243,0.09918051352001878,0.09918051352001878,0.6949253827455805,0.0,4.321928094887363,0.285442195615784,0.04589641999705856,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0038532117934122934,0.0038824792672693563,1,True,0.0,6.0,6.0,1.584962500721156,0.002431105967276252,0.002449571687344548,0.0019412396336346781,0.7400834283603793,0.0,4.321928094887363,0.0052460021647435205,0.0008983211154905946,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.08004965412238349,0.10916113164449119,1,True,0.0,6.0,6.0,2.0,0.040024827061191745,0.054580565822245596,0.054580565822245596,0.7400834283603793,0.0,4.321928094887363,0.14749841364011168,0.025257507586399615,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.001412563846553563,0.0018928841509405928,1,True,0.0,6.0,12.0,1.584962500721156,0.0008912285596099896,0.0011942769308922658,0.0009464420754702964,0.5947438624161273,0.0,4.321928094887363,0.003182687994880373,0.0004379721525630622,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.058686299305140514,0.07404046539797839,1,True,0.0,6.0,12.0,2.0,0.029343149652570257,0.03702023269898919,0.03702023269898919,0.5947438624161273,0.0,4.321928094887363,0.12449134842214502,0.017131350585301214,20,64,4096,36,2,"((0, 0),)",39060,10,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.012244268326665158,0.013408407071124763,1,True,0.0,6.0,2.0,1.584962500721156,0.00772527319800565,0.008459762969170535,0.0067042035355623815,1.3686878642186588,1.0,4.807354922057604,0.009796541214149804,0.002789144402382882,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.27833785390034704,0.2842145658070677,1,True,0.0,6.0,2.0,2.0,0.13916892695017352,0.14210728290353386,0.14210728290353386,1.3686878642186588,1.0,4.807354922057604,0.20765477157884857,0.05912077856016102,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.019245464464207766,0.02039775433345743,1,True,0.0,6.0,6.0,1.584962500721156,0.012142536151770848,0.012869550115019425,0.010198877166728714,0.3675334342284326,0.0,4.807354922057604,0.05549904426050022,0.004243030661178425,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.08083985173744995,0.09154162426303897,1,True,0.0,6.0,6.0,2.0,0.040419925868724976,0.045770812131519484,0.045770812131519484,0.3675334342284326,0.0,4.807354922057604,0.2490701953557325,0.01904199414173025,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0006705787000000077,0.000768758129952068,1,True,0.0,6.0,12.0,1.584962500721156,0.00042308805394127317,0.0004850323774867128,0.000384379064976034,0.021888489025694183,0.0,4.807354922057604,0.035121571390772925,0.00015991291311252522,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0016482364984762143,0.0019122185443697347,1,True,0.0,6.0,12.0,2.0,0.0008241182492381071,0.0009561092721848673,0.0009561092721848673,0.021888489025694183,0.0,4.807354922057604,0.08736183398155276,0.00039776937117663095,28,64,4096,36,2,"((0, 0),)",39061,11,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.008851023767908523,0.011270151688624015,1,True,0.0,6.0,2.0,1.584962500721156,0.005584374244741637,0.007110674027616495,0.005635075844312007,0.8967653328006306,0.0,4.584962500721156,0.01256755951239431,0.0024580684546168835,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.11765257308475918,0.12234905666397998,1,True,0.0,6.0,2.0,2.0,0.05882628654237959,0.06117452833198999,0.06117452833198999,0.8967653328006306,0.0,4.584962500721156,0.1364337493755244,0.026684854378795034,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0033174049436600008,0.003677686884967877,1,True,0.0,6.0,6.0,1.584962500721156,0.002093049483600139,0.0023203620800457637,0.0018388434424839385,0.3042496607172892,0.0,4.584962500721156,0.01208772715242305,0.0008021192941903938,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.025663101691205274,0.031219297496746186,1,True,0.0,6.0,6.0,2.0,0.012831550845602637,0.015609648748373093,0.015609648748373093,0.3042496607172892,0.0,4.584962500721156,0.10261078820316373,0.006809062776813504,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0003465908695522083,0.0003940918979218957,1,True,0.0,6.0,12.0,1.584962500721156,0.00021867449191669195,0.0002486443040403696,0.00019704594896094785,0.49975108645049027,0.0,4.584962500721156,0.000788576370530688,8.595313437348944e-05,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.023577999537685204,0.03652016840151469,1,True,0.0,6.0,12.0,2.0,0.011788999768842602,0.018260084200757344,0.018260084200757344,0.49975108645049027,0.0,4.584962500721156,0.07307671637274708,0.007965205472404743,24,64,4096,36,2,"((0, 0),)",39062,12,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.004671668465414403,0.005256895632322735,1,True,0.0,6.0,2.0,1.584962500721156,0.002947494633651458,0.0033167318658522543,0.0026284478161613676,0.8226901320389072,0.0,4.584962500721156,0.006389885362176828,0.0011465514999295834,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.3716416246535613,0.5935052554696926,1,True,0.0,6.0,2.0,2.0,0.18582081232678066,0.2967526277348463,0.2967526277348463,0.8226901320389072,0.0,4.584962500721156,0.721420170676879,0.12944604353390934,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.005463708582574348,0.006865582609389694,1,True,0.0,6.0,6.0,1.584962500721156,0.003447216309589891,0.004331700343866724,0.003432791304694847,0.4417696296690504,0.0,4.584962500721156,0.015541092343837697,0.0014974130340891176,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.1797700371694886,0.271734620021107,1,True,0.0,6.0,6.0,2.0,0.0898850185847443,0.1358673100105535,0.1358673100105535,0.4417696296690504,0.0,4.584962500721156,0.615104800718591,0.05926648690766099,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00044918137917904346,0.00046044445662822526,1,True,0.0,6.0,12.0,1.584962500721156,0.0002834018968743213,0.0002905081075537898,0.00023022222831411263,0.35859038516216785,0.0,4.584962500721156,0.0012840401630400526,0.00010042491221156186,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.16530338670678618,0.25734261332586406,1,True,0.0,6.0,12.0,2.0,0.08265169335339309,0.12867130666293203,0.12867130666293203,0.35859038516216785,0.0,4.584962500721156,0.7176506230346478,0.056127528477144,24,64,4096,36,2,"((0, 0),)",39063,13,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.020145551530527762,0.020742064486365293,1,True,0.0,6.0,2.0,1.584962500721156,0.01271042786271698,0.013086785634945733,0.010371032243182646,1.031351332518922,1.0,3.700439718141092,0.020111540880745158,0.005605297225807809,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,1,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.22780365370654576,0.2799807237000071,1,True,0.0,6.0,2.0,1.584962500721156,0.14372810309574854,0.1766481690088038,0.13999036185000355,1.031351332518922,1.0,3.700439718141092,0.27146978422590085,0.07566147404791526,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0037939763800404727,0.004317192501936499,1,True,0.0,6.0,6.0,1.584962500721156,0.0023937325825148657,0.0027238452013673394,0.0021585962509682497,0.5128086973835104,0.0,3.700439718141092,0.008418719346929938,0.0011666701340307826,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,3,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.05787366328125119,0.07636807675247469,1,True,0.0,6.0,6.0,1.584962500721156,0.03651421611231732,0.048182891846165005,0.03818403837623734,0.5128086973835104,0.0,3.700439718141092,0.14892118082654487,0.020637568118752662,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0007614047137412457,0.0008702964680874151,1,True,0.0,6.0,12.0,1.584962500721156,0.0004803928884089103,0.0005490959361445026,0.00043514823404370754,0.42034833154350176,0.0,3.700439718141092,0.0020704173248213505,0.0002351873113405578,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,6,erased_value,first,0,zero,3,"(0, 1, 3)",1.584962500721156,0.01721362389212251,0.02306006573501307,1,True,0.0,6.0,12.0,1.584962500721156,0.010860587480328606,0.014549281591533406,0.011530032867506534,0.42034833154350176,0.0,3.700439718141092,0.054859420163123895,0.006231709605202606,13,64,4096,36,2,"((0, 0),)",39064,14,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.011657895936004211,0.014894694051875906,1,True,0.0,6.0,2.0,1.584962500721156,0.007355313410064832,0.009397505647672319,0.007447347025937953,1.3920227741432036,1.0,4.0,0.010700036183706591,0.0037236735129689766,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.7759695648395761,1.05753124452712,2,True,1.0,6.0,2.0,2.0,0.38798478241978807,0.52876562226356,0.52876562226356,1.3920227741432036,1.0,4.0,0.7597082922569535,0.26438281113178,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.00627396798897555,0.007648669595830559,1,True,0.0,6.0,6.0,1.584962500721156,0.0039584330771995566,0.0048257732232468735,0.0038243347979152794,0.5643057665806793,0.0,4.0,0.013554122691633032,0.0019121673989576397,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.29342172051275184,0.43574018026350947,1,True,0.0,6.0,6.0,2.0,0.14671086025637592,0.21787009013175473,0.21787009013175473,0.5643057665806793,0.0,4.0,0.7721703481851825,0.10893504506587737,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0020909340734572147,0.0027774983706397235,1,True,0.0,6.0,12.0,1.584962500721156,0.0013192325197005242,0.0017524063625328455,0.0013887491853198618,0.459026151131192,0.0,4.0,0.006050849965290758,0.0006943745926599309,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.1923970537772422,0.33505081307624457,1,True,0.0,6.0,12.0,2.0,0.0961985268886211,0.16752540653812228,0.16752540653812228,0.459026151131192,0.0,4.0,0.7299166120504654,0.08376270326906114,16,64,4096,36,2,"((0, 0),)",39065,15,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.008384622189586721,0.009756416450405555,1,True,0.0,6.0,2.0,1.584962500721156,0.005290107611865724,0.006155613426794891,0.004878208225202778,1.1699250013028084,1.0,4.169925001442312,0.008339352043542088,0.00233971029383765,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.6210084499941515,0.8008921623941384,1,True,0.0,6.0,2.0,2.0,0.31050422499707575,0.4004460811970692,0.4004460811970692,1.1699250013028084,1.0,4.169925001442312,0.6845670974654603,0.19206392491882282,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.01253378852151892,0.014214544041078053,1,True,0.0,6.0,6.0,1.584962500721156,0.007907940103198695,0.008968378768968005,0.007107272020539027,1.2098078789382758,1.0,4.169925001442312,0.011749422605474102,0.003408824867632263,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.28616305702340605,0.3725311895031112,1,True,0.0,6.0,6.0,2.0,0.14308152851170303,0.1862655947515556,0.1862655947515556,1.2098078789382758,1.0,4.169925001442312,0.30792590789708163,0.0893376234283011,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0024323926564024643,0.0028111148149731983,1,True,0.0,6.0,12.0,1.584962500721156,0.0015346688992930297,0.0017736159774721133,0.0014055574074865991,1.1042305149540526,1.0,4.169925001442312,0.002545768095432655,0.0006741403775849392,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.17369498606446643,0.25298692950362506,1,True,0.0,6.0,12.0,2.0,0.08684749303223321,0.12649346475181253,0.12649346475181253,1.1042305149540526,1.0,4.169925001442312,0.2291069899604721,0.06066941957376231,18,64,4096,36,2,"((0, 0),)",39066,16,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0015339730746917453,0.0017086640318639493,1,True,0.0,6.0,2.0,1.584962500721156,0.0009678292540005138,0.0010780469765603346,0.0008543320159319747,0.9999999996618745,1.0,4.807354922057604,0.0017086640324416923,0.00035542706115250196,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0972013316617485,0.1993088080064842,1,True,0.0,6.0,2.0,2.0,0.04860066583087425,0.0996544040032421,0.0996544040032421,0.9999999996618745,1.0,4.807354922057604,0.1993088080738756,0.04145914151085348,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.006639826140361785,0.008044482322412751,1,True,0.0,6.0,6.0,1.584962500721156,0.004189263870495783,0.0050755032492898235,0.004022241161206376,0.4610529365748169,0.0,4.807354922057604,0.01744806655429976,0.001673369753812481,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.05025213522425199,0.06195584180998798,1,True,0.0,6.0,6.0,2.0,0.025126067612125994,0.03097792090499399,0.03097792090499399,0.4610529365748169,0.0,4.807354922057604,0.13437902005409774,0.012887719507814114,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0003341877932689213,0.0003673645197844575,1,True,0.0,6.0,12.0,1.584962500721156,0.0002108490220537497,0.0002317812059385046,0.00018368225989222876,0.012221669598863328,0.0,4.807354922057604,0.030058456155501383,7.641718278358804e-05,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0026187986666444045,0.0035226277157067148,1,True,0.0,6.0,12.0,2.0,0.0013093993333222022,0.0017613138578533574,0.0017613138578533574,0.012221669598863328,0.0,4.807354922057604,0.288228027047494,0.0007327579870468539,28,64,4096,36,2,"((0, 0),)",39067,17,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.025217581287776125,0.03730647573828429,1,True,0.0,6.0,2.0,1.584962500721156,0.01591052234756479,0.023537765544175263,0.018653237869142143,1.0233243232090048,0.0,3.807354922057604,0.036456160468556334,0.00979852850653671,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.2839574548898648,0.38693325810246737,1,True,0.0,6.0,2.0,2.0,0.1419787274449324,0.19346662905123369,0.19346662905123369,1.0233243232090048,0.0,3.807354922057604,0.37811400484364305,0.10162784033103946,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.013521391970951821,0.017773046523354492,1,True,0.0,6.0,6.0,1.584962500721156,0.008531048504175716,0.011213543863194099,0.008886523261677246,0.20525770869027785,0.0,3.807354922057604,0.08658893562030844,0.004668082405553466,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.07624847283150557,0.11690301682364132,1,True,0.0,6.0,6.0,2.0,0.038124236415752785,0.05845150841182066,0.05845150841182066,0.20525770869027785,0.0,3.807354922057604,0.5695426377385967,0.030704523013174608,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,6,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.0006082474488620083,0.0006952069459795739,1,True,0.0,6.0,12.0,1.584962500721156,0.0003837614130209746,0.00043862674710805816,0.00034760347298978697,0.04156823108144179,0.0,3.807354922057604,0.016724477513067673,0.00018259578111616242,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,6,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.0029940669952119798,0.004345356338292986,1,True,0.0,6.0,12.0,2.0,0.0014970334976059899,0.002172678169146493,0.002172678169146493,0.04156823108144179,0.0,3.807354922057604,0.10453551246333835,0.0011413058218235747,14,64,4096,36,2,"((0, 0),)",39068,18,3,3
3,3,4,1,1,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.028107828467080678,0.03119980972975968,1,True,0.0,6.0,2.0,1.584962500721156,0.01773406528816401,0.01968488826427364,0.01559990486487984,1.0868228308695826,1.0,4.523561956057013,0.02870735582983315,0.006897177497034917,23,64,4096,36,2,"((0, 0),)",39069,19,3,3
3,3,4,1,1,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.2985154585033861,0.4913658150808458,1,True,0.0,6.0,2.0,2.0,0.14925772925169306,0.2456829075404229,0.2456829075404229,1.0868228308695826,1.0,4.523561956057013,0.4521121576804721,0.10862365097551299,23,64,4096,36,2,"((0, 0),)",39069,19,3,3
3,3,4,1,3,cut,first,0,zero,3,"(0, 1, 2)",1.584962500721156,0.006735426460379037,0.008518392369423028,1,True,0.0,6.0,6.0,1.584962500721156,0.00424958095684562,0.005374507198465055,0.004259196184711514,0.8686288343518719,0.0,4.523561956057013,0.00980671148889391,0.001883116104559366,23,64,4096,36,2,"((0, 0),)",39069,19,3,3
3,3,4,1,3,erased_value,first,0,zero,4,"(0, 1, 2, 3)",2.0,0.24359626455024505,0.44960734284996917,1,True,0.0,6.0,6.0,2.0,0.12179813227512253,0.22480367142498459,0.22480367142498459,0.8686288343518719,0.0,4.523561956057013,0.5176058231885016,0.09939232560923557,23,64,4096,36,2,"((0, 0),)",39069,19,3,3
