graph_id,cycle_id,length,observers,min_edge_mi_bits,mean_edge_mi_bits,product_edge_score,live_cycle,edge_pairs
5,66,6,3 4 6 13 14 15,0.013054413181333047,0.7869383814910179,9.484256043693906e-05,0,3-4 4-6 6-13 13-14 14-15 3-15
5,67,6,3 4 6 15 7 11,0.013054413181333047,0.40426009595088735,2.5238449176459568e-05,0,3-4 4-6 6-15 7-15 7-11 3-11
5,68,6,3 4 6 15 14 11,0.013054413181333047,0.7111154283092324,9.236605743709858e-05,0,3-4 4-6 6-15 14-15 11-14 3-11
5,69,6,3 11 14 13 6 15,0.018565091519529453,0.782750317509123,0.00012834858250808295,0,3-11 11-14 13-14 6-13 6-15 3-15
5,70,6,6 13 14 11 7 15,0.32943400292496516,0.9693535899816131,0.09133239374964938,1,6-13 13-14 11-14 7-11 7-15 6-15
7,0,3,0 4 6,0.023998956196095378,0.38663092305826385,0.006375929489280384,0,0-4 4-6 0-6
7,1,3,2 5 6,0.35221700146248214,0.8755381572700603,0.27275595494599797,1,2-5 5-6 2-6
7,2,3,3 4 5,0.019191597417618222,0.2824728072703329,0.00045119521898103604,0,3-4 4-5 3-5
7,3,3,3 4 6,0.019191597417618222,0.12925373824575223,0.00024742962930241077,0,3-4 4-6 3-6
7,4,3,3 5 6,0.029431883697981664,0.5228558326975516,0.001151834851313081,0,3-5 5-6 3-6
7,5,3,4 5 6,0.32943400292496516,0.8760763145401214,0.2631502148294954,1,4-5 5-6 4-6
7,6,4,0 4 3 6,0.019191597417618222,0.22219649451552947,1.4536450151113206e-05,0,0-4 3-4 3-6 0-6
7,7,4,0 4 5 6,0.023998956196095378,0.7823134267363063,0.015460031973165232,0,0-4 4-5 5-6 0-6
7,8,4,2 5 3 6,0.029431883697981664,0.298795492475709,0.000314169814809981,0,2-5 3-5 3-6 2-6
7,9,4,2 5 4 6,0.32943400292496516,0.5637108538576363,0.07177578814006355,1,2-5 4-5 4-6 2-6
7,10,4,3 4 5 6,0.019191597417618222,0.5892805381269226,0.0005999548750586055,0,3-4 4-5 5-6 3-6
7,11,4,3 4 6 5,0.019191597417618222,0.46951437101014126,0.00018607910430695735,0,3-4 4-6 5-6 3-5
7,12,4,3 5 4 6,0.029431883697981664,0.29919911042825476,0.00030310558857113716,0,3-5 4-5 4-6 3-6
7,13,5,0 4 3 5 6,0.019191597417618222,0.47581644947308527,1.0932116867118974e-05,0,0-4 3-4 3-5 5-6 0-6
7,14,5,0 4 5 2 6,0.023998956196095378,0.5511736357510812,0.004216815784336344,0,0-4 4-5 2-5 2-6 0-6
7,15,5,0 4 5 3 6,0.023998956196095378,0.33956424100757604,1.7807403629106254e-05,0,0-4 4-5 3-5 3-6 0-6
7,16,5,2 5 3 4 6,0.019191597417618222,0.30093439117014925,5.0754183790740116e-05,0,2-5 3-5 3-4 4-6 2-6
7,17,5,2 5 4 3 6,0.019191597417618222,0.39674732486357434,0.0001636412648711169,0,2-5 4-5 3-4 3-6 2-6
7,18,6,0 4 3 5 2 6,0.019191597417618222,0.3342827865292679,2.9817999756722875e-06,0,0-4 3-4 3-5 2-5 2-6 0-6
8,0,3,0 2 3,0.014757491926399524,0.24998435612503833,0.0010149081166962793,0,0-2 2-3 0-3
10,0,3,0 1 6,0.031938696087365326,0.11207303698080902,0.0006938204886512673,0,0-1 1-6 0-6
10,1,3,0 5 6,0.10279879761460631,0.7587810559269442,0.019517860630369494,1,0-5 5-6 0-6
10,2,3,1 2 6,0.07096958082456872,0.7250699252835734,0.00812003686881477,1,1-2 2-6 1-6
10,3,3,1 6 8,0.08100012570445436,0.10352911346819378,0.0010673734461368902,1,1-6 6-8 1-8
10,4,4,0 1 2 6,0.031938696087365326,0.5706493533801206,0.00043036168532993346,0,0-1 1-2 2-6 0-6
10,5,4,0 1 6 5,0.031938696087365326,0.5582082305714503,0.0003756565605718501,0,0-1 1-6 5-6 0-5
10,6,4,0 1 8 6,0.031938696087365326,0.10449374451858584,5.657075732255146e-05,0,0-1 1-8 6-8 0-6
10,7,4,1 2 6 8,0.07096958082456872,0.5642414107456591,0.0006620684206787325,1,1-2 2-6 6-8 1-8
10,8,5,0 1 2 6 5,0.031938696087365326,0.8358422449727714,0.00023301155436792874,0,0-1 1-2 2-6 5-6 0-5
10,9,5,0 1 8 6 5,0.031938696087365326,0.4629177578835435,3.062921385623118e-05,0,0-1 1-8 6-8 5-6 0-5
12,0,4,0 1 2 3,0.014128233425902526,0.5540296213172834,0.0006891708599930124,0,0-1 1-2 2-3 0-3
13,0,4,0 2 1 6,0.01686591111179414,0.43453037939154604,0.0028206300930623323,0,0-2 1-2 1-6 0-6
13,1,4,0 2 5 6,0.4528195311147831,0.6260275429847371,0.12271382453888183,1,0-2 2-5 5-6 0-6
13,2,4,1 2 5 6,0.01686591111179414,0.6077383912615,0.008232638089325499,0,1-2 2-5 5-6 1-6
15,0,4,1 7 6 13,0.051283000062504414,0.2559120803783099,0.0012302171736188695,1,1-7 6-7 6-13 1-13
15,1,4,5 6 10 9,0.03273470306730086,0.5536558436408165,0.0014770825614578722,0,5-6 6-10 9-10 5-9
15,2,4,6 7 8 10,0.03273470306730086,0.8960044257824513,0.0016787337794464535,0,6-7 7-8 8-10 6-10
15,3,5,3 4 5 6 10,0.03273470306730086,0.38859110802627583,0.001361501233190782,0,3-4 4-5 5-6 6-10 3-10
15,4,5,3 4 5 9 10,0.07426061592741906,0.5753706794845902,0.005083119996880292,1,3-4 4-5 5-9 9-10 3-10
15,5,6,1 7 8 10 6 13,0.03273470306730086,0.7508500040863394,0.0007852659524135721,0,1-7 7-8 8-10 6-10 6-13 1-13
15,6,6,5 6 7 8 10 9,0.051283000062504414,0.9555286119264116,0.0023140342814728376,1,5-6 6-7 7-8 8-10 9-10 5-9
17,0,3,0 4 5,0.08230995537084018,0.30778332888967536,0.009914450655086712,1,0-4 4-5 0-5
17,1,3,0 4 7,0.037300822226523866,0.1074299217414884,0.0006959823483402694,0,0-4 4-7 0-7
17,2,3,0 5 7,0.037300822226523866,0.09979808911743089,0.0005519764862609701,0,0-5 5-7 0-7
