graph_id,cycle_id,length,observers,min_edge_mi_bits,mean_edge_mi_bits,product_edge_score,live_cycle,edge_pairs
18,19,5,2 5 7 4 9,0.013999038994851887,0.05716366459352482,2.1181992060673619e-07,0,2-5 5-7 4-7 4-9 2-9
18,20,5,3 5 7 4 9,0.013999038994851887,0.288230282611787,1.3775624290121085e-05,0,3-5 5-7 4-7 4-9 3-9
18,21,5,4 7 6 5 9,0.013999038994851887,0.3663469198151323,8.663623724071142e-06,0,4-7 6-7 5-6 5-9 4-9
18,22,6,0 5 9 4 7 6,0.013999038994851887,0.4648788079631694,1.749740873109092e-05,0,0-5 5-9 4-9 4-7 6-7 0-6
18,23,6,2 3 5 7 4 9,0.013999038994851887,0.1073557820028385,8.058875671963948e-08,0,2-3 3-5 5-7 4-7 4-9 2-9
18,24,6,2 3 9 4 7 5,0.013999038994851887,0.20786165851130586,2.4445745743040263e-07,0,2-3 3-9 4-9 4-7 5-7 2-5
18,25,6,2 5 6 7 4 9,0.013999038994851887,0.3066679051909951,3.2853403852476526e-07,0,2-5 5-6 6-7 4-7 4-9 2-9
18,26,6,3 5 6 7 4 9,0.013999038994851887,0.49922342020621363,2.136608052854405e-05,0,3-5 5-6 6-7 4-7 4-9 3-9
19,0,3,1 2 4,0.6195366926997519,0.9618857914486728,0.47463987331600743,1,1-2 2-4 1-4
19,1,3,1 3 4,0.01836950112635405,0.7614967275908735,0.014073254724424222,0,1-3 3-4 1-4
19,2,4,1 2 4 3,0.01836950112635405,0.9094765484565265,0.011380579974365755,0,1-2 2-4 3-4 1-3
20,0,3,0 1 8,0.06440784126474774,0.2554252704536493,0.00541062605449593,1,0-1 1-8 0-8
20,1,3,2 4 5,0.05295949677898859,0.08342654341973803,0.0004881569424260286,1,2-4 4-5 2-5
20,2,3,2 4 7,0.04253766822981797,0.09449468707358151,0.0005330173167469624,0,2-4 4-7 2-7
20,3,3,3 4 7,0.04253766822981797,0.10197125022428881,0.0006488499203070236,0,3-4 4-7 3-7
20,4,3,3 4 13,0.02805191453806799,0.08381603670156428,0.00033145075410804896,0,3-4 4-13 3-13
20,5,3,6 10 12,0.4465779392329159,0.823658469860205,0.23418434164682955,1,6-10 10-12 6-12
20,6,4,2 4 3 7,0.07593879345116372,0.12608061885849375,0.000191134117185742,1,2-4 3-4 3-7 2-7
20,7,4,2 5 4 7,0.04253766822981797,0.09547152614440779,4.5120448050745656e-05,0,2-5 4-5 4-7 2-7
20,8,4,3 7 4 13,0.02805191453806799,0.09634487251048862,2.9084084369397568e-05,0,3-7 4-7 4-13 3-13
20,9,5,2 4 13 3 7,0.02805191453806799,0.11675764296061261,8.567406138340968e-06,0,2-4 4-13 3-13 3-7 2-7
20,10,5,2 5 4 3 7,0.05295949677898859,0.12054490375817233,1.617969385654777e-05,1,2-5 4-5 3-4 3-7 2-7
20,11,5,3 4 11 12 10,0.012854916158030694,0.488229756545568,2.7822652728702335e-05,0,3-4 4-11 11-12 10-12 3-10
20,12,6,0 1 3 10 12 9,0.031024556742873965,0.6393683556102022,0.0002692704520524007,0,0-1 1-3 3-10 10-12 9-12 0-9
20,13,6,2 5 4 13 3 7,0.02805191453806799,0.11369837635999162,7.25239483688606e-07,0,2-5 4-5 4-13 3-13 3-7 2-7
20,14,6,3 4 11 12 6 10,0.012854916158030694,0.31868736538474246,6.515629612139522e-06,0,3-4 4-11 11-12 6-12 6-10 3-10
20,15,6,3 7 4 11 12 10,0.012854916158030694,0.4291800271108503,2.441377397132848e-06,0,3-7 4-7 4-11 11-12 10-12 3-10
20,16,6,3 10 12 11 4 13,0.012854916158030694,0.420102420349488,1.24712410993151e-06,0,3-10 10-12 11-12 4-11 4-13 3-13
21,0,3,0 5 7,0.3050365325772657,0.5817001548624937,0.15391096127488124,1,0-5 5-7 0-7
21,1,3,1 5 6,0.06486738693712679,0.4179247639969968,0.021779143904455078,1,1-5 5-6 1-6
21,2,3,3 4 5,0.25785606369204883,0.4656512397553218,0.07215503204676584,1,3-4 4-5 3-5
21,3,3,4 5 8,0.25785606369204883,0.3902623175100892,0.05232991836839836,1,4-5 5-8 4-8
21,4,3,5 6 7,0.40563906222956625,0.6569009980799273,0.24715447407011185,1,5-6 6-7 5-7
21,5,3,5 6 8,0.53007482514617,0.6117037859078119,0.2227375405463859,1,5-6 6-8 5-8
21,6,4,0 5 6 7,0.3050365325772657,0.5100273994329493,0.05418869114328943,1,0-5 5-6 6-7 0-7
21,7,4,1 5 7 6,0.06486738693712679,0.44251082082645177,0.010178440303809485,1,1-5 5-7 6-7 1-6
21,8,4,1 5 8 6,0.06486738693712679,0.40861291169736524,0.0091728898228466,1,1-5 5-8 6-8 1-6
21,9,4,3 4 8 5,0.3584585933443498,0.5130071361030338,0.05678870744093728,1,3-4 4-8 5-8 3-5
21,10,4,4 5 6 8,0.25785606369204883,0.48643716499034084,0.04148290096169429,1,4-5 5-6 6-8 4-8
21,11,4,5 7 6 8,0.40563906222956625,0.5878450872595631,0.10409595390041834,1,5-7 6-7 6-8 5-8
21,12,5,0 5 1 6 7,0.06486738693712679,0.36788997735956447,0.0022316260307190627,1,0-5 1-5 1-6 6-7 0-7
21,13,5,0 5 8 6 7,0.3050365325772657,0.48415739050605355,0.022823068513725137,1,0-5 5-8 6-8 6-7 0-7
21,14,5,1 5 4 8 6,0.06486738693712679,0.3490177898054777,0.0017083697661393316,1,1-5 4-5 4-8 6-8 1-6
21,15,5,3 4 8 6 5,0.3584585933443498,0.5653980503686462,0.04501746610668629,1,3-4 4-8 6-8 5-6 3-5
21,16,5,4 5 7 6 8,0.25785606369204883,0.492403530255236,0.01938695262402284,1,4-5 5-7 6-7 6-8 4-8
21,17,6,0 5 4 8 6 7,0.25785606369204883,0.42190404246136587,0.004250595065718863,1,0-5 4-5 4-8 6-8 6-7 0-7
21,18,6,1 5 3 4 8 6,0.06486738693712679,0.4377217568182094,0.001853932012032647,1,1-5 3-5 3-4 4-8 6-8 1-6
21,19,6,3 4 8 6 7 5,0.3584585933443498,0.5572098738596746,0.02103882473093644,1,3-4 4-8 6-8 6-7 5-7 3-5
23,0,3,1 2 4,0.3433601608327139,0.7025242539605167,0.21993613363983658,1,1-2 2-4 1-4
24,0,3,1 2 6,0.024822663422058522,0.2433171685721005,0.00048582773759025974,0,1-2 2-6 1-6
24,1,3,2 3 6,0.012662922040005853,0.8252805708855878,0.000366524385884383,0,2-3 3-6 2-6
24,2,4,1 2 3 6,0.012662922040005853,0.7869759582925299,0.00021254324067911738,0,1-2 2-3 3-6 1-6
25,0,3,0 1 2,0.11513904829743993,0.7408405201737244,0.0699334444099488,1,0-1 1-2 0-2
26,0,3,1 2 3,0.01994576588104735,1.004950244713435,0.014003928805845852,0,1-2 2-3 1-3
26,1,3,2 3 4,0.14998618701172806,0.9392636084460598,0.05624482012939802,1,2-3 3-4 2-4
26,2,4,1 2 4 3,0.01994576588104735,0.3117580707063954,0.0007876484567896956,0,1-2 2-4 3-4 1-3
27,0,3,1 7 9,0.1800365325772657,0.47774504137081397,0.05207089812201852,1,1-7 7-9 1-9
27,1,3,2 7 9,0.11270064917673572,0.4188082752911897,0.020897470562935075,1,2-7 7-9 2-9
27,2,3,2 9 11,0.11270064917673572,0.15258738883461506,0.003049169513287647,1,2-9 9-11 2-11
27,3,3,5 9 11,0.009882517288916759,0.11279823007326861,0.00023064275921120736,0,5-9 9-11 5-11
27,4,3,6 7 10,0.015650791544598253,0.3807550877849268,0.004268846593407654,0,6-7 7-10 6-10
27,5,4,0 1 9 8,0.09546634612743743,0.2790201777757132,0.0019880082806782258,1,0-1 1-9 8-9 0-8
27,6,4,0 1 9 11,0.10479705895687008,0.1869490437960959,0.0008139113634169939,1,0-1 1-9 9-11 0-11
27,7,4,0 8 9 11,0.09546634612743743,0.2567705398153429,0.001353211090783579,1,0-8 8-9 9-11 0-11
27,8,4,1 7 2 9,0.11270064917673572,0.1983339580175475,0.0012103853118832547,1,1-7 2-7 2-9 1-9
27,9,4,2 7 9 11,0.12045976461252828,0.3721964235059857,0.005016749957689666,1,2-7 7-9 9-11 2-11
27,10,4,2 9 5 11,0.009882517288916759,0.08673833782362217,1.3941038025352248e-05,0,2-9 5-9 5-11 2-11
27,11,4,5 6 7 9,0.03386252122976119,0.35953800046661555,0.0011750904040977504,0,5-6 6-7 7-9 5-9
27,12,4,7 9 8 10,0.015650791544598253,0.5615165961355645,0.006077208496069891,0,7-9 8-9 8-10 7-10
27,13,5,0 1 7 2 11,0.10479705895687008,0.1428432609642507,5.0384795144871486e-05,1,0-1 1-7 2-7 2-11 0-11
27,14,5,0 1 7 9 8,0.09546634612743743,0.3878485540121527,0.001112524404192704,1,0-1 1-7 7-9 8-9 0-8
27,15,5,0 1 7 9 11,0.10479705895687008,0.3141916468284588,0.0004554791161846895,1,0-1 1-7 7-9 9-11 0-11
27,16,5,0 1 7 10 8,0.015650791544598253,0.21691020675244682,2.073683694073035e-05,0,0-1 1-7 7-10 8-10 0-8
27,17,5,0 1 9 2 11,0.10479705895687008,0.15127096725181327,4.9196295194647685e-05,1,0-1 1-9 2-9 2-11 0-11
27,18,5,0 1 9 5 11,0.009882517288916759,0.12739747199500542,3.7212654846559825e-06,0,0-1 1-9 5-9 5-11 0-11
27,19,5,0 8 9 2 11,0.09546634612743743,0.2071281640672109,8.179388478294605e-05,1,0-8 8-9 2-9 2-11 0-11
27,20,5,0 8 9 5 11,0.009882517288916759,0.18325466881040303,6.186985403970422e-06,0,0-8 8-9 5-9 5-11 0-11
27,21,5,1 7 2 11 9,0.12045976461252828,0.20513934004411274,0.000290571073847976,1,1-7 2-7 2-11 9-11 1-9
27,22,5,1 7 6 5 9,0.03386252122976119,0.19501260161261663,6.80614508330768e-05,0,1-7 6-7 5-6 5-9 1-9
27,23,5,1 7 10 8 9,0.015650791544598253,0.35659547814777576,0.00035199302608142987,0,1-7 7-10 8-10 8-9 1-9
27,24,5,2 7 6 5 9,0.03386252122976119,0.15965054196484205,2.7314915174344598e-05,0,2-7 6-7 5-6 5-9 2-9
27,25,5,2 7 6 5 11,0.009882517288916759,0.14239678446652232,2.776667840926034e-06,0,2-7 6-7 5-6 5-11 2-11
27,26,5,2 7 9 5 11,0.009882517288916759,0.27559537576291726,2.293696746575013e-05,0,2-7 7-9 5-9 5-11 2-11
27,27,5,2 7 10 8 9,0.015650791544598253,0.3212334185000012,0.00014126439462707648,0,2-7 7-10 8-10 8-9 2-9
27,28,5,5 6 7 9 11,0.009882517288916759,0.31374517033073046,2.5101108588156505e-05,0,5-6 6-7 7-9 9-11 5-11
27,29,5,5 6 10 7 9,0.015650791544598253,0.3751966524592555,4.04353491037357e-05,0,5-6 6-10 7-10 7-9 5-9
27,30,5,5 6 10 8 9,0.03386252122976119,0.43888478916670354,0.0011159058991965837,0,5-6 6-10 8-10 8-9 5-9
27,31,5,6 7 9 8 10,0.3522170014624826,0.6714060129615683,0.1059112442989239,1,6-7 7-9 8-9 8-10 6-10
27,32,6,0 1 7 2 9 8,0.09546634612743743,0.21655724633641857,2.586057176872673e-05,1,0-1 1-7 2-7 2-9 8-9 0-8
27,33,6,0 1 7 2 9 11,0.10479705895687008,0.15517649035000702,1.058758830715062e-05,1,0-1 1-7 2-7 2-9 9-11 0-11
27,34,6,0 1 7 6 5 11,0.009882517288916759,0.13235941040849383,2.5209831560069837e-07,0,0-1 1-7 6-7 5-6 5-11 0-11
27,35,6,0 1 7 6 10 8,0.09546634612743743,0.3659191190046363,0.00036139359125772274,1,0-1 1-7 6-7 6-10 8-10 0-8
27,36,6,0 1 7 9 2 11,0.10479705895687008,0.26325281586949617,2.7531112184925853e-05,1,0-1 1-7 7-9 2-9 2-11 0-11
27,37,6,0 1 7 9 5 11,0.009882517288916759,0.24335823648882293,2.0824856246309874e-06,0,0-1 1-7 7-9 5-9 5-11 0-11
27,38,6,0 1 9 7 2 11,0.10479705895687008,0.297896393963194,8.094187966943458e-05,1,0-1 1-9 7-9 2-7 2-11 0-11
27,39,6,0 1 9 7 10 8,0.015650791544598253,0.35961884878669076,3.3313196085349744e-05,0,0-1 1-9 7-9 7-10 8-10 0-8
27,40,6,0 8 9 7 2 11,0.09546634612743743,0.34444405797602534,0.00013457417379910956,1,0-8 8-9 7-9 2-7 2-11 0-11
27,41,6,0 8 10 6 5 11,0.009882517288916759,0.2830737410879918,1.763122300063371e-06,0,0-8 8-10 6-10 5-6 5-11 0-11
27,42,6,0 8 10 7 2 11,0.015650791544598253,0.20199543525960384,2.5083878501799278e-06,0,0-8 8-10 7-10 2-7 2-11 0-11
27,43,6,0 8 10 7 9 11,0.015650791544598253,0.3447857568131106,2.2675854447026766e-05,0,0-8 8-10 7-10 7-9 9-11 0-11
27,44,6,1 7 2 11 5 9,0.009882517288916759,0.15248131416853453,1.3285133450040256e-06,0,1-7 2-7 2-11 5-11 5-9 1-9
27,45,6,1 7 6 5 11 9,0.009882517288916759,0.1842728096417122,1.4538607940895247e-06,0,1-7 6-7 5-6 5-11 9-11 1-9
27,46,6,1 7 6 10 8 9,0.1800365325772657,0.4823235118340771,0.006134398614254666,1,1-7 6-7 6-10 8-10 8-9 1-9
27,47,6,1 7 10 6 5 9,0.015650791544598253,0.2354823780821497,2.3420228055179228e-06,0,1-7 7-10 6-10 5-6 5-9 1-9
27,48,6,2 7 6 5 9 11,0.03386252122976119,0.17176892966243065,6.557353395115576e-06,0,2-7 6-7 5-6 5-9 9-11 2-11
27,49,6,2 7 6 5 11 9,0.009882517288916759,0.15480442660190005,5.83473960366434e-07,0,2-7 6-7 5-6 5-11 9-11 2-9
27,50,6,2 7 6 10 8 9,0.11270064917673572,0.452855128794265,0.002461901351543794,1,2-7 6-7 6-10 8-10 8-9 2-9
27,51,6,2 7 10 6 5 9,0.015650791544598253,0.20601399504233756,9.399175816277657e-07,0,2-7 7-10 6-10 5-6 5-9 2-9
27,52,6,2 7 10 6 5 11,0.009882517288916759,0.1916358637937378,9.554629422675512e-08,0,2-7 7-10 6-10 5-6 5-11 2-11
27,53,6,2 7 10 8 9 11,0.015650791544598253,0.3064213267750633,3.391262802041753e-05,0,2-7 7-10 8-10 8-9 9-11 2-11
27,54,6,2 9 7 6 5 11,0.009882517288916759,0.26288075212138917,1.517218708719739e-06,0,2-9 7-9 6-7 5-6 5-11 2-11
27,55,6,5 6 7 10 8 9,0.015650791544598253,0.29798237808214983,7.943470194970846e-06,0,5-6 6-7 7-10 8-10 8-9 5-9
27,56,6,5 6 10 7 9 11,0.009882517288916759,0.33442618534724455,8.637395770687067e-07,0,5-6 6-10 7-10 7-9 9-11 5-11
27,57,6,5 6 10 8 9 11,0.009882517288916759,0.38749963260345127,2.3836868254749026e-05,0,5-6 6-10 8-10 8-9 9-11 5-11
28,0,3,0 5 9,0.029103230856668105,0.11855028465677615,0.0006862135900665091,0,0-5 5-9 0-9
28,1,3,1 5 6,0.0662715165461365,0.09502594984781669,0.0007532290441298822,1,1-5 5-6 1-6
28,2,3,1 5 8,0.10427469632003561,0.5071878532980635,0.013969086528127981,1,1-5 5-8 1-8
28,3,3,2 3 5,0.03731967420441107,0.4595718999688061,0.016484516565066692,0,2-3 3-5 2-5
28,4,3,3 4 5,0.10131071648258594,0.9464542180289012,0.07708073250549151,1,3-4 4-5 3-5
28,5,3,5 6 9,0.029103230856668105,0.5379817551681375,0.002469177320702737,0,5-6 6-9 5-9
28,6,4,0 5 6 9,0.08484203464774431,0.47784741444035117,0.002000456838311356,1,0-5 5-6 6-9 0-9
28,7,4,1 5 9 6,0.029103230856668105,0.43233476143809346,0.00025837898454787034,0,1-5 5-9 6-9 1-6
28,8,4,1 6 5 8,0.0662715165461365,0.38467820318462553,0.0005862959818676699,1,1-6 5-6 5-8 1-8
28,9,4,2 3 4 5,0.03731967420441107,0.6741021204274632,0.002195033514818871,0,2-3 3-4 4-5 2-5
28,10,5,0 5 1 6 9,0.0662715165461365,0.4053566876018732,0.00020933126275743806,1,0-5 1-5 1-6 6-9 0-9
28,11,5,1 6 9 5 8,0.029103230856668105,0.5965948017894852,0.00020111619648769644,0,1-6 6-9 5-9 5-8 1-8
28,12,6,0 5 8 1 6 9,0.0662715165461365,0.5467364002007363,0.00016293858978280252,1,0-5 5-8 1-8 1-6 6-9 0-9
29,0,3,1 2 5,0.0705953077334569,0.24178742925504584,0.003138790136737345,1,1-2 2-5 1-5
29,1,3,1 2 9,0.07694744891689753,0.17743998728295804,0.0027957412748589854,1,1-2 2-9 1-9
29,2,3,2 4 5,0.5217822215997985,0.8665339175715272,0.30149595862882544,1,2-4 4-5 2-5
29,3,3,2 5 6,0.34960175271458116,0.5077988978033265,0.12039103818496187,1,2-5 5-6 2-6
29,4,4,1 2 4 5,0.0705953077334569,0.5423312445625382,0.0028343882518519566,1,1-2 2-4 4-5 1-5
29,5,4,1 2 6 5,0.0705953077334569,0.27327997973638773,0.0011318060308722541,1,1-2 2-6 5-6 1-5
29,6,4,1 5 2 9,0.0705953077334569,0.27594683794505415,0.0014820771290703439,1,1-5 2-5 2-9 1-9
29,7,4,2 4 5 6,0.34960175271458116,0.7418398459737487,0.10871543792170099,1,2-4 4-5 5-6 2-6
29,8,5,1 5 4 2 9,0.0705953077334569,0.5095500084530464,0.0013383443365034952,1,1-5 4-5 2-4 2-9 1-9
29,9,5,1 5 6 2 9,0.0705953077334569,0.294308996592126,0.0005344173263661617,1,1-5 5-6 2-6 2-9 1-9
30,0,3,1 2 5,0.014677398107894923,0.24151427401792244,0.00017912613527052587,0,1-2 2-5 1-5
30,1,3,1 5 8,0.017630156194757607,0.06967317450978605,6.216549774728856e-05,0,1-5 5-8 1-8
30,2,3,1 5 9,0.013480860627819169,0.03357583983152231,1.6545731808917845e-05,0,1-5 5-9 1-9
30,3,3,1 8 9,0.013480860627819169,0.2818037078291364,0.0002258668063894053,0,1-8 8-9 1-9
30,4,3,2 5 6,0.010106224962192822,0.2639154139564736,0.0006254653741851376,0,2-5 5-6 2-6
30,5,3,4 5 9,0.06961650267199015,0.3140575838634187,0.012162949932221946,1,4-5 5-9 4-9
30,6,3,5 8 9,0.06961650267199015,0.35054395202175553,0.009642956242869897,1,5-8 8-9 5-9
30,7,4,1 2 5 8,0.014677398107894923,0.22457550829840256,3.582581272032694e-05,0,1-2 2-5 5-8 1-8
30,8,4,1 2 5 9,0.013480860627819169,0.19750250728970475,9.53526168996051e-06,0,1-2 2-5 5-9 1-9
30,9,4,1 2 6 5,0.010106224962192822,0.032954632105239634,2.338055329481628e-07,0,1-2 2-6 5-6 1-5
30,10,4,1 5 4 9,0.013480860627819169,0.22591681643521067,4.152412559020621e-05,0,1-5 4-5 4-9 1-9
30,11,4,1 5 8 9,0.013480860627819169,0.2532815925539633,3.292090556329735e-05,0,1-5 5-8 8-9 1-9
30,12,4,1 5 9 8,0.017630156194757607,0.22979423043158442,2.056378972232129e-05,0,1-5 5-9 8-9 1-8
30,13,4,1 8 5 9,0.013480860627819169,0.06862168265860247,3.3092004592843063e-06,0,1-8 5-8 5-9 1-9
30,14,4,4 5 8 9,0.17073722893414356,0.4636429005778856,0.024200520757502914,1,4-5 5-8 8-9 4-9
30,15,5,1 2 5 4 9,0.013480860627819169,0.31858995508101895,2.3930244278225028e-05,0,1-2 2-5 4-5 4-9 1-9
30,16,5,1 2 5 8 9,0.013480860627819169,0.3404817759760211,1.897223122203187e-05,0,1-2 2-5 5-8 8-9 1-9
30,17,5,1 2 5 9 8,0.014677398107894923,0.32169188627811796,1.1850857889160859e-05,0,1-2 2-5 5-9 8-9 1-8
30,18,5,1 2 6 5 8,0.010106224962192822,0.0611155479121603,4.676187103421181e-08,0,1-2 2-6 5-6 5-8 1-8
30,19,5,1 2 6 5 9,0.010106224962192822,0.03945714710520205,1.2445961265532033e-08,0,1-2 2-6 5-6 5-9 1-9
30,20,5,1 5 4 9 8,0.017630156194757607,0.3444233335945227,5.160807614324003e-05,0,1-5 4-5 4-9 8-9 1-8
30,21,5,1 8 5 4 9,0.013480860627819169,0.21548529537613711,8.304960884258214e-06,0,1-8 5-8 4-5 4-9 1-9
30,22,6,1 2 5 4 9 8,0.014677398107894923,0.4018998629394776,2.974159843905911e-05,0,1-2 2-5 4-5 4-9 8-9 1-8
30,23,6,1 2 6 5 4 9,0.010106224962192822,0.16670424696204766,3.1235104294525315e-08,0,1-2 2-6 5-6 4-5 4-9 1-9
30,24,6,1 2 6 5 8 9,0.010106224962192822,0.1849474310412161,2.476362606374404e-08,0,1-2 2-6 5-6 5-8 8-9 1-9
30,25,6,1 2 6 5 9 8,0.010106224962192822,0.16928918962629683,1.546840800469228e-08,0,1-2 2-6 5-6 5-9 8-9 1-8
32,0,3,6 7 8,0.03139889406203622,0.49290595959354233,0.01626990882531137,0,6-7 7-8 6-8
32,1,4,0 8 7 10,0.026842232995253568,0.2945944490735547,0.0005404795288728713,0,0-8 7-8 7-10 0-10
32,2,5,0 1 2 6 8,0.026842232995253568,0.8988193694434164,0.003626775519921784,0,0-1 1-2 2-6 6-8 0-8
32,3,5,0 8 6 7 10,0.026842232995253568,0.27166014687588935,2.0851782364420618e-05,0,0-8 6-8 6-7 7-10 0-10
32,4,6,0 1 2 6 7 8,0.026842232995253568,0.7294952828759879,9.267987612098946e-05,0,0-1 1-2 2-6 6-7 7-8 0-8
32,5,6,0 1 2 6 7 10,0.03139889406203622,0.7004783478107065,0.00016485655693274947,0,0-1 1-2 2-6 6-7 7-10 0-10
32,6,6,6 7 10 11 12 13,0.006854232945547878,0.47475507908816633,3.519146083127597e-05,0,6-7 7-10 10-11 11-12 12-13 6-13
33,0,3,4 5 11,0.02696030317444098,0.3035562576771242,0.004476685151856438,0,4-5 5-11 4-11
33,1,3,5 6 11,0.026627201108830878,0.6592164422883825,0.0007178774145808915,0,5-6 6-11 5-11
33,2,3,5 10 11,0.022244483195737352,0.6516146161999149,0.0005997180109158368,0,5-10 10-11 5-11
33,3,3,9 10 11,0.1281723442837266,0.8581621807006864,0.06929959962433391,1,9-10 10-11 9-11
33,4,4,0 2 11 10,0.31127812445913294,0.9803377974034161,0.2260610251726552,1,0-2 2-11 10-11 0-10
33,5,4,1 2 3 8,0.47097540958061535,0.60544834670499,0.12702691802377966,1,1-2 2-3 3-8 1-8
33,6,4,1 2 11 8,0.5524212838293647,0.9287289082033151,0.33863163101604954,1,1-2 2-11 8-11 1-8
33,7,4,2 3 4 11,0.6126988417088022,0.787656267612662,0.349246887491527,1,2-3 3-4 4-11 2-11
33,8,4,2 3 8 11,0.47097540958061535,0.895665736636332,0.2684625540050437,1,2-3 3-8 8-11 2-11
33,9,4,3 4 11 8,0.47097540958061535,0.9234368291109871,0.28856608792337174,1,3-4 4-11 8-11 3-8
33,10,4,4 5 6 11,0.026627201108830878,0.7085993733869095,0.0044213744581479515,0,4-5 5-6 6-11 4-11
33,11,4,4 5 10 11,0.022244483195737352,0.7028980038205588,0.003693636046625884,0,4-5 5-10 10-11 4-11
33,12,4,5 6 11 10,0.022244483195737352,0.9696431422790025,0.0005923083276149075,0,5-6 6-11 10-11 5-10
33,13,4,5 10 9 11,0.022244483195737352,0.1795130665606678,4.15602180439694e-05,0,5-10 9-10 9-11 5-11
33,14,5,0 2 11 5 10,0.022244483195737352,0.4129833827508553,0.0001355728683621397,0,0-2 2-11 5-11 5-10 0-10
33,15,5,0 2 11 9 10,0.1281723442837266,0.5369119214513182,0.01566593853513147,1,0-2 2-11 9-11 9-10 0-10
33,16,5,2 3 4 5 11,0.02696030317444098,0.5671792320128832,0.004164807923178341,0,2-3 3-4 4-5 5-11 2-11
33,17,5,3 4 5 11 8,0.02696030317444098,0.6758036812115433,0.0034411826486871505,0,3-4 4-5 5-11 8-11 3-8
33,18,5,4 5 10 9 11,0.022244483195737352,0.31496008658503233,0.0002559674991891812,0,4-5 5-10 9-10 9-11 4-11
33,19,5,5 6 11 9 10,0.022244483195737352,0.5283561973517873,4.104672995787188e-05,0,5-6 6-11 9-11 9-10 5-10
33,20,6,0 2 1 8 11 10,0.31127812445913294,0.9907193338776157,0.10696402490620335,1,0-2 1-2 1-8 8-11 10-11 0-10
33,21,6,0 2 3 4 5 10,0.022244483195737352,0.52582360805143,0.0010854322965731045,0,0-2 2-3 3-4 4-5 5-10 0-10
33,22,6,0 2 3 4 11 10,0.31127812445913294,0.8966709068171804,0.11031708012618338,1,0-2 2-3 3-4 4-11 10-11 0-10
33,23,6,0 2 3 8 11 10,0.31127812445913294,0.9686772194996269,0.08479962496952172,1,0-2 2-3 3-8 8-11 10-11 0-10
33,24,6,0 2 11 4 5 10,0.022244483195737352,0.4869441800727945,0.0008349871513149205,0,0-2 2-11 4-11 4-5 5-10 0-10
33,25,6,0 2 11 6 5 10,0.022244483195737352,0.6647742723784237,0.0001338978277589269,0,0-2 2-11 6-11 5-6 5-10 0-10
33,26,6,1 2 3 4 11 8,0.5524212838293647,0.8622649806837798,0.1652511871231506,1,1-2 2-3 3-4 4-11 8-11 1-8
33,27,6,1 2 11 4 3 8,0.47097540958061535,0.7041380959799687,0.09771760500941212,1,1-2 2-11 4-11 3-4 3-8 1-8
33,28,6,2 3 4 5 6 11,0.026627201108830878,0.7932708134301136,0.004113350559620381,0,2-3 3-4 4-5 5-6 6-11 2-11
33,29,6,2 3 4 5 10 11,0.022244483195737352,0.7894699003858797,0.0034363115006971856,0,2-3 3-4 4-5 5-10 10-11 2-11
33,30,6,3 4 5 6 11 8,0.026627201108830878,0.8837911877623302,0.003398665877232369,0,3-4 4-5 5-6 6-11 8-11 3-8
33,31,6,3 4 5 10 11 8,0.022244483195737352,0.8799902747180965,0.002839260712570658,0,3-4 4-5 5-10 10-11 8-11 3-8
34,0,3,0 1 2,0.6084585933443498,0.9772170014624826,0.5008784964750271,1,0-1 1-2 0-2
34,1,4,0 2 3 4,0.11852774883141937,0.8132495710834126,0.0791573341670013,1,0-2 2-3 3-4 0-4
34,2,5,0 1 2 3 4,0.11852774883141937,0.9076528933269804,0.058508751482672074,1,0-1 1-2 2-3 3-4 0-4
35,0,3,0 1 3,0.12540872175348694,0.753501575003538,0.017288551816135256,1,0-1 1-3 0-3
35,1,3,0 2 3,0.04189344100432457,0.39325036405536373,0.005775331375940227,0,0-2 2-3 0-3
35,2,4,0 1 3 2,0.04189344100432457,0.791135128713293,0.005253802886207461,0,0-1 1-3 2-3 0-2
36,0,3,0 2 6,0.47097540958061535,0.51128933528331,0.1327579214147502,1,0-2 2-6 0-6
36,1,3,1 2 6,0.38285606369204883,0.5270161582450489,0.1311287091439038,1,1-2 2-6 1-6
36,2,3,2 4 6,0.47097540958061535,0.9832689609510933,0.2806897626272053,1,2-4 4-6 2-6
36,3,4,0 2 1 6,0.38285606369204883,0.5432414153559615,0.07848050068447411,1,0-2 1-2 1-6 0-6
36,4,4,0 2 4 6,0.5078560636920488,0.8854310173854948,0.16799275499474692,1,0-2 2-4 4-6 0-6
36,5,4,1 2 4 6,0.38285606369204883,0.897226134606799,0.16593113897263642,1,1-2 2-4 4-6 1-6
37,0,4,0 2 7 6,0.02324845921862373,0.44427997880638304,0.004014509531375085,0,0-2 2-7 6-7 0-6
38,0,3,0 4 5,0.5778195311147831,0.6184918825169863,0.23505298847671185,1,0-4 4-5 0-5
38,1,3,1 2 4,0.02102602143006438,0.88992474928762,0.015242883321710105,0,1-2 2-4 1-4
39,0,3,0 3 5,0.02517037261509225,0.23277920700355015,0.0004534412615885338,0,0-3 3-5 0-5
40,0,3,0 1 2,0.09022558610652132,0.7970127194000308,0.07225378367861332,1,0-1 1-2 0-2
41,0,3,4 5 8,0.03772232567402023,0.27001024236522825,0.0029350118856999023,0,4-5 5-8 4-8
41,1,3,5 6 7,0.03614662157068871,0.5694235383313488,0.006221700853509827,0,5-6 6-7 5-7
