usable_diamond,valid_transport_cycle,valid_holonomy,nontrivial_holonomy,min_edge_classes,min_edge_residual_bits,min_edge_transport,local_map_accuracy,holonomy_type,generated_group,group_order,source_observer,sink_observer,path1,path2,graph_id,cycle_id,length,observers,min_observer_edge_mi_bits,mean_observer_edge_mi_bits
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,8.0,3.0,8 7 6 5 3,8 3,74,34,5,3 5 6 7 8,0.19817584926215126,0.493791458784846
0,0,0,0,0,0.0,0.0,0.0,not_usable,none,0,,,,,74,35,5,3 5 7 6 8,0.3050365325772657,0.479283340584497
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,9.0,6.0,9 7 6,9 6,75,4,3,6 7 9,0.10035233541787081,0.3391644820725901
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,9.0,6.0,9 8 6,9 6,75,5,3,6 8 9,0.10035233541787081,0.5736413050343289
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,9.0,6.0,9 7 6,9 8 6,75,13,4,6 7 9 8,0.12057157968511589,0.6344281726212538
0,0,0,0,0,0.0,0.0,0.0,not_usable,none,0,,,,,75,33,5,2 9 7 10 11,0.14562003591927342,0.5596577799251009
0,0,0,0,0,0.0,0.0,0.0,not_usable,none,0,,,,,75,81,6,2 9 6 7 10 11,0.10035233541787081,0.4016905472689514
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,2.0,0.0,2 1 0,2 0,79,0,3,0 1 2,0.1872663559281147,0.8488872880012531
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 3 0,4 0,85,0,3,0 3 4,0.119239154842675,0.6977882499564746
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 2 0,4 0,86,1,3,0 2 4,0.2578560636920493,0.821213326389365
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 3 0,4 0,86,2,3,0 3 4,0.15710446344171203,0.40874621719763143
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,5.0,0.0,5 4 0,5 0,86,3,3,0 4 5,0.2578560636920493,0.7574357275683866
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 2 0,4 3 0,86,5,4,0 2 4 3,0.15710446344171203,0.7935416258442226
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,5.0,0.0,5 4 2 0,5 0,86,6,4,0 2 4 5,0.5144511190131107,1.055058758622289
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,5.0,0.0,5 4 3 0,5 0,86,7,4,0 3 4 5,0.15710446344171203,0.7457084267284889
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,0.0,4 1 0,4 0,91,0,3,0 1 4,0.11319921183483661,0.5334318235176786
1,0,0,0,1,0.0,0.0,0.0,not_usable,none,0,4.0,1.0,4 2 1,4 1,91,1,3,1 2 4,0.1497553875831863,0.9873048490693201
