q,w,nx,ny,ensemble,p_flip,mutation_rate,instances,loop_a,loop_b,area,perimeter,n_loop_samples,mean_W,abs_mean_W,valid_plaquette_fraction,z2_plaquette_fraction,nontrivial_plaquette_fraction,delta_type_counts,group_name_counts
4,1,6,6,c2link,0.3,0.0,100,3,4,12,14,1200,-0.055,0.055,1.0,1.0,0.4925,"{""identity"": 1827, ""cycle_2"": 1773}","{""trivial"": 775, ""C2"": 2825}"
4,1,6,6,c2link,0.3,0.0,100,4,1,4,10,1800,-0.034444444444444444,0.034444444444444444,1.0,1.0,0.4925,"{""identity"": 1827, ""cycle_2"": 1773}","{""trivial"": 775, ""C2"": 2825}"
4,1,6,6,c2link,0.3,0.0,100,4,2,8,12,1500,0.005333333333333333,0.005333333333333333,1.0,1.0,0.4925,"{""identity"": 1827, ""cycle_2"": 1773}","{""trivial"": 775, ""C2"": 2825}"
4,1,6,6,c2link,0.3,0.0,100,4,3,12,14,1200,0.011666666666666667,0.011666666666666667,1.0,1.0,0.4925,"{""identity"": 1827, ""cycle_2"": 1773}","{""trivial"": 775, ""C2"": 2825}"
4,1,6,6,c2link,0.3,0.0,100,4,4,16,16,900,0.02,0.02,1.0,1.0,0.4925,"{""identity"": 1827, ""cycle_2"": 1773}","{""trivial"": 775, ""C2"": 2825}"
4,1,6,6,c2link,0.5,0.0,100,1,1,1,4,3600,0.02277777777777778,0.02277777777777778,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,1,2,2,6,3000,-0.005333333333333333,0.005333333333333333,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,1,3,3,8,2400,-0.004166666666666667,0.004166666666666667,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,1,4,4,10,1800,0.0011111111111111111,0.0011111111111111111,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,2,1,2,6,3000,-0.043333333333333335,0.043333333333333335,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,2,2,4,8,2500,0.012,0.012,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,2,3,6,10,2000,-0.015,0.015,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,2,4,8,12,1500,-0.012,0.012,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,3,1,3,8,2400,-0.0175,0.0175,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,3,2,6,10,2000,0.031,0.031,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,3,3,9,12,1600,0.00875,0.00875,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,3,4,12,14,1200,0.011666666666666667,0.011666666666666667,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,4,1,4,10,1800,0.04777777777777778,0.04777777777777778,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,4,2,8,12,1500,0.036,0.036,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,4,3,12,14,1200,0.008333333333333333,0.008333333333333333,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,c2link,0.5,0.0,100,4,4,16,16,900,0.04666666666666667,0.04666666666666667,1.0,1.0,0.48861111111111105,"{""identity"": 1841, ""cycle_2"": 1759}","{""C2"": 3116, ""trivial"": 484}"
4,1,6,6,copy,0.0,0.0,100,1,1,1,4,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,1,2,2,6,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,1,3,3,8,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,1,4,4,10,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,2,1,2,6,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,2,2,4,8,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,2,3,6,10,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,2,4,8,12,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,3,1,3,8,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,3,2,6,10,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,3,3,9,12,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,3,4,12,14,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,4,1,4,10,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,4,2,8,12,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,4,3,12,14,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,copy,0.0,0.0,100,4,4,16,16,0,,,1.0,0.0,0.0,"{""identity"": 3600}","{""trivial"": 3600}"
4,1,6,6,permutive,0.0,0.0,100,1,1,1,4,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,1,2,2,6,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,1,3,3,8,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,1,4,4,10,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,2,1,2,6,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,2,2,4,8,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,2,3,6,10,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,2,4,8,12,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,3,1,3,8,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,3,2,6,10,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,3,3,9,12,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,3,4,12,14,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,4,1,4,10,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,4,2,8,12,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,4,3,12,14,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,permutive,0.0,0.0,100,4,4,16,16,0,,,1.0,0.0,0.9619444444444444,"{""cycle_4"": 867, ""cycle_3_1"": 1238, ""cycle_2_1_1"": 883, ""cycle_2_2"": 475, ""identity"": 137}","{""D4_or_order8"": 256, ""S4"": 2593, ""A4"": 414, ""V4"": 54, ""order_6"": 178, ""C3"": 29, ""C4"": 57, ""C2"": 19}"
4,1,6,6,random,0.0,0.0,100,1,1,1,4,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,1,2,2,6,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,1,3,3,8,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,1,4,4,10,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,2,1,2,6,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,2,2,4,8,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,2,3,6,10,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,2,4,8,12,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,3,1,3,8,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,3,2,6,10,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,3,3,9,12,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,3,4,12,14,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,4,1,4,10,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,4,2,8,12,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,4,3,12,14,0,,,0.0,0.0,0.0,{},{}
4,1,6,6,random,0.0,0.0,100,4,4,16,16,0,,,0.0,0.0,0.0,{},{}
