instance,rule_ensemble,k,q,horizon,n_schedules,observer,observer_size,raw_boundary_size,incoming_boundary_size,outgoing_boundary_size,exterior_support_size,interior_support_size,n_recurrent_states,boundary_label_classes,boundary_label_entropy_bits,boundary_quotient_size,boundary_quotient_entropy_bits,boundary_nontrivial,boundary_binary_c2_like,boundary_mi_bits,zero_error_code_size,zero_error_exact,signature_classes,singleton_output_fraction,mean_output_set_size,live_site_count,live_site_fraction,effective_edge_count,effective_cycle_rank,observer_vertices,exterior_support,live_sites,effective_edges
0,random_scc,10,2,2,64,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",10,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[],[],[]
0,random_scc,10,2,2,64,"(2, 6)",2,8,4,4,6,2,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 6]","[1, 3, 4, 5, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(5, 6)",2,7,5,2,4,2,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[5, 6]","[1, 2, 4, 7]",[],[]
0,random_scc,10,2,2,64,"(0, 2, 6)",3,12,6,6,7,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[0, 2, 6]","[1, 3, 4, 5, 7, 8, 9]",[],[]
0,random_scc,10,2,2,64,"(0, 5, 6)",3,11,7,4,6,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[0, 5, 6]","[1, 2, 4, 7, 8, 9]",[],[]
0,random_scc,10,2,2,64,"(0, 7, 8)",3,5,2,3,4,3,14,4,1.9502120649147465,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[0, 7, 8]","[1, 2, 6, 9]",[],[]
0,random_scc,10,2,2,64,"(1, 2, 6)",3,10,4,6,6,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[1, 2, 6]","[0, 3, 4, 5, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(1, 5, 6)",3,9,5,4,5,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[1, 5, 6]","[0, 2, 3, 4, 7]",[],[]
0,random_scc,10,2,2,64,"(2, 3, 6)",3,9,5,4,5,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 3, 6]","[1, 4, 5, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(2, 4, 6)",3,9,4,5,5,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 4, 6]","[1, 3, 5, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(2, 5, 6)",3,7,5,2,5,3,14,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,7.0,0,0.0,0,0,"[2, 5, 6]","[1, 3, 4, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(2, 6, 7)",3,9,5,4,6,3,14,2,0.9852281360342515,1,-0.0,False,False,0.0,1,True,1,0.0,8.0,0,0.0,0,0,"[2, 6, 7]","[0, 1, 3, 4, 5, 8]",[],[]
0,random_scc,10,2,2,64,"(2, 6, 8)",3,10,4,6,7,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 6, 8]","[0, 1, 3, 4, 5, 7, 9]",[],[]
0,random_scc,10,2,2,64,"(2, 6, 9)",3,10,5,5,7,3,14,4,1.9852281360342514,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 6, 9]","[0, 1, 3, 4, 5, 7, 8]",[],[]
0,random_scc,10,2,2,64,"(3, 5, 6)",3,10,7,3,4,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[3, 5, 6]","[1, 2, 4, 7]",[],[]
0,random_scc,10,2,2,64,"(4, 5, 6)",3,6,4,2,4,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[4, 5, 6]","[1, 2, 3, 7]",[],[]
0,random_scc,10,2,2,64,"(5, 6, 7)",3,8,6,2,5,3,14,2,0.9852281360342515,1,-0.0,False,False,0.0,1,True,2,0.0,7.0,0,0.0,0,0,"[5, 6, 7]","[0, 1, 2, 4, 8]",[],[]
0,random_scc,10,2,2,64,"(5, 6, 8)",3,11,6,5,6,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[5, 6, 8]","[0, 1, 2, 4, 7, 9]",[],[]
0,random_scc,10,2,2,64,"(5, 6, 9)",3,9,6,3,6,3,14,4,1.9852281360342512,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[5, 6, 9]","[0, 1, 2, 4, 7, 8]",[],[]
1,random_scc,10,2,2,64,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)",10,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[],[],[]
1,random_scc,10,2,2,64,"(1, 2)",2,5,2,3,4,2,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,2,0.5,1,0,"[1, 2]","[0, 3, 4, 8]","[3, 4]","[[3, 4]]"
1,random_scc,10,2,2,64,"(3, 4)",2,4,1,3,3,2,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,1.0,2,0,"[3, 4]","[2, 5, 9]","[2, 5, 9]","[[2, 5], [2, 9]]"
1,random_scc,10,2,2,64,"(0, 1, 2)",3,5,2,3,4,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.75,1,0,"[0, 1, 2]","[3, 4, 8, 9]","[3, 4, 9]","[[3, 4]]"
1,random_scc,10,2,2,64,"(0, 3, 4)",3,8,3,5,5,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.6,2,0,"[0, 3, 4]","[1, 2, 5, 8, 9]","[2, 5, 9]","[[2, 5], [2, 9]]"
1,random_scc,10,2,2,64,"(0, 8, 9)",3,8,7,1,6,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.5,1,0,"[0, 8, 9]","[1, 2, 3, 5, 6, 7]","[2, 3, 5]","[[3, 5]]"
1,random_scc,10,2,2,64,"(1, 2, 3)",3,7,3,4,4,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,2,0.5,1,0,"[1, 2, 3]","[0, 4, 8, 9]","[4, 9]","[[4, 9]]"
1,random_scc,10,2,2,64,"(1, 2, 4)",3,7,2,5,4,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,2,0.5,1,0,"[1, 2, 4]","[0, 3, 5, 8]","[3, 5]","[[3, 5]]"
1,random_scc,10,2,2,64,"(1, 2, 5)",3,8,3,5,6,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.5,2,0,"[1, 2, 5]","[0, 3, 4, 6, 8, 9]","[3, 4, 9]","[[3, 4], [4, 9]]"
1,random_scc,10,2,2,64,"(1, 2, 6)",3,8,3,5,7,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,4,0.5714285714285714,2,0,"[1, 2, 6]","[0, 3, 4, 5, 7, 8, 9]","[3, 4, 5, 9]","[[3, 4], [5, 9]]"
1,random_scc,10,2,2,64,"(1, 2, 7)",3,8,3,5,6,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.5,1,0,"[1, 2, 7]","[0, 3, 4, 6, 8, 9]","[3, 4, 9]","[[3, 4]]"
1,random_scc,10,2,2,64,"(1, 2, 8)",3,7,4,3,5,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.6,1,0,"[1, 2, 8]","[0, 3, 4, 7, 9]","[3, 4, 9]","[[3, 4]]"
1,random_scc,10,2,2,64,"(1, 2, 9)",3,11,7,4,7,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.42857142857142855,2,0,"[1, 2, 9]","[0, 3, 4, 5, 6, 7, 8]","[3, 4, 5]","[[3, 4], [3, 5]]"
1,random_scc,10,2,2,64,"(1, 3, 4)",3,8,3,5,5,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,3,0.6,2,0,"[1, 3, 4]","[0, 2, 5, 8, 9]","[2, 5, 9]","[[2, 5], [2, 9]]"
1,random_scc,10,2,2,64,"(2, 3, 4)",3,5,1,4,4,3,2,2,1.0,2,1.0,True,True,0.0,2,True,2,1.0,1.0,2,0.5,0,0,"[2, 3, 4]","[0, 1, 5, 9]","[5, 9]",[]
