q,rows,cols,n_links,n_plaquettes,rule_ensemble,mutation_rate,closed_scc,n_scc,link_schedule_consistency,flux_schedule_consistency,quotient_determinism_accuracy,quotient_determinism_exact,link_bit_entropy_bits,link_bit_entropy_norm,quotient_transition_mi_bits,quotient_transition_mi_norm,plaquette_flux_entropy_bits,initial_flux_entropy_bits,recurrent_flux_entropy_bits,recurrent_flux_fixed_fraction,mean_nontrivial_flux_fraction,partition_index,partition,quotient_score,closed_c2_quotient,recurrent_flux_nontrivial,closed_medium_candidate,seed,instance,mode
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115966796875,False,7.950222920972701,0.9937778651215876,4.038967557167657,0.5080319881990798,2.998406762830679,2.999135650946431,2.9869157520711664,0.126953125,0.5029296875,5,0011,0.23934395193056754,False,True,False,50423,0,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11572265625,False,7.952465564981882,0.9940581956227352,4.046170763746517,0.5087945028726113,2.9987428007472303,2.999804362650707,2.989559028325626,0.140625,0.501708984375,4,0101,0.23931456881204705,False,True,False,50424,1,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11865234375,False,7.959841955620157,0.9949802444525196,4.053592457948525,0.5092553948368824,2.9966516896518787,2.9993880856128685,2.968810126370294,0.125,0.5001220703125,2,0110,0.24052436920300393,False,True,False,50425,2,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.954790988635104,0.994348873579388,4.042470231281769,0.5081805715646317,2.996311373956856,2.998974091908843,2.97881093155629,0.13671875,0.49609375,4,0101,0.2392872551846276,False,True,False,50426,3,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.119384765625,False,7.958102928064334,0.9947628660080418,4.04866137348891,0.5087470481452637,2.9993437485208565,2.9994795199572115,2.983741217123352,0.119140625,0.498291015625,2,0110,0.24073724117035836,False,True,False,50427,4,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1162109375,False,7.951231719308732,0.9939039649135915,4.045846063150975,0.5088326193948118,2.9985188103374667,2.997674918383824,2.9815296461997773,0.140625,0.49951171875,2,0110,0.2394546211077183,False,True,False,50428,5,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1171875,False,7.954650895884423,0.9943313619855528,4.064692883409096,0.5109831891569354,2.998302781634568,2.9988474081434955,2.9737279751870442,0.1484375,0.4949951171875,4,0101,0.23988189739711058,False,True,False,50429,6,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1201171875,False,7.954144206472322,0.9942680258090403,4.056911239190525,0.5100374262625762,2.9981959423946747,2.9986315383724476,2.9929218394895774,0.123046875,0.50439453125,2,0110,0.24089462078680807,False,True,False,50430,7,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11767578125,False,7.9477278410930525,0.9934659801366316,4.045711154564739,0.5090399716063165,2.9978446884942676,2.9997344709148166,2.992809241566748,0.103515625,0.49609375,2,0110,0.23987971946482634,False,True,False,50431,8,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.954202505543508,0.9942753131929385,4.0236926598643254,0.5058574579991018,2.996227861729597,2.998576574375265,2.985792562705693,0.12890625,0.50439453125,2,0110,0.2392725431073377,False,True,False,50432,9,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.951977427009023,0.9939971783761279,4.044164303764543,0.5085734134541771,2.996595357303398,2.998260015744939,2.9926635952408427,0.14453125,0.5101318359375,4,0101,0.23921691614397558,False,True,False,50433,10,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11962890625,False,7.960726748811346,0.9950908436014182,4.07514015638014,0.5119055439239413,2.9985073085995344,2.998767323218664,2.9857945546495803,0.095703125,0.5028076171875,4,0101,0.24088828590778366,False,True,False,50434,11,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.955863225237406,0.9944829031546758,4.045251807072134,0.5084617083712398,2.9997380029969936,2.999448839994327,2.9833958897903843,0.13671875,0.50244140625,5,0011,0.23931406109968517,False,True,False,50435,12,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116943359375,False,7.956317992169039,0.9945397490211298,4.064494611502779,0.5108512022147977,2.9997936302841106,2.9983674074366853,2.9976606960508754,0.14453125,0.503173828125,4,0101,0.239838125585476,False,True,False,50436,13,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115966796875,False,7.957146368693447,0.9946432960866809,4.0526916682906435,0.5093147066183841,2.999697662361937,2.999154570041388,2.989305994590406,0.138671875,0.4976806640625,5,0011,0.23951703812358618,False,True,False,50437,14,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117919921875,False,7.957980170465932,0.9947475213082415,4.047803834558799,0.5086471375715685,2.997842478890669,2.9971106509252223,2.9889912837155075,0.123046875,0.49560546875,2,0110,0.2402214769178983,False,True,False,50438,15,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.118408203125,False,7.9534156353075165,0.9941769544134396,4.044551701109363,0.5085301569245829,2.9971997109989537,2.99735382075792,2.9944166310225206,0.09765625,0.5113525390625,5,0011,0.24027826197643792,False,True,False,50439,16,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114013671875,False,7.959352606749515,0.9949190758436893,4.053914939778505,0.5093272204501649,2.9991080594545174,2.999309758111911,2.9943335369066206,0.166015625,0.498779296875,4,0101,0.23888860032498788,False,True,False,50440,17,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.953642517927199,0.9942053147408999,4.047284565672207,0.5088592499033978,2.9987834208717707,2.998483701091353,2.987522340854195,0.126953125,0.4981689453125,4,0101,0.23925854341692998,False,True,False,50441,18,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11572265625,False,7.950867671964741,0.9938584589955927,4.03890245988188,0.5079826034739962,2.997760544363628,2.9979974580303277,2.993958013018468,0.083984375,0.4923095703125,5,0011,0.23927462148661854,False,True,False,50442,19,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115966796875,False,7.952532226525976,0.994066528315747,4.042852480261454,0.5083729766949405,2.9976486353875567,2.9988290019570725,2.9875253154848544,0.134765625,0.506103515625,4,0101,0.23940168456939942,False,True,False,50443,20,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.955258768568691,0.9944073460710864,4.05494873490704,0.509719275371429,2.9993169870322647,2.999795886667579,2.9932247063779314,0.13671875,0.4984130859375,4,0101,0.2396407465579673,False,True,False,50444,21,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.953034031720084,0.9941292539650105,4.046071544609799,0.5087456596403767,2.9988652746432503,2.9986764265549026,2.9815907803457775,0.134765625,0.492431640625,4,0101,0.2391578820430021,False,True,False,50445,22,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.953704630211151,0.9942130787763939,4.044597212487011,0.5085174017053782,2.9983674815591908,2.9994652575930747,2.9860345578723635,0.109375,0.5009765625,2,0110,0.2391746470052788,False,True,False,50446,23,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114990234375,False,7.954393108650919,0.9942991385813649,4.03745488586368,0.5075754781936394,2.999008179713478,2.9994477812300033,2.9918721582013186,0.12109375,0.4971923828125,2,0110,0.23910640974752298,False,True,False,50447,24,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11767578125,False,7.958809810914454,0.9948512263643068,4.058555197046553,0.5099449909559067,2.998525604041201,2.998583461956581,2.989387067302183,0.119140625,0.499267578125,4,0101,0.24015676871036135,False,True,False,50448,25,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1162109375,False,7.95295755525088,0.99411969440636,4.0404015571369385,0.5080376110481432,2.9968735025181727,2.9977001858917136,2.9847388844748646,0.125,0.503662109375,4,0101,0.23949776700627204,False,True,False,50449,26,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11669921875,False,7.956930701494934,0.9946163376868667,4.0525695828019614,0.5093131679581641,2.99862955283677,2.999383214260746,2.987050913152499,0.10546875,0.50146484375,2,0110,0.23976799409987334,False,True,False,50450,27,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1162109375,False,7.9609767210789855,0.9951220901348732,4.039886048697124,0.5074611056204145,2.998852467216338,2.999672701392493,2.9634256382412207,0.111328125,0.499755859375,4,0101,0.23969824615197466,False,True,False,50451,28,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114501953125,False,7.951387068296938,0.9939233835371173,4.027515848479553,0.506517392988917,2.999423315444484,2.9988665484613475,2.9857910932233027,0.15625,0.5015869140625,4,0101,0.23886036030117347,False,True,False,50452,29,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.121337890625,False,7.954656495315703,0.9943320619144629,4.061404935883646,0.5105694932616267,2.998535431611091,2.9992977281173174,2.9883100105545966,0.09765625,0.49853515625,5,0011,0.2413346741016426,False,True,False,50453,30,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11572265625,False,7.949796798774674,0.9937245998468343,4.04226424816077,0.5084739082618837,2.998942283568663,2.996362563039097,2.995583423382819,0.146484375,0.51123046875,5,0011,0.23924784965686685,False,True,False,50454,31,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11572265625,False,7.960207465571328,0.995025933196416,4.041702540272192,0.5077383419657024,2.9978892438228373,2.99905988060818,2.9868437729843906,0.109375,0.4996337890625,4,0101,0.2395081163267832,False,True,False,50455,32,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.950597359264024,0.993824669908003,4.021915206108449,0.5058632734585811,2.998238281995375,2.9984567076899884,2.9952029678221384,0.13671875,0.5020751953125,5,0011,0.23909696523160062,False,True,False,50456,33,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1162109375,False,7.954104660062059,0.9942630825077574,4.071425661290013,0.511864733403979,2.998876974132533,2.998343571809637,2.987328089405241,0.14453125,0.4976806640625,5,0011,0.2395264446265515,False,True,False,50457,34,sweep
4,2,2,8,4,random,0.0,True,1,0.000244140625,0.000244140625,0.112548828125,False,7.957484674524474,0.9946855843155592,4.031817128759691,0.5066697950003436,2.9972001205249814,2.9985321799172158,2.993063116272119,0.125,0.494384765625,5,0011,0.23843906998811185,False,True,False,50458,35,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.114501953125,False,7.9527070853785045,0.9940883856723131,4.0535367794147525,0.5097052784538495,2.9994230249128044,2.998787162656168,2.9965039870355374,0.125,0.4937744140625,5,0011,0.23889336072821263,False,True,False,50459,36,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11767578125,False,7.950584276640683,0.9938230345800854,4.044475759211075,0.508701702728188,2.998576042226361,2.9990814890110844,2.9930564813178697,0.15625,0.497802734375,5,0011,0.23995113035351706,False,True,False,50460,37,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.954432622587756,0.9943040778234695,4.039692892177758,0.5078543101498488,2.998582961523697,2.996305459073784,2.9956077749664005,0.125,0.49072265625,2,0110,0.23927829603344392,False,True,False,50461,38,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116943359375,False,7.961336784267897,0.9951670980334871,4.061270966844798,0.5101242513531302,2.998963690154956,2.997567289551162,2.98897871256786,0.134765625,0.5001220703125,2,0110,0.23996359538794743,False,True,False,50462,39,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.117919921875,False,7.9559656125440625,0.9944957015680078,4.040867973486755,0.5079041527172482,2.9971671452964403,2.99972074673933,2.9927939238073575,0.087890625,0.4959716796875,2,0110,0.24017111296985155,False,True,False,50463,40,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.119140625,False,7.950922815341041,0.9938653519176301,4.059254930917593,0.5105388424957913,2.996933492813188,2.997581504308217,2.9833766806237287,0.15625,0.501220703125,5,0011,0.24047228913352603,False,True,False,50464,41,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.118408203125,False,7.9565830738474315,0.9945728842309289,4.042871524953039,0.50811654794903,2.998979020861488,2.9993808812588743,2.993967563088753,0.10546875,0.499755859375,5,0011,0.2403574479399358,False,True,False,50465,42,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.95933853957674,0.9949173174470926,4.038128969981109,0.5073447937792891,2.996894334285729,2.9977049855305613,2.9707709151695965,0.109375,0.5015869140625,5,0011,0.23931549473941854,False,True,False,50466,43,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.116455078125,False,7.956370808869545,0.9945463511086932,4.0559866628892305,0.5097784857346929,2.9992679066290053,2.998435226081038,2.9957628888648467,0.115234375,0.5015869140625,4,0101,0.23966854756548867,False,True,False,50467,44,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.11669921875,False,7.958515127321374,0.9948143909151718,4.04955092005822,0.5088324712930704,2.999367484511005,2.9966449192999898,2.993588690485102,0.146484375,0.501708984375,4,0101,0.23980760474553436,False,True,False,50468,45,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.1171875,False,7.959480621592051,0.9949350776990064,4.057052722249031,0.5097132482794514,2.9980218369985394,2.9985146526003796,2.9894236300554837,0.12890625,0.505126953125,2,0110,0.24000264053980128,False,True,False,50469,46,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115234375,False,7.956659967572431,0.9945824959465539,4.043616593790665,0.5082052783794364,2.9957550924065464,2.9995005979167457,2.9805210733393466,0.162109375,0.499267578125,2,0110,0.23924853043931077,False,True,False,50470,47,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.118896484375,False,7.957640659482793,0.9947050824353492,4.061543609875281,0.5103954530838618,2.9973935354994516,2.996844330751229,2.981919495607948,0.080078125,0.496337890625,5,0011,0.24055478601831987,False,True,False,50471,48,sweep
4,2,2,8,4,random,0.0,True,1,0.0,0.0,0.115478515625,False,7.95847902325854,0.9948098779073175,4.047710369299391,0.5086035104785747,2.998511779446444,2.999372440737784,2.9848290745895754,0.09375,0.498291015625,2,0110,0.2393794560502135,False,True,False,50472,49,sweep
