instance,rule_ensemble,k,q,horizon,n_schedules,observer,observer_size,raw_boundary_size,incoming_boundary_size,outgoing_boundary_size,exterior_support_size,interior_support_size,n_recurrent_states,boundary_label_classes,boundary_label_entropy_bits,boundary_quotient_size,boundary_quotient_entropy_bits,boundary_nontrivial,boundary_binary_c2_like,boundary_mi_bits,zero_error_code_size,zero_error_exact,signature_classes,singleton_output_fraction,mean_output_set_size,live_site_count,live_site_fraction,effective_edge_count,effective_cycle_rank,observer_vertices,exterior_support,live_sites,effective_edges
0,random_scc,6,2,2,64,"(0, 1, 2, 3, 4, 5)",6,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5]",[],[],[]
0,random_scc,6,2,2,64,"(0, 1)",2,3,1,2,3,2,4,4,2.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 1]","[2, 4, 5]",[],[]
0,random_scc,6,2,2,64,"(2, 4)",2,7,4,3,4,2,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[2, 4]","[0, 1, 3, 5]",[],[]
0,random_scc,6,2,2,64,"(2, 5)",2,6,3,3,4,2,4,1,-0.0,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 5]","[0, 1, 3, 4]",[],[]
0,random_scc,6,2,2,64,"(0, 1, 2)",3,7,3,4,3,2,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[0, 1, 2]","[3, 4, 5]",[],[]
0,random_scc,6,2,2,64,"(0, 1, 3)",3,5,2,3,3,3,4,4,2.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 1, 3]","[2, 4, 5]",[],[]
0,random_scc,6,2,2,64,"(0, 1, 4)",3,6,3,3,3,3,4,4,2.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 1, 4]","[2, 3, 5]",[],[]
0,random_scc,6,2,2,64,"(0, 1, 5)",3,5,2,3,2,3,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[0, 1, 5]","[2, 4]",[],[]
0,random_scc,6,2,2,64,"(0, 2, 4)",3,9,5,4,3,3,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[0, 2, 4]","[1, 3, 5]",[],[]
0,random_scc,6,2,2,64,"(0, 2, 5)",3,8,4,4,3,3,4,1,-0.0,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[0, 2, 5]","[1, 3, 4]",[],[]
0,random_scc,6,2,2,64,"(0, 4, 5)",3,7,4,3,3,3,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[0, 4, 5]","[1, 2, 3]",[],[]
0,random_scc,6,2,2,64,"(1, 2, 4)",3,8,4,4,3,3,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[1, 2, 4]","[0, 3, 5]",[],[]
0,random_scc,6,2,2,64,"(1, 2, 5)",3,7,3,4,3,3,4,1,-0.0,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[1, 2, 5]","[0, 3, 4]",[],[]
0,random_scc,6,2,2,64,"(2, 3, 4)",3,5,3,2,3,2,4,2,1.0,1,-0.0,False,False,0.0,1,True,1,0.0,2.0,0,0.0,0,0,"[2, 3, 4]","[0, 1, 5]",[],[]
0,random_scc,6,2,2,64,"(2, 3, 5)",3,6,3,3,3,3,4,1,-0.0,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 3, 5]","[0, 1, 4]",[],[]
0,random_scc,6,2,2,64,"(2, 4, 5)",3,5,3,2,3,3,4,1,-0.0,1,-0.0,False,False,0.0,1,True,1,0.0,4.0,0,0.0,0,0,"[2, 4, 5]","[0, 1, 3]",[],[]
1,random_scc,6,2,2,64,"(0, 1, 2, 3, 4, 5)",6,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5]",[],[],[]
1,random_scc,6,2,2,64,"(4, 5)",2,6,2,4,4,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[4, 5]","[0, 1, 2, 3]",[],[]
1,random_scc,6,2,2,64,"(0, 1, 5)",3,7,3,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 1, 5]","[2, 3, 4]",[],[]
1,random_scc,6,2,2,64,"(0, 3, 4)",3,6,3,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 3, 4]","[1, 2, 5]",[],[]
1,random_scc,6,2,2,64,"(0, 4, 5)",3,6,2,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 4, 5]","[1, 2, 3]",[],[]
1,random_scc,6,2,2,64,"(1, 4, 5)",3,6,2,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 4, 5]","[0, 2, 3]",[],[]
1,random_scc,6,2,2,64,"(2, 4, 5)",3,7,3,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[2, 4, 5]","[0, 1, 3]",[],[]
1,random_scc,6,2,2,64,"(3, 4, 5)",3,7,3,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[3, 4, 5]","[0, 1, 2]",[],[]
2,random_scc,6,2,2,64,"(0, 1, 2, 3, 4, 5)",6,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5]",[],[],[]
2,random_scc,6,2,2,64,"(1, 5)",2,5,2,3,4,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 5]","[0, 2, 3, 4]",[],[]
2,random_scc,6,2,2,64,"(2, 3)",2,4,3,1,3,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[2, 3]","[1, 4, 5]",[],[]
2,random_scc,6,2,2,64,"(3, 4)",2,5,2,3,3,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[3, 4]","[0, 2, 5]",[],[]
2,random_scc,6,2,2,64,"(0, 1, 5)",3,4,2,2,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 1, 5]","[2, 3, 4]",[],[]
2,random_scc,6,2,2,64,"(0, 2, 3)",3,7,5,2,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 2, 3]","[1, 4, 5]",[],[]
2,random_scc,6,2,2,64,"(0, 3, 4)",3,6,3,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 3, 4]","[1, 2, 5]",[],[]
2,random_scc,6,2,2,64,"(1, 2, 3)",3,6,4,2,3,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 2, 3]","[0, 4, 5]",[],[]
2,random_scc,6,2,2,64,"(1, 2, 5)",3,6,3,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 2, 5]","[0, 3, 4]",[],[]
2,random_scc,6,2,2,64,"(1, 3, 4)",3,9,4,5,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 3, 4]","[0, 2, 5]",[],[]
2,random_scc,6,2,2,64,"(1, 3, 5)",3,8,4,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 3, 5]","[0, 2, 4]",[],[]
2,random_scc,6,2,2,64,"(1, 4, 5)",3,7,2,5,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 4, 5]","[0, 2, 3]",[],[]
2,random_scc,6,2,2,64,"(2, 3, 4)",3,4,2,2,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[2, 3, 4]","[0, 1, 5]",[],[]
2,random_scc,6,2,2,64,"(2, 3, 5)",3,7,4,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[2, 3, 5]","[0, 1, 4]",[],[]
2,random_scc,6,2,2,64,"(3, 4, 5)",3,6,2,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[3, 4, 5]","[0, 1, 2]",[],[]
3,random_scc,6,2,2,64,"(0, 1, 2, 3, 4, 5)",6,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5]",[],[],[]
3,random_scc,6,2,2,64,"(4, 5)",2,4,2,2,3,2,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[4, 5]","[0, 1, 3]",[],[]
3,random_scc,6,2,2,64,"(0, 2, 3)",3,6,2,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 2, 3]","[1, 4, 5]",[],[]
3,random_scc,6,2,2,64,"(0, 4, 5)",3,6,3,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[0, 4, 5]","[1, 2, 3]",[],[]
3,random_scc,6,2,2,64,"(1, 2, 3)",3,6,3,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 2, 3]","[0, 4, 5]",[],[]
3,random_scc,6,2,2,64,"(1, 4, 5)",3,6,4,2,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[1, 4, 5]","[0, 2, 3]",[],[]
3,random_scc,6,2,2,64,"(2, 4, 5)",3,7,4,3,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[2, 4, 5]","[0, 1, 3]",[],[]
3,random_scc,6,2,2,64,"(3, 4, 5)",3,5,1,4,3,3,1,1,-0.0,1,-0.0,False,False,0.0,1,True,1,1.0,1.0,0,0.0,0,0,"[3, 4, 5]","[0, 1, 2]",[],[]
4,random_scc,6,2,2,64,"(0, 1, 2, 3, 4, 5)",6,0,0,0,0,0,0,1,0.0,1,0.0,False,False,0.0,1,True,1,0.0,0.0,0,0.0,0,0,"[0, 1, 2, 3, 4, 5]",[],[],[]
