all_edges_selected,same_label_cardinality,edge_selected_json,edge_types_json,edge_perms_json,min_edge_transport,min_edge_source,min_edge_accuracy,min_edge_residual,label_cardinality,AB_selected,AB_type,AB_transport,AB_source,AB_accuracy,AB_s1_residual,AB_s2_residual,BD_selected,BD_type,BD_transport,BD_source,BD_accuracy,BD_s1_residual,BD_s2_residual,AC_selected,AC_type,AC_transport,AC_source,AC_accuracy,AC_s1_residual,AC_s2_residual,CD_selected,CD_type,CD_transport,CD_source,CD_accuracy,CD_s1_residual,CD_s2_residual,path_holonomy_valid,top_json,bottom_json,delta_json,delta_type,delta_order,nontrivial_path_holonomy,gauge_trials,gauge_covariance_success,conjugacy_class_success,generated_group_name,generated_group_order,generated_group_abelian,generated_group_cyclic,generated_group_transitive,group_elements_json,q,kB,kM,kA,w,edge_ensemble,mutation_rate,instance,seed
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""nonbijective""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": null, ""CD"": null}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,7,52342
False,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""cycle_2"", ""AC"": ""identity"", ""CD"": ""nonbijective""}","{""AB"": [0, 1], ""BD"": [1, 0], ""AC"": [0, 1], ""CD"": null}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,cycle_2,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,8,52343
False,True,"{""AB"": true, ""BD"": false, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""nonbijective"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": null, ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,9,52344
False,True,"{""AB"": true, ""BD"": false, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0], ""AC"": [0], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,10,52345
False,True,"{""AB"": false, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,11,52346
False,True,"{""AB"": false, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,12,52347
False,True,"{""AB"": false, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""nonbijective"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": null, ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,13,52348
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,14,52349
False,True,"{""AB"": false, ""BD"": false, ""AC"": true, ""CD"": false}","{""AB"": ""nonbijective"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": null, ""BD"": [0], ""AC"": [0, 1], ""CD"": [0]}",0.0,0.0,1.0,0.0,0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,15,52350
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": null, ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,16,52351
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""cycle_2"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""nonbijective""}","{""AB"": [1, 0], ""BD"": [0, 1], ""AC"": null, ""CD"": null}",0.0,0.0,1.0,0.0,2,True,cycle_2,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,17,52352
False,True,"{""AB"": false, ""BD"": false, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0], ""AC"": null, ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,18,52353
False,True,"{""AB"": false, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""nonbijective"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": null, ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,19,52354
False,True,"{""AB"": false, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": null, ""CD"": [0]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,20,52355
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,21,52356
False,True,"{""AB"": false, ""BD"": true, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,22,52357
False,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,23,52358
False,True,"{""AB"": false, ""BD"": false, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0], ""AC"": [0, 1], ""CD"": [0]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,24,52359
False,True,"{""AB"": true, ""BD"": false, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,25,52360
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,26,52361
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,0.9999999999999998,1.0,0.5,2,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,"[0, 1]","[0, 1]","[0, 1]",identity,1,False,10.0,1.0,1.0,trivial,1,True,True,False,"[[0, 1]]",4,2,2,2,1,block,0.02,27,52362
False,True,"{""AB"": true, ""BD"": false, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0], ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,28,52363
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""cycle_2"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [1, 0], ""CD"": [0, 1]}",1.0,0.9999999999999998,1.0,0.5,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,cycle_2,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,"[0, 1]","[1, 0]","[1, 0]",cycle_2,2,True,10.0,1.0,1.0,C2,2,True,True,True,"[[1, 0], [0, 1]]",4,2,2,2,1,block,0.02,29,52364
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,1.0,1.0,0.5,2,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,"[0, 1]","[0, 1]","[0, 1]",identity,1,False,10.0,1.0,1.0,trivial,1,True,True,False,"[[0, 1]]",4,2,2,2,1,block,0.02,30,52365
False,True,"{""AB"": false, ""BD"": false, ""AC"": true, ""CD"": true}","{""AB"": ""nonbijective"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": null, ""BD"": [0], ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,31,52366
False,True,"{""AB"": true, ""BD"": false, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""nonbijective"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": null, ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,32,52367
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,0.9999999999999998,1.0,0.5,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,"[0, 1]","[0, 1]","[0, 1]",identity,1,False,10.0,1.0,1.0,trivial,1,True,True,False,"[[0, 1]]",4,2,2,2,1,block,0.02,33,52368
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,0.9999999999999998,1.0,0.5,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,"[0, 1]","[0, 1]","[0, 1]",identity,1,False,10.0,1.0,1.0,trivial,1,True,True,False,"[[0, 1]]",4,2,2,2,1,block,0.02,34,52369
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,35,52370
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,36,52371
False,True,"{""AB"": false, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": null, ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,37,52372
False,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""nonbijective""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": null}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,38,52373
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,39,52374
False,True,"{""AB"": true, ""BD"": false, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""nonbijective"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": null, ""AC"": [0, 1], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,40,52375
False,True,"{""AB"": true, ""BD"": false, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,0.3860519503897758,1.0,0.5,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,False,identity,1.0,0.3860519503897758,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,41,52376
False,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""nonbijective""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": null}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,42,52377
False,True,"{""AB"": true, ""BD"": false, ""AC"": true, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""nonbijective"", ""AC"": ""identity"", ""CD"": ""nonbijective""}","{""AB"": [0, 1], ""BD"": null, ""AC"": [0, 1], ""CD"": null}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,False,nonbijective,1.0,0.2525970205429786,1.0,0.7924812503605781,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,nonbijective,0.0,0.0,1.0,0.5,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,43,52378
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": false}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,1.0,1.0,0.5,0.5,True,identity,1.0,1.0,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,False,identity,0.0,0.0,1.0,0.0,0.0,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,44,52379
False,True,"{""AB"": false, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""nonbijective"", ""CD"": ""identity""}","{""AB"": [0], ""BD"": [0, 1], ""AC"": null, ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,1,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,nonbijective,0.9999999999999999,0.3872550754502081,1.0,0.7924812503605781,0.5,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,45,52380
False,True,"{""AB"": true, ""BD"": true, ""AC"": false, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,2,True,identity,1.0,0.9999999999999999,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,identity,0.0,0.0,1.0,0.0,0.0,True,identity,1.0,1.0,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,46,52381
True,True,"{""AB"": true, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""identity"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": [0, 1], ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",1.0,1.0000000000000002,1.0,0.5,2,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,"[0, 1]","[0, 1]","[0, 1]",identity,1,False,10.0,1.0,1.0,trivial,1,True,True,False,"[[0, 1]]",4,2,2,2,1,block,0.02,47,52382
False,True,"{""AB"": false, ""BD"": true, ""AC"": true, ""CD"": true}","{""AB"": ""nonbijective"", ""BD"": ""identity"", ""AC"": ""identity"", ""CD"": ""identity""}","{""AB"": null, ""BD"": [0, 1], ""AC"": [0, 1], ""CD"": [0, 1]}",0.0,0.0,1.0,0.0,0,False,nonbijective,0.0,0.0,1.0,0.5,0.0,True,identity,1.0,0.9999999999999998,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,True,identity,1.0,1.0000000000000002,1.0,0.5,0.5,False,,,null,invalid,0,False,,,,invalid,0,,,,,4,2,2,2,1,block,0.02,48,52383
