q,w,k_total,rule_ensemble,mutation_rate,exact_B_classes,exact_C_classes,exact_Dtop_classes,exact_Dbottom_classes,source_label_classes,source_residual_qcoords,source_liveness,phi_AC_transport,phi_BD_transport,phi_CD_transport,min_edge_transport,min_edge_accuracy,valid_square,phi_AB,phi_BD,phi_AC,phi_CD,top,bottom,delta,top_type,bottom_type,delta_type,nontrivial_path_holonomy,generated_group_name,generated_group_order,generated_group_abelian,generated_group_cyclic,generated_group_transitive,gauge_covariance_success,conjugacy_class_success,seed,instance,initial_mode,n_initial_states
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59463,0,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59464,1,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59465,2,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59466,3,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59467,4,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59468,5,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59469,6,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59470,7,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59471,8,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59472,9,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59473,10,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59474,11,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59475,12,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59476,13,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59477,14,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59478,15,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59479,16,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59480,17,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59481,18,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59482,19,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59483,20,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59484,21,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59485,22,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59486,23,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59487,24,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59488,25,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59489,26,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59490,27,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59491,28,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59492,29,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59493,30,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59494,31,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59495,32,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59496,33,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59497,34,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59498,35,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59499,36,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59500,37,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59501,38,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59502,39,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59503,40,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59504,41,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59505,42,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59506,43,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59507,44,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59508,45,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59509,46,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59510,47,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59511,48,joint_random,4096
4,1,19,copy,0.0,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,59512,49,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61663,0,joint_random,4096
4,1,19,copy,0.02,3,4,4,3,3,0.7924812503605781,1.0,0.75,0.75,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61664,1,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61665,2,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61666,3,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61667,4,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61668,5,joint_random,4096
4,1,19,copy,0.02,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61669,6,joint_random,4096
4,1,19,copy,0.02,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61670,7,joint_random,4096
4,1,19,copy,0.02,3,4,3,4,3,0.7924812503605781,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61671,8,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61672,9,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61673,10,joint_random,4096
4,1,19,copy,0.02,4,3,3,2,4,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61674,11,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61675,12,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61676,13,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61677,14,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61678,15,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61679,16,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61680,17,joint_random,4096
4,1,19,copy,0.02,4,3,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61681,18,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61682,19,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61683,20,joint_random,4096
4,1,19,copy,0.02,2,4,2,4,2,0.5,1.0,0.5,1.0,1.0,0.5,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61684,21,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61685,22,joint_random,4096
4,1,19,copy,0.02,3,4,3,3,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61686,23,joint_random,4096
4,1,19,copy,0.02,4,3,3,3,4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61687,24,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61688,25,joint_random,4096
4,1,19,copy,0.02,4,4,3,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61689,26,joint_random,4096
4,1,19,copy,0.02,4,4,3,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61690,27,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61691,28,joint_random,4096
4,1,19,copy,0.02,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61692,29,joint_random,4096
4,1,19,copy,0.02,3,4,3,4,3,0.7924812503605781,1.0,0.75,1.0,1.0,0.75,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61693,30,joint_random,4096
4,1,19,copy,0.02,3,2,3,3,3,0.7924812503605781,1.0,0.3836885465963445,1.0,0.5408520829727553,0.3836885465963445,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61694,31,joint_random,4096
4,1,19,copy,0.02,2,2,3,4,2,0.5,1.0000000000000002,0.15106563978903303,0.5408520829727553,0.40563906222956647,0.15106563978903303,0.5,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61695,32,joint_random,4096
4,1,19,copy,0.02,3,4,3,4,3,0.7924812503605781,1.0,0.75,0.6666666666666666,1.0,0.6666666666666666,0.75,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61696,33,joint_random,4096
4,1,19,copy,0.02,4,4,4,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,"[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]","[0, 1, 2, 3]",identity,identity,identity,False,trivial,1,True,True,False,True,True,61697,34,joint_random,4096
4,1,19,copy,0.02,4,4,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,False,,,,,,,,invalid,invalid,invalid,False,invalid,0,,,,,,61698,35,joint_random,4096
